Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-2.2,0.9,0.1,0.78,0.468,0.875,0.491,0.357,0.671,0.711,0.389,0.813,0.393,0.205,0.601,0.709,0.421,0.8,0.41,0.217,0.611
RBF,1,0.01,-1.8,2.1,0.0,0.799,0.508,0.888,0.528,0.412,0.698,0.727,0.379,0.837,0.4,0.225,0.608,0.734,0.368,0.85,0.4,0.232,0.609
RBF,1,0.001,-1.3,1.4,-0.0,0.818,0.273,0.983,0.408,0.413,0.628,0.785,0.137,0.99,0.227,0.27,0.563,0.81,0.211,1.0,0.348,0.41,0.605
RBF,1,0.0001,0.4,1.0,0.6,0.681,0.45,0.75,0.381,0.281,0.6,0.653,0.411,0.73,0.305,0.199,0.57,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,1.0,0.77,0.013,1.0,0.025,0.045,0.507,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-2.5,1.0,0.0,0.78,0.429,0.888,0.462,0.337,0.658,0.684,0.326,0.797,0.33,0.123,0.561,0.671,0.368,0.767,0.35,0.131,0.568
RBF,5,0.01,-2.2,2.7,0.8,0.799,0.261,0.962,0.361,0.319,0.612,0.747,0.189,0.923,0.254,0.144,0.556,0.759,0.263,0.917,0.345,0.231,0.59
RBF,5,0.001,-2.1,2.8,0.5,0.808,0.288,0.967,0.408,0.376,0.627,0.765,0.179,0.95,0.265,0.199,0.564,0.772,0.211,0.95,0.308,0.241,0.58
RBF,5,0.0001,-1.1,1.1,-0.2,0.799,0.233,0.971,0.353,0.335,0.602,0.78,0.126,0.987,0.206,0.248,0.556,0.785,0.158,0.983,0.261,0.275,0.571
RBF,5,1e-05,-1.0,1.0,-0.9,0.465,0.671,0.396,0.348,0.131,0.534,0.453,0.621,0.4,0.273,0.08,0.511,0.785,0.211,0.967,0.32,0.286,0.589
RBF,10,0.1,-2.6,1.1,-0.1,0.767,0.524,0.842,0.508,0.36,0.683,0.686,0.389,0.78,0.372,0.164,0.585,0.658,0.368,0.75,0.341,0.113,0.559
RBF,10,0.01,-2.3,3.0,1.0,0.799,0.233,0.971,0.341,0.317,0.602,0.737,0.126,0.93,0.178,0.076,0.528,0.734,0.158,0.917,0.222,0.106,0.537
RBF,10,0.001,-2.3,3.7,0.2,0.799,0.41,0.917,0.482,0.376,0.664,0.729,0.316,0.86,0.356,0.194,0.588,0.722,0.316,0.85,0.353,0.181,0.583
RBF,10,0.0001,-1.4,1.4,0.0,0.815,0.26,0.983,0.393,0.4,0.622,0.785,0.137,0.99,0.227,0.27,0.563,0.785,0.105,1.0,0.19,0.286,0.553
RBF,10,1e-05,-1.0,1.0,-0.8,0.465,0.671,0.396,0.348,0.131,0.534,0.453,0.621,0.4,0.273,0.08,0.511,0.785,0.211,0.967,0.32,0.286,0.589
