Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-3.9,3.8,0.0,0.964,0.988,0.94,0.965,0.93,0.964,0.823,0.436,0.924,0.503,0.406,0.68,0.811,0.364,0.929,0.444,0.35,0.646
poly,1,2,0.1,1,-2.6,3.1,0.2,0.952,0.958,0.946,0.952,0.904,0.952,0.842,0.527,0.924,0.58,0.488,0.726,0.83,0.455,0.929,0.526,0.434,0.692
poly,1,2,0.1,2,-2.9,2.8,0.1,0.946,0.97,0.922,0.947,0.893,0.946,0.77,0.491,0.843,0.471,0.326,0.667,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.1,3,-3.2,3.1,0.2,0.943,0.964,0.922,0.944,0.886,0.943,0.762,0.436,0.848,0.43,0.282,0.642,0.774,0.455,0.857,0.455,0.312,0.656
poly,1,2,0.1,4,-3.5,3.5,0.2,0.943,0.964,0.922,0.944,0.886,0.943,0.758,0.436,0.843,0.425,0.275,0.64,0.774,0.455,0.857,0.455,0.312,0.656
poly,1,2,0.01,0,-1.2,2.8,-0.4,0.895,0.88,0.91,0.892,0.796,0.895,0.8,0.545,0.867,0.532,0.407,0.706,0.792,0.545,0.857,0.522,0.39,0.701
poly,1,2,0.01,1,-3.7,4.0,0.1,0.904,0.922,0.886,0.906,0.808,0.904,0.721,0.491,0.781,0.421,0.247,0.636,0.736,0.545,0.786,0.462,0.298,0.666
poly,1,2,0.01,2,-6.3,5.2,0.3,0.907,0.91,0.904,0.907,0.814,0.907,0.721,0.418,0.8,0.383,0.207,0.609,0.717,0.455,0.786,0.4,0.221,0.62
poly,1,2,0.01,3,-8.6,6.2,0.4,0.91,0.91,0.91,0.91,0.82,0.91,0.717,0.327,0.819,0.319,0.142,0.573,0.679,0.273,0.786,0.261,0.057,0.529
poly,1,2,0.01,4,-9.4,7.0,0.2,0.904,0.934,0.874,0.906,0.81,0.904,0.679,0.4,0.752,0.34,0.138,0.576,0.698,0.455,0.762,0.385,0.195,0.608
poly,1,2,0.001,0,-0.7,0.6,-0.0,0.609,0.618,0.594,0.547,0.236,0.606,0.577,0.509,0.595,0.324,0.175,0.552,0.811,0.455,0.905,0.5,0.388,0.68
poly,1,2,0.001,1,-2.2,1.6,0.0,0.822,0.807,0.837,0.818,0.647,0.822,0.826,0.909,0.805,0.686,0.611,0.857,0.811,0.909,0.786,0.667,0.588,0.847
poly,1,2,0.001,2,-2.9,1.9,0.0,0.843,0.861,0.825,0.846,0.688,0.843,0.789,0.909,0.757,0.642,0.557,0.833,0.811,0.909,0.786,0.667,0.588,0.847
poly,1,2,0.001,3,-3.6,2.2,0.1,0.84,0.832,0.85,0.839,0.682,0.841,0.834,0.909,0.814,0.697,0.625,0.862,0.849,0.909,0.833,0.714,0.645,0.871
poly,1,2,0.001,4,-4.2,2.6,0.2,0.846,0.813,0.88,0.841,0.695,0.846,0.842,0.836,0.843,0.688,0.603,0.84,0.811,0.818,0.81,0.643,0.545,0.814
poly,1,3,0.1,0,-6.9,7.3,-0.1,0.943,0.946,0.94,0.943,0.887,0.943,0.762,0.236,0.9,0.289,0.162,0.568,0.755,0.182,0.905,0.235,0.111,0.543
poly,1,3,0.1,1,-2.7,4.7,0.0,0.946,0.958,0.934,0.946,0.892,0.946,0.811,0.491,0.895,0.52,0.405,0.693,0.811,0.455,0.905,0.5,0.388,0.68
