Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-2.0,2.8,0.3,0.961,0.939,0.982,0.959,0.923,0.961,0.834,0.255,0.986,0.385,0.397,0.62,0.849,0.273,1.0,0.429,0.479,0.636
poly,1,2,0.1,1,-2.2,2.0,0.4,0.955,0.939,0.97,0.953,0.911,0.955,0.849,0.273,1.0,0.422,0.474,0.636,0.849,0.273,1.0,0.429,0.479,0.636
poly,1,2,0.1,2,-2.6,2.0,0.4,0.952,0.939,0.964,0.951,0.904,0.952,0.868,0.382,0.995,0.54,0.553,0.689,0.849,0.273,1.0,0.429,0.479,0.636
poly,1,2,0.1,3,-2.8,2.1,0.6,0.952,0.927,0.976,0.95,0.905,0.952,0.864,0.364,0.995,0.51,0.518,0.679,0.868,0.364,1.0,0.533,0.558,0.682
poly,1,2,0.1,4,-3.1,2.2,0.6,0.949,0.934,0.964,0.948,0.898,0.949,0.864,0.364,0.995,0.516,0.529,0.679,0.868,0.364,1.0,0.533,0.558,0.682
poly,1,2,0.01,0,-1.5,3.1,-0.2,0.937,0.946,0.928,0.938,0.875,0.937,0.811,0.455,0.905,0.501,0.389,0.68,0.83,0.455,0.929,0.526,0.434,0.692
poly,1,2,0.01,1,-3.7,2.5,0.6,0.937,0.922,0.952,0.936,0.875,0.937,0.872,0.436,0.986,0.583,0.567,0.711,0.868,0.455,0.976,0.588,0.551,0.715
poly,1,2,0.01,2,-4.6,2.9,0.6,0.931,0.934,0.928,0.931,0.862,0.931,0.842,0.473,0.938,0.547,0.471,0.705,0.849,0.455,0.952,0.556,0.487,0.703
poly,1,2,0.01,3,-5.2,3.3,0.6,0.931,0.945,0.916,0.931,0.863,0.931,0.834,0.491,0.924,0.551,0.458,0.707,0.849,0.455,0.952,0.556,0.487,0.703
poly,1,2,0.01,4,-5.5,3.6,0.8,0.931,0.934,0.928,0.931,0.862,0.931,0.838,0.455,0.938,0.536,0.456,0.696,0.811,0.273,0.952,0.375,0.312,0.613
poly,1,2,0.001,0,-0.6,0.4,-0.1,0.597,0.594,0.594,0.524,0.218,0.594,0.581,0.473,0.61,0.291,0.195,0.541,0.849,0.273,1.0,0.429,0.479,0.636
poly,1,2,0.001,1,-2.2,1.5,0.1,0.864,0.825,0.903,0.857,0.731,0.864,0.898,0.855,0.91,0.779,0.722,0.882,0.887,0.909,0.881,0.769,0.711,0.895
poly,1,2,0.001,2,-2.9,2.3,0.1,0.876,0.867,0.885,0.875,0.753,0.876,0.879,0.855,0.886,0.746,0.679,0.87,0.906,0.818,0.929,0.783,0.724,0.873
poly,1,2,0.001,3,-3.5,2.3,0.1,0.879,0.873,0.885,0.878,0.759,0.879,0.864,0.855,0.867,0.725,0.652,0.861,0.849,0.818,0.857,0.692,0.608,0.838
poly,1,2,0.001,4,-3.9,2.4,0.2,0.885,0.873,0.898,0.883,0.772,0.885,0.875,0.782,0.9,0.724,0.65,0.841,0.906,0.818,0.929,0.783,0.724,0.873
poly,1,3,0.1,0,-2.1,5.3,0.0,0.958,0.927,0.988,0.956,0.919,0.958,0.834,0.218,0.995,0.342,0.399,0.607,0.83,0.182,1.0,0.308,0.387,0.591
poly,1,3,0.1,1,-1.8,3.9,0.2,0.952,0.921,0.982,0.949,0.907,0.952,0.838,0.218,1.0,0.349,0.416,0.609,0.83,0.182,1.0,0.308,0.387,0.591
poly,1,3,0.1,2,-2.0,3.2,0.2,0.949,0.933,0.964,0.947,0.899,0.949,0.853,0.291,1.0,0.446,0.492,0.645,0.83,0.182,1.0,0.308,0.387,0.591
poly,1,3,0.1,3,-2.2,2.7,0.3,0.949,0.933,0.964,0.947,0.899,0.949,0.857,0.309,1.0,0.467,0.508,0.655,0.849,0.273,1.0,0.429,0.479,0.636
poly,1,3,0.1,4,-2.3,2.3,0.3,0.949,0.939,0.958,0.948,0.899,0.949,0.868,0.364,1.0,0.531,0.557,0.682,0.887,0.455,1.0,0.625,0.631,0.727
poly,1,3,0.01,0,-1.5,5.5,-0.3,0.949,0.916,0.982,0.947,0.9,0.949,0.887,0.473,0.995,0.632,0.627,0.734,0.887,0.455,1.0,0.625,0.631,0.727
