Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.4,2.4,-0.8,0.689,0.811,0.657,0.52,0.385,0.734,0.649,0.727,0.629,0.462,0.291,0.678,0.66,0.727,0.643,0.471,0.303,0.685
poly,1,2,0.1,1,-1.4,2.4,-0.4,0.837,0.506,0.922,0.536,0.46,0.714,0.857,0.673,0.905,0.659,0.57,0.789,0.849,0.727,0.881,0.667,0.573,0.804
poly,1,2,0.1,2,-1.6,2.3,0.0,0.851,0.319,0.988,0.457,0.462,0.654,0.875,0.436,0.99,0.589,0.58,0.713,0.887,0.455,1.0,0.625,0.631,0.727
poly,1,2,0.1,3,-1.8,2.3,0.0,0.842,0.297,0.982,0.427,0.423,0.64,0.875,0.491,0.976,0.618,0.58,0.734,0.906,0.545,1.0,0.706,0.698,0.773
poly,1,2,0.1,4,-1.9,2.3,-0.1,0.842,0.389,0.958,0.488,0.432,0.673,0.857,0.527,0.943,0.594,0.524,0.735,0.887,0.636,0.952,0.7,0.636,0.794
poly,1,2,0.01,0,-1.2,2.2,-0.7,0.761,0.672,0.783,0.536,0.399,0.728,0.721,0.727,0.719,0.517,0.374,0.723,0.717,0.727,0.714,0.516,0.369,0.721
poly,1,2,0.01,1,-2.7,2.2,-0.2,0.837,0.433,0.94,0.502,0.428,0.687,0.815,0.6,0.871,0.571,0.455,0.736,0.83,0.636,0.881,0.609,0.501,0.759
poly,1,2,0.01,2,-3.4,2.2,-0.6,0.747,0.65,0.771,0.512,0.369,0.71,0.706,0.709,0.705,0.5,0.347,0.707,0.736,0.727,0.738,0.533,0.394,0.733
poly,1,2,0.01,3,-3.7,2.2,-0.6,0.747,0.603,0.783,0.491,0.343,0.693,0.717,0.691,0.724,0.506,0.353,0.707,0.774,0.818,0.762,0.6,0.491,0.79
poly,1,2,0.01,4,-3.9,2.2,-0.7,0.713,0.628,0.734,0.474,0.314,0.681,0.706,0.727,0.7,0.508,0.358,0.714,0.755,0.818,0.738,0.581,0.465,0.778
poly,1,2,0.001,0,-0.9,-0.2,-0.8,0.701,0.356,0.794,0.303,0.256,0.575,0.728,0.473,0.795,0.451,0.402,0.634,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,2,0.001,1,-1.4,1.4,-0.2,0.78,0.65,0.813,0.553,0.422,0.731,0.785,0.945,0.743,0.647,0.571,0.844,0.811,1.0,0.762,0.688,0.632,0.881
poly,1,2,0.001,2,-1.8,1.6,-0.4,0.732,0.811,0.711,0.557,0.438,0.761,0.668,0.927,0.6,0.539,0.429,0.764,0.604,0.909,0.524,0.488,0.354,0.716
poly,1,2,0.001,3,-2.1,2.0,0.2,0.833,0.392,0.946,0.483,0.414,0.669,0.883,0.764,0.914,0.73,0.657,0.839,0.868,0.727,0.905,0.696,0.612,0.816
poly,1,2,0.001,4,-2.2,2.1,0.3,0.837,0.414,0.946,0.504,0.435,0.68,0.906,0.745,0.948,0.766,0.709,0.847,0.887,0.727,0.929,0.727,0.656,0.828
poly,1,3,0.1,0,-1.7,2.3,-0.5,0.833,0.231,0.988,0.347,0.377,0.609,0.857,0.364,0.986,0.499,0.49,0.675,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,3,0.1,1,-1.2,2.3,-0.4,0.837,0.275,0.982,0.398,0.404,0.628,0.868,0.4,0.99,0.548,0.548,0.695,0.906,0.545,1.0,0.706,0.698,0.773
poly,1,3,0.1,2,-1.3,2.3,-0.4,0.832,0.297,0.97,0.411,0.376,0.634,0.872,0.473,0.976,0.604,0.57,0.724,0.887,0.545,0.976,0.667,0.625,0.761
poly,1,3,0.1,3,-1.4,2.3,-0.2,0.833,0.206,0.994,0.316,0.379,0.6,0.872,0.382,1.0,0.544,0.569,0.691,0.887,0.455,1.0,0.625,0.631,0.727
poly,1,3,0.1,4,-1.4,2.3,-0.5,0.828,0.436,0.928,0.493,0.406,0.682,0.845,0.655,0.895,0.635,0.538,0.775,0.849,0.727,0.881,0.667,0.573,0.804
poly,1,3,0.01,0,-1.3,2.1,-0.9,0.761,0.669,0.783,0.534,0.401,0.726,0.758,0.855,0.733,0.595,0.489,0.794,0.717,0.818,0.69,0.545,0.419,0.754
poly,1,3,0.01,1,-2.0,2.3,-0.4,0.833,0.439,0.934,0.511,0.432,0.686,0.83,0.636,0.881,0.604,0.498,0.759,0.811,0.636,0.857,0.583,0.465,0.747
poly,1,3,0.01,2,-2.6,2.2,-0.2,0.833,0.392,0.946,0.483,0.414,0.669,0.838,0.582,0.905,0.594,0.494,0.743,0.811,0.545,0.881,0.545,0.426,0.713
poly,1,3,0.01,3,-3.0,2.1,-0.3,0.804,0.392,0.91,0.447,0.346,0.651,0.838,0.691,0.876,0.636,0.536,0.784,0.811,0.636,0.857,0.583,0.465,0.747
poly,1,3,0.01,4,-3.3,2.1,0.0,0.823,0.322,0.952,0.42,0.36,0.637,0.845,0.6,0.91,0.614,0.521,0.755,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,3,0.001,0,-0.9,0.2,-0.9,0.691,0.289,0.8,0.218,0.205,0.544,0.713,0.382,0.8,0.359,0.341,0.591,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,3,0.001,1,-1.6,1.6,-0.3,0.771,0.697,0.789,0.563,0.434,0.743,0.725,0.964,0.662,0.593,0.51,0.813,0.755,1.0,0.69,0.629,0.563,0.845
poly,1,3,0.001,2,-2.8,2.1,0.1,0.833,0.436,0.934,0.508,0.427,0.685,0.86,0.709,0.9,0.678,0.591,0.805,0.849,0.727,0.881,0.667,0.573,0.804
poly,1,3,0.001,3,-3.7,2.8,-0.5,0.727,0.678,0.741,0.513,0.365,0.709,0.717,0.782,0.7,0.536,0.4,0.741,0.698,0.727,0.69,0.5,0.346,0.709
poly,1,3,0.001,4,-4.6,3.0,-0.7,0.713,0.653,0.729,0.488,0.33,0.691,0.713,0.836,0.681,0.551,0.426,0.759,0.642,0.727,0.619,0.457,0.282,0.673
poly,5,2,0.1,0,-1.4,2.4,-0.8,0.689,0.811,0.657,0.52,0.385,0.734,0.649,0.727,0.629,0.462,0.291,0.678,0.66,0.727,0.643,0.471,0.303,0.685
poly,5,2,0.1,1,-1.4,2.4,-0.4,0.837,0.506,0.922,0.536,0.46,0.714,0.857,0.673,0.905,0.659,0.57,0.789,0.849,0.727,0.881,0.667,0.573,0.804
poly,5,2,0.1,2,-1.6,2.3,0.0,0.851,0.319,0.988,0.457,0.462,0.654,0.875,0.436,0.99,0.589,0.58,0.713,0.887,0.455,1.0,0.625,0.631,0.727
poly,5,2,0.1,3,-1.8,2.3,0.0,0.842,0.297,0.982,0.427,0.423,0.64,0.875,0.491,0.976,0.618,0.58,0.734,0.906,0.545,1.0,0.706,0.698,0.773
poly,5,2,0.1,4,-1.9,2.3,-0.1,0.842,0.389,0.958,0.488,0.432,0.673,0.857,0.527,0.943,0.594,0.524,0.735,0.887,0.636,0.952,0.7,0.636,0.794
poly,5,2,0.01,0,-1.4,2.4,-0.8,0.689,0.811,0.657,0.52,0.385,0.734,0.649,0.727,0.629,0.462,0.291,0.678,0.66,0.727,0.643,0.471,0.303,0.685
poly,5,2,0.01,1,-2.7,2.2,-0.2,0.833,0.414,0.94,0.497,0.42,0.677,0.838,0.636,0.89,0.615,0.514,0.763,0.811,0.545,0.881,0.545,0.426,0.713
poly,5,2,0.01,2,-3.3,2.2,0.0,0.818,0.297,0.952,0.387,0.328,0.625,0.842,0.582,0.91,0.603,0.509,0.746,0.792,0.455,0.881,0.476,0.348,0.668
poly,5,2,0.01,3,-3.6,2.1,0.0,0.813,0.322,0.94,0.41,0.334,0.631,0.842,0.582,0.91,0.603,0.509,0.746,0.811,0.545,0.881,0.545,0.426,0.713
poly,5,2,0.01,4,-3.9,2.2,0.0,0.804,0.322,0.928,0.398,0.308,0.625,0.838,0.6,0.9,0.603,0.503,0.75,0.811,0.545,0.881,0.545,0.426,0.713
poly,5,2,0.001,0,-0.9,-0.3,-0.8,0.837,0.567,0.903,0.553,0.494,0.735,0.845,0.691,0.886,0.665,0.581,0.788,0.906,0.727,0.952,0.762,0.704,0.84
poly,5,2,0.001,1,-2.6,2.1,0.1,0.828,0.436,0.928,0.502,0.411,0.682,0.868,0.727,0.905,0.695,0.613,0.816,0.849,0.727,0.881,0.667,0.573,0.804
poly,5,2,0.001,2,-3.5,2.7,0.2,0.828,0.389,0.94,0.467,0.392,0.664,0.857,0.673,0.905,0.661,0.57,0.789,0.887,0.727,0.929,0.727,0.656,0.828
poly,5,2,0.001,3,-3.9,3.0,-0.5,0.737,0.678,0.753,0.52,0.376,0.715,0.725,0.782,0.71,0.543,0.41,0.746,0.698,0.727,0.69,0.5,0.346,0.709
poly,5,2,0.001,4,-4.4,3.1,-0.8,0.693,0.722,0.686,0.497,0.344,0.704,0.664,0.855,0.614,0.517,0.382,0.734,0.66,0.818,0.619,0.5,0.355,0.719
poly,5,3,0.1,0,-1.7,2.3,-0.5,0.833,0.231,0.988,0.347,0.377,0.609,0.857,0.364,0.986,0.499,0.49,0.675,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,3,0.1,1,-1.2,2.3,-0.4,0.837,0.275,0.982,0.398,0.404,0.628,0.868,0.4,0.99,0.548,0.548,0.695,0.906,0.545,1.0,0.706,0.698,0.773
poly,5,3,0.1,2,-1.3,2.3,-0.4,0.832,0.297,0.97,0.411,0.376,0.634,0.872,0.473,0.976,0.604,0.57,0.724,0.887,0.545,0.976,0.667,0.625,0.761
poly,5,3,0.1,3,-1.4,2.3,-0.2,0.833,0.206,0.994,0.316,0.379,0.6,0.872,0.382,1.0,0.544,0.569,0.691,0.887,0.455,1.0,0.625,0.631,0.727
poly,5,3,0.1,4,-1.4,2.3,-0.5,0.828,0.436,0.928,0.493,0.406,0.682,0.845,0.655,0.895,0.635,0.538,0.775,0.849,0.727,0.881,0.667,0.573,0.804
poly,5,3,0.01,0,-1.6,2.3,-0.5,0.833,0.231,0.988,0.347,0.377,0.609,0.86,0.382,0.986,0.519,0.508,0.684,0.849,0.364,0.976,0.5,0.471,0.67
