Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-2.0,5.2,0.3,0.837,0.233,0.994,0.357,0.408,0.614,0.823,0.273,0.967,0.39,0.364,0.62,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,2,0.1,1,-1.8,4.9,-0.8,0.708,0.789,0.686,0.527,0.396,0.737,0.555,0.782,0.495,0.42,0.23,0.639,0.585,0.909,0.5,0.476,0.337,0.705
poly,1,2,0.1,2,-2.2,4.6,-0.2,0.818,0.369,0.934,0.453,0.373,0.652,0.796,0.491,0.876,0.494,0.37,0.684,0.792,0.545,0.857,0.522,0.39,0.701
poly,1,2,0.1,3,-2.5,4.4,-0.2,0.823,0.392,0.934,0.474,0.394,0.663,0.785,0.509,0.857,0.491,0.36,0.683,0.774,0.545,0.833,0.5,0.357,0.689
poly,1,2,0.1,4,-2.8,4.1,-0.2,0.818,0.392,0.928,0.467,0.383,0.66,0.77,0.509,0.838,0.475,0.334,0.674,0.774,0.545,0.833,0.5,0.357,0.689
poly,1,2,0.01,0,-1.2,2.7,-0.8,0.723,0.744,0.717,0.52,0.384,0.731,0.638,0.8,0.595,0.479,0.321,0.698,0.604,0.818,0.548,0.462,0.297,0.683
poly,1,2,0.01,1,-3.0,3.0,0.2,0.823,0.344,0.946,0.441,0.37,0.645,0.826,0.455,0.924,0.522,0.43,0.689,0.83,0.545,0.905,0.571,0.467,0.725
poly,1,2,0.01,2,-4.1,3.2,0.4,0.823,0.344,0.946,0.437,0.369,0.645,0.796,0.4,0.9,0.453,0.337,0.65,0.774,0.364,0.881,0.4,0.264,0.622
poly,1,2,0.01,3,-5.2,2.9,0.7,0.828,0.344,0.952,0.444,0.385,0.648,0.8,0.309,0.929,0.391,0.3,0.619,0.755,0.273,0.881,0.316,0.174,0.577
poly,1,2,0.01,4,-6.2,2.6,0.9,0.833,0.344,0.958,0.449,0.396,0.651,0.8,0.236,0.948,0.331,0.273,0.592,0.774,0.182,0.929,0.25,0.153,0.555
poly,1,2,0.001,0,-0.9,-0.5,-0.5,0.799,0.025,1.0,0.044,0.064,0.512,0.815,0.127,0.995,0.213,0.293,0.561,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,2,0.001,1,-1.4,1.5,-0.1,0.794,0.417,0.891,0.452,0.34,0.654,0.83,0.855,0.824,0.675,0.594,0.839,0.811,0.909,0.786,0.667,0.588,0.847
poly,1,2,0.001,2,-1.9,1.9,0.3,0.833,0.3,0.97,0.408,0.389,0.635,0.868,0.636,0.929,0.667,0.59,0.782,0.906,0.818,0.929,0.783,0.724,0.873
poly,1,2,0.001,3,-2.3,2.0,0.2,0.814,0.344,0.934,0.421,0.353,0.639,0.838,0.655,0.886,0.624,0.525,0.77,0.868,0.727,0.905,0.696,0.612,0.816
poly,1,2,0.001,4,-2.7,2.1,0.6,0.828,0.253,0.976,0.342,0.33,0.614,0.857,0.436,0.967,0.546,0.515,0.702,0.887,0.545,0.976,0.667,0.625,0.761
poly,1,3,0.1,0,-1.7,5.5,-0.7,0.809,0.392,0.916,0.44,0.361,0.654,0.808,0.545,0.876,0.539,0.418,0.711,0.811,0.636,0.857,0.583,0.465,0.747
poly,1,3,0.1,1,-1.3,5.2,-0.8,0.732,0.622,0.758,0.484,0.335,0.69,0.653,0.727,0.633,0.464,0.296,0.68,0.604,0.727,0.571,0.432,0.242,0.649
poly,1,3,0.1,2,-1.4,5.0,-0.6,0.785,0.481,0.861,0.466,0.336,0.671,0.728,0.673,0.743,0.507,0.356,0.708,0.717,0.636,0.738,0.483,0.321,0.687
poly,1,3,0.1,3,-1.7,4.9,-0.6,0.775,0.503,0.843,0.465,0.331,0.673,0.706,0.655,0.719,0.482,0.318,0.687,0.679,0.636,0.69,0.452,0.273,0.663
poly,1,3,0.1,4,-1.9,4.8,-0.7,0.742,0.594,0.777,0.474,0.334,0.686,0.626,0.655,0.619,0.422,0.225,0.637,0.642,0.636,0.643,0.424,0.23,0.64
poly,1,3,0.01,0,-1.3,2.8,-0.9,0.78,0.508,0.849,0.49,0.358,0.679,0.743,0.655,0.767,0.515,0.369,0.711,0.736,0.727,0.738,0.533,0.394,0.733
poly,1,3,0.01,1,-2.7,4.1,-0.2,0.818,0.392,0.928,0.466,0.374,0.66,0.758,0.545,0.814,0.484,0.337,0.68,0.717,0.545,0.762,0.444,0.272,0.654
poly,1,3,0.01,2,-3.8,3.3,0.2,0.823,0.322,0.952,0.416,0.361,0.637,0.781,0.364,0.89,0.404,0.281,0.627,0.736,0.273,0.857,0.3,0.14,0.565
poly,1,3,0.01,3,-4.6,2.9,0.3,0.833,0.344,0.958,0.448,0.401,0.651,0.781,0.382,0.886,0.413,0.285,0.634,0.717,0.273,0.833,0.286,0.11,0.553
poly,1,3,0.01,4,-5.3,2.7,0.4,0.828,0.319,0.958,0.415,0.369,0.639,0.777,0.345,0.89,0.385,0.259,0.618,0.717,0.273,0.833,0.286,0.11,0.553
poly,1,3,0.001,0,-1.0,0.3,-1.0,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,3,0.001,1,-1.7,1.9,0.2,0.828,0.297,0.964,0.4,0.367,0.631,0.86,0.691,0.905,0.673,0.586,0.798,0.849,0.727,0.881,0.667,0.573,0.804
poly,1,3,0.001,2,-3.2,2.6,0.0,0.799,0.461,0.886,0.487,0.369,0.673,0.792,0.745,0.805,0.598,0.484,0.775,0.83,0.727,0.857,0.64,0.538,0.792
