Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-22.2,19.7,0.3,0.746,0.638,0.854,0.715,0.505,0.746,0.694,0.253,0.833,0.285,0.096,0.543,0.696,0.211,0.85,0.25,0.07,0.53
poly,1,2,0.1,1,-18.8,6.9,-0.3,0.752,0.879,0.625,0.78,0.523,0.752,0.577,0.4,0.633,0.314,0.03,0.517,0.557,0.316,0.633,0.255,-0.045,0.475
poly,1,2,0.1,2,-16.8,6.7,0.5,0.752,0.65,0.854,0.724,0.517,0.752,0.696,0.242,0.84,0.275,0.091,0.541,0.671,0.158,0.833,0.187,-0.01,0.496
poly,1,2,0.1,3,-15.1,6.9,-0.3,0.754,0.904,0.604,0.786,0.533,0.754,0.577,0.442,0.62,0.334,0.055,0.531,0.595,0.316,0.683,0.273,-0.001,0.5
poly,1,2,0.1,4,-14.4,6.9,-0.4,0.752,0.917,0.588,0.787,0.534,0.752,0.562,0.453,0.597,0.332,0.043,0.525,0.582,0.421,0.633,0.327,0.048,0.527
poly,1,2,0.01,0,-1.3,4.7,-0.3,0.652,0.325,0.979,0.482,0.404,0.652,0.805,0.242,0.983,0.373,0.381,0.613,0.81,0.211,1.0,0.348,0.41,0.605
poly,1,2,0.01,1,-2.1,5.4,-0.2,0.712,0.567,0.858,0.659,0.451,0.712,0.641,0.284,0.753,0.277,0.042,0.519,0.608,0.316,0.7,0.279,0.015,0.508
poly,1,2,0.01,2,-2.6,6.0,0.1,0.717,0.558,0.875,0.659,0.461,0.717,0.643,0.305,0.75,0.291,0.057,0.528,0.595,0.263,0.7,0.238,-0.035,0.482
poly,1,2,0.01,3,-2.9,6.7,0.2,0.721,0.583,0.858,0.674,0.462,0.721,0.641,0.326,0.74,0.304,0.065,0.533,0.608,0.263,0.717,0.244,-0.019,0.49
poly,1,2,0.01,4,-3.1,7.2,0.1,0.723,0.617,0.829,0.689,0.458,0.723,0.575,0.326,0.653,0.269,-0.018,0.49,0.57,0.263,0.667,0.227,-0.064,0.465
poly,1,2,0.001,0,-0.7,0.5,-0.5,0.579,0.167,0.992,0.282,0.28,0.579,0.803,0.284,0.967,0.409,0.377,0.625,0.797,0.158,1.0,0.273,0.353,0.579
poly,1,2,0.001,1,-1.3,2.5,0.4,0.615,0.246,0.983,0.388,0.341,0.615,0.79,0.305,0.943,0.411,0.332,0.624,0.785,0.316,0.933,0.414,0.32,0.625
poly,1,2,0.001,2,-1.3,2.8,0.4,0.615,0.262,0.967,0.403,0.326,0.615,0.79,0.305,0.943,0.412,0.333,0.624,0.785,0.316,0.933,0.414,0.32,0.625
poly,1,2,0.001,3,-1.4,3.1,0.4,0.621,0.283,0.958,0.427,0.329,0.621,0.78,0.284,0.937,0.383,0.298,0.61,0.785,0.316,0.933,0.414,0.32,0.625
poly,1,2,0.001,4,-1.5,3.5,0.4,0.619,0.283,0.954,0.425,0.321,0.619,0.782,0.284,0.94,0.386,0.304,0.612,0.772,0.263,0.933,0.357,0.264,0.598
poly,1,3,0.1,0,-17.7,129.2,-0.0,0.756,0.842,0.671,0.776,0.523,0.756,0.559,0.379,0.617,0.291,-0.004,0.498,0.595,0.421,0.65,0.333,0.063,0.536
poly,1,3,0.1,1,-11.9,73.7,0.2,0.831,0.892,0.771,0.841,0.668,0.831,0.676,0.316,0.79,0.319,0.107,0.553,0.658,0.263,0.783,0.27,0.047,0.523
poly,1,3,0.1,2,-12.2,32.9,0.5,0.856,0.858,0.854,0.856,0.713,0.856,0.716,0.284,0.853,0.324,0.154,0.569,0.696,0.158,0.867,0.2,0.03,0.512
poly,1,3,0.1,3,-21.7,27.0,0.3,0.85,0.883,0.817,0.856,0.702,0.85,0.694,0.358,0.8,0.357,0.156,0.579,0.709,0.316,0.833,0.343,0.159,0.575
poly,1,3,0.1,4,-26.9,22.9,0.4,0.848,0.862,0.833,0.851,0.696,0.848,0.711,0.379,0.817,0.383,0.196,0.598,0.734,0.368,0.85,0.4,0.232,0.609
poly,1,3,0.01,0,-1.1,11.4,-0.5,0.65,0.321,0.979,0.477,0.398,0.65,0.81,0.326,0.963,0.452,0.402,0.645,0.81,0.316,0.967,0.444,0.4,0.641
poly,1,3,0.01,1,-2.2,5.6,0.2,0.733,0.567,0.9,0.676,0.501,0.733,0.676,0.242,0.813,0.267,0.067,0.528,0.633,0.211,0.767,0.216,-0.023,0.489
poly,1,3,0.01,2,-3.5,7.4,0.3,0.75,0.629,0.871,0.716,0.516,0.75,0.628,0.2,0.763,0.206,-0.037,0.482,0.608,0.158,0.75,0.162,-0.094,0.454
poly,1,3,0.01,3,-3.7,7.6,0.3,0.748,0.642,0.854,0.718,0.507,0.748,0.615,0.242,0.733,0.232,-0.024,0.488,0.608,0.263,0.717,0.244,-0.019,0.49
poly,1,3,0.01,4,-4.0,8.2,0.5,0.742,0.596,0.888,0.697,0.506,0.742,0.663,0.232,0.8,0.248,0.033,0.516,0.646,0.211,0.783,0.222,-0.006,0.497
poly,1,3,0.001,0,-0.3,0.2,-0.2,0.565,0.137,0.992,0.229,0.24,0.565,0.795,0.221,0.977,0.333,0.344,0.599,0.785,0.105,1.0,0.19,0.286,0.553
poly,1,3,0.001,1,-1.3,2.7,0.4,0.617,0.258,0.975,0.401,0.337,0.617,0.792,0.305,0.947,0.414,0.341,0.626,0.785,0.316,0.933,0.414,0.32,0.625
poly,1,3,0.001,2,-1.7,4.2,0.2,0.635,0.329,0.942,0.474,0.346,0.635,0.737,0.284,0.88,0.341,0.194,0.582,0.722,0.316,0.85,0.353,0.181,0.583
poly,1,3,0.001,3,-2.6,5.5,-0.1,0.683,0.533,0.833,0.624,0.387,0.683,0.638,0.347,0.73,0.317,0.075,0.539,0.595,0.368,0.667,0.304,0.032,0.518
poly,1,3,0.001,4,-3.0,6.1,0.0,0.702,0.575,0.829,0.657,0.421,0.702,0.6,0.358,0.677,0.301,0.032,0.517,0.595,0.368,0.667,0.304,0.032,0.518
poly,5,2,0.1,0,-50.9,18.7,0.3,0.796,0.783,0.808,0.792,0.594,0.796,0.706,0.326,0.827,0.345,0.159,0.576,0.747,0.368,0.867,0.412,0.256,0.618
poly,5,2,0.1,1,-24.7,13.9,0.1,0.817,0.896,0.738,0.83,0.642,0.817,0.671,0.442,0.743,0.39,0.172,0.593,0.658,0.368,0.75,0.341,0.113,0.559
poly,5,2,0.1,2,-28.9,15.5,0.5,0.815,0.8,0.829,0.811,0.631,0.815,0.666,0.295,0.783,0.297,0.078,0.539,0.646,0.211,0.783,0.222,-0.006,0.497
poly,5,2,0.1,3,-30.3,16.9,0.0,0.815,0.9,0.729,0.829,0.639,0.815,0.651,0.421,0.723,0.365,0.132,0.572,0.608,0.316,0.7,0.279,0.015,0.508
poly,5,2,0.1,4,-31.0,18.0,-0.1,0.815,0.908,0.721,0.831,0.641,0.815,0.641,0.432,0.707,0.365,0.126,0.569,0.608,0.316,0.7,0.279,0.015,0.508
poly,5,2,0.01,0,-1.7,5.0,0.5,0.656,0.317,0.996,0.478,0.426,0.656,0.79,0.126,1.0,0.223,0.313,0.563,0.785,0.105,1.0,0.19,0.286,0.553
poly,5,2,0.01,1,-3.4,6.6,0.4,0.748,0.596,0.9,0.703,0.521,0.748,0.676,0.2,0.827,0.229,0.03,0.513,0.633,0.158,0.783,0.171,-0.063,0.471
poly,5,2,0.01,2,-3.4,7.7,0.5,0.735,0.579,0.892,0.687,0.496,0.735,0.696,0.211,0.85,0.249,0.07,0.53,0.684,0.158,0.85,0.194,0.009,0.504
poly,5,2,0.01,3,-3.4,8.0,0.2,0.746,0.654,0.838,0.72,0.5,0.746,0.58,0.284,0.673,0.244,-0.039,0.479,0.582,0.263,0.683,0.233,-0.05,0.473
poly,5,2,0.01,4,-3.6,8.4,0.2,0.744,0.658,0.829,0.72,0.495,0.744,0.585,0.305,0.673,0.261,-0.02,0.489,0.582,0.263,0.683,0.233,-0.05,0.473
poly,5,2,0.001,0,-1.0,2.1,-0.8,0.621,0.267,0.975,0.413,0.344,0.621,0.808,0.368,0.947,0.48,0.405,0.658,0.785,0.368,0.917,0.452,0.339,0.643
poly,5,2,0.001,1,-1.6,3.9,0.3,0.627,0.308,0.946,0.452,0.333,0.627,0.77,0.284,0.923,0.372,0.269,0.604,0.734,0.263,0.883,0.323,0.174,0.573
poly,5,2,0.001,2,-2.1,5.0,-0.2,0.671,0.525,0.817,0.612,0.358,0.671,0.648,0.347,0.743,0.323,0.089,0.545,0.62,0.368,0.7,0.318,0.063,0.534
poly,5,2,0.001,3,-2.7,5.5,0.0,0.683,0.512,0.854,0.616,0.396,0.683,0.656,0.347,0.753,0.326,0.097,0.55,0.633,0.368,0.717,0.326,0.079,0.543
poly,5,2,0.001,4,-2.9,5.9,-0.1,0.696,0.579,0.812,0.654,0.404,0.696,0.595,0.368,0.667,0.306,0.033,0.518,0.57,0.368,0.633,0.292,0.002,0.501
poly,5,3,0.1,0,-17.1,297.1,0.4,0.823,0.875,0.771,0.832,0.651,0.823,0.681,0.379,0.777,0.364,0.152,0.578,0.696,0.368,0.8,0.368,0.168,0.584
poly,5,3,0.1,1,-11.6,126.5,0.4,0.835,0.854,0.817,0.84,0.674,0.835,0.701,0.326,0.82,0.344,0.154,0.573,0.734,0.316,0.867,0.364,0.204,0.591
poly,5,3,0.1,2,-14.4,40.5,0.7,0.85,0.846,0.854,0.85,0.701,0.85,0.719,0.274,0.86,0.318,0.151,0.567,0.709,0.158,0.883,0.207,0.053,0.521
poly,5,3,0.1,3,-17.3,43.1,0.4,0.84,0.879,0.8,0.846,0.682,0.84,0.722,0.379,0.83,0.395,0.216,0.604,0.709,0.316,0.833,0.343,0.159,0.575
poly,5,3,0.1,4,-29.9,43.6,0.2,0.842,0.896,0.788,0.851,0.688,0.842,0.711,0.411,0.807,0.406,0.216,0.609,0.722,0.368,0.833,0.389,0.21,0.601
poly,5,3,0.01,0,-1.1,10.8,0.1,0.66,0.325,0.996,0.487,0.432,0.66,0.803,0.232,0.983,0.358,0.361,0.607,0.81,0.263,0.983,0.4,0.398,0.623
poly,5,3,0.01,1,-4.1,10.6,-0.5,0.735,0.908,0.562,0.776,0.503,0.735,0.471,0.474,0.47,0.301,-0.048,0.472,0.468,0.421,0.483,0.276,-0.082,0.452
poly,5,3,0.01,2,-4.4,11.2,-0.5,0.721,0.925,0.517,0.768,0.488,0.721,0.478,0.484,0.477,0.309,-0.034,0.48,0.481,0.368,0.517,0.255,-0.099,0.443
poly,5,3,0.01,3,-6.0,11.8,-0.5,0.733,0.938,0.529,0.779,0.511,0.733,0.504,0.495,0.507,0.324,0.001,0.501,0.506,0.474,0.517,0.316,-0.008,0.495
poly,5,3,0.01,4,-8.6,11.7,-0.5,0.733,0.929,0.538,0.777,0.507,0.733,0.516,0.463,0.533,0.313,-0.003,0.498,0.519,0.421,0.55,0.296,-0.025,0.486
poly,5,3,0.001,0,-1.0,1.0,-0.9,0.562,0.129,0.996,0.228,0.251,0.562,0.818,0.263,0.993,0.41,0.436,0.628,0.81,0.263,0.983,0.4,0.398,0.623
poly,5,3,0.001,1,-1.8,4.5,-0.4,0.677,0.588,0.767,0.643,0.362,0.677,0.62,0.368,0.7,0.32,0.066,0.534,0.595,0.368,0.667,0.304,0.032,0.518
poly,5,3,0.001,2,-3.2,6.6,0.1,0.702,0.558,0.846,0.651,0.424,0.702,0.615,0.347,0.7,0.302,0.044,0.524,0.608,0.368,0.683,0.311,0.047,0.526
poly,5,3,0.001,3,-3.7,7.4,0.3,0.704,0.55,0.858,0.65,0.431,0.704,0.658,0.347,0.757,0.328,0.1,0.552,0.62,0.316,0.717,0.286,0.031,0.516
poly,5,3,0.001,4,-4.0,6.5,-0.6,0.715,0.867,0.562,0.752,0.452,0.715,0.4,0.474,0.377,0.275,-0.13,0.425,0.405,0.474,0.383,0.277,-0.124,0.429
poly,10,2,0.1,0,-71.2,25.0,0.3,0.825,0.858,0.792,0.83,0.654,0.825,0.711,0.347,0.827,0.366,0.181,0.587,0.734,0.368,0.85,0.4,0.232,0.609
