n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.79,0.022,0.988,0.036,0.015,0.505,0.819,0.127,1.0,0.218,0.286,0.564,0.811,0.091,1.0,0.167,0.271,0.545
200,None,0.5,0.794,0.044,0.988,0.076,0.075,0.516,0.819,0.127,1.0,0.214,0.282,0.564,0.792,0.0,1.0,0.0,0.0,0.5
200,None,0.75,0.794,0.044,0.988,0.073,0.062,0.516,0.815,0.109,1.0,0.181,0.227,0.555,0.792,0.0,1.0,0.0,0.0,0.5
200,None,None,0.79,0.044,0.982,0.07,0.047,0.513,0.823,0.145,1.0,0.242,0.305,0.573,0.811,0.091,1.0,0.167,0.271,0.545
400,None,0.25,0.789,0.022,0.988,0.04,0.028,0.505,0.815,0.109,1.0,0.19,0.263,0.555,0.811,0.091,1.0,0.167,0.271,0.545
400,None,0.5,0.789,0.022,0.988,0.04,0.028,0.505,0.815,0.109,1.0,0.181,0.227,0.555,0.792,0.0,1.0,0.0,0.0,0.5
400,None,0.75,0.794,0.044,0.988,0.073,0.062,0.516,0.819,0.127,1.0,0.214,0.282,0.564,0.792,0.0,1.0,0.0,0.0,0.5
400,None,None,0.789,0.044,0.982,0.073,0.047,0.513,0.823,0.145,1.0,0.242,0.305,0.573,0.811,0.091,1.0,0.167,0.271,0.545
600,None,0.25,0.789,0.022,0.988,0.04,0.028,0.505,0.815,0.109,1.0,0.19,0.263,0.555,0.811,0.091,1.0,0.167,0.271,0.545
600,None,0.5,0.785,0.022,0.982,0.036,-0.001,0.502,0.815,0.109,1.0,0.181,0.227,0.555,0.792,0.0,1.0,0.0,0.0,0.5
600,None,0.75,0.79,0.044,0.982,0.07,0.047,0.513,0.819,0.127,1.0,0.214,0.282,0.564,0.792,0.0,1.0,0.0,0.0,0.5
600,None,None,0.794,0.044,0.988,0.073,0.062,0.516,0.819,0.127,1.0,0.214,0.282,0.564,0.811,0.091,1.0,0.167,0.271,0.545
800,None,0.25,0.789,0.022,0.988,0.04,0.028,0.505,0.815,0.109,1.0,0.19,0.263,0.555,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.5,0.785,0.022,0.982,0.036,-0.001,0.502,0.819,0.127,1.0,0.214,0.282,0.564,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.75,0.794,0.044,0.988,0.073,0.062,0.516,0.815,0.109,1.0,0.19,0.263,0.555,0.811,0.091,1.0,0.167,0.271,0.545
800,None,None,0.79,0.044,0.982,0.07,0.047,0.513,0.819,0.127,1.0,0.214,0.282,0.564,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.25,0.794,0.022,0.994,0.04,0.043,0.508,0.815,0.109,1.0,0.19,0.263,0.555,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.5,0.785,0.022,0.982,0.036,-0.001,0.502,0.819,0.127,1.0,0.214,0.282,0.564,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.75,0.794,0.044,0.988,0.073,0.062,0.516,0.815,0.109,1.0,0.19,0.263,0.555,0.811,0.091,1.0,0.167,0.271,0.545
1000,None,None,0.785,0.044,0.976,0.07,0.032,0.51,0.815,0.109,1.0,0.19,0.263,0.555,0.792,0.0,1.0,0.0,0.0,0.5
