n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.789,0.0,0.994,0.0,-0.016,0.497,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
200,None,0.5,0.78,0.0,0.982,0.0,-0.039,0.491,0.826,0.164,1.0,0.266,0.323,0.582,0.811,0.091,1.0,0.167,0.271,0.545
200,None,0.75,0.77,0.0,0.97,0.0,-0.062,0.485,0.83,0.182,1.0,0.304,0.382,0.591,0.811,0.091,1.0,0.167,0.271,0.545
200,None,None,0.766,0.0,0.964,0.0,-0.068,0.482,0.823,0.164,0.995,0.259,0.299,0.579,0.849,0.273,1.0,0.429,0.479,0.636
400,None,0.25,0.785,0.0,0.988,0.0,-0.032,0.494,0.815,0.109,1.0,0.195,0.294,0.555,0.792,0.0,1.0,0.0,0.0,0.5
400,None,0.5,0.775,0.0,0.976,0.0,-0.055,0.488,0.819,0.145,0.995,0.247,0.319,0.57,0.811,0.091,1.0,0.167,0.271,0.545
400,None,0.75,0.77,0.0,0.97,0.0,-0.062,0.485,0.815,0.127,0.995,0.221,0.292,0.561,0.811,0.091,1.0,0.167,0.271,0.545
400,None,None,0.77,0.0,0.97,0.0,-0.062,0.485,0.823,0.164,0.995,0.259,0.299,0.579,0.811,0.091,1.0,0.167,0.271,0.545
600,None,0.25,0.785,0.0,0.988,0.0,-0.032,0.494,0.811,0.091,1.0,0.167,0.271,0.545,0.792,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.775,0.0,0.976,0.0,-0.055,0.488,0.811,0.109,0.995,0.185,0.241,0.552,0.811,0.091,1.0,0.167,0.271,0.545
600,None,0.75,0.77,0.0,0.97,0.0,-0.062,0.485,0.819,0.145,0.995,0.238,0.283,0.57,0.811,0.091,1.0,0.167,0.271,0.545
600,None,None,0.77,0.0,0.97,0.0,-0.062,0.485,0.819,0.145,0.995,0.238,0.283,0.57,0.811,0.091,1.0,0.167,0.271,0.545
800,None,0.25,0.785,0.0,0.988,0.0,-0.032,0.494,0.811,0.091,1.0,0.162,0.24,0.545,0.811,0.091,1.0,0.167,0.271,0.545
800,None,0.5,0.775,0.0,0.976,0.0,-0.055,0.488,0.808,0.091,0.995,0.159,0.214,0.543,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.75,0.775,0.0,0.976,0.0,-0.055,0.488,0.815,0.127,0.995,0.214,0.264,0.561,0.811,0.091,1.0,0.167,0.271,0.545
800,None,None,0.77,0.0,0.97,0.0,-0.062,0.485,0.823,0.164,0.995,0.259,0.299,0.579,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.25,0.78,0.0,0.982,0.0,-0.039,0.491,0.811,0.091,1.0,0.162,0.24,0.545,0.811,0.091,1.0,0.167,0.271,0.545
1000,None,0.5,0.775,0.0,0.976,0.0,-0.055,0.488,0.811,0.109,0.995,0.185,0.241,0.552,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.75,0.775,0.0,0.976,0.0,-0.055,0.488,0.815,0.127,0.995,0.214,0.264,0.561,0.811,0.091,1.0,0.167,0.271,0.545
1000,None,None,0.77,0.0,0.97,0.0,-0.062,0.485,0.823,0.164,0.995,0.259,0.299,0.579,0.811,0.091,1.0,0.167,0.271,0.545
