n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.794,0.047,0.988,0.084,0.092,0.518,0.823,0.145,1.0,0.242,0.305,0.573,0.83,0.182,1.0,0.308,0.387,0.591
200,None,0.5,0.799,0.094,0.982,0.153,0.153,0.538,0.815,0.145,0.99,0.235,0.257,0.568,0.83,0.182,1.0,0.308,0.387,0.591
200,None,0.75,0.789,0.069,0.976,0.117,0.104,0.523,0.808,0.164,0.976,0.255,0.256,0.57,0.83,0.182,1.0,0.308,0.387,0.591
200,None,None,0.78,0.072,0.964,0.116,0.061,0.518,0.804,0.182,0.967,0.265,0.247,0.574,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.25,0.794,0.047,0.988,0.081,0.08,0.518,0.815,0.127,0.995,0.219,0.295,0.561,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.5,0.799,0.094,0.982,0.153,0.153,0.538,0.815,0.182,0.981,0.287,0.302,0.581,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.75,0.789,0.094,0.97,0.153,0.116,0.532,0.808,0.182,0.971,0.276,0.285,0.577,0.83,0.182,1.0,0.308,0.387,0.591
400,None,None,0.785,0.094,0.964,0.15,0.101,0.529,0.808,0.2,0.967,0.3,0.296,0.583,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.25,0.789,0.025,0.988,0.044,0.033,0.506,0.826,0.164,1.0,0.275,0.359,0.582,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.5,0.794,0.094,0.976,0.153,0.146,0.535,0.819,0.182,0.986,0.29,0.316,0.584,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.75,0.789,0.094,0.97,0.15,0.117,0.532,0.808,0.164,0.976,0.256,0.276,0.57,0.83,0.182,1.0,0.308,0.387,0.591
600,None,None,0.785,0.094,0.964,0.15,0.101,0.529,0.804,0.182,0.967,0.276,0.278,0.574,0.811,0.182,0.976,0.286,0.277,0.579
800,None,0.25,0.789,0.025,0.988,0.044,0.033,0.506,0.819,0.145,0.995,0.247,0.319,0.57,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.5,0.794,0.094,0.976,0.153,0.146,0.535,0.815,0.164,0.986,0.266,0.298,0.575,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.75,0.794,0.094,0.976,0.153,0.132,0.535,0.808,0.145,0.981,0.238,0.265,0.563,0.849,0.273,1.0,0.429,0.479,0.636
800,None,None,0.785,0.094,0.964,0.15,0.101,0.529,0.804,0.164,0.971,0.259,0.267,0.568,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.25,0.785,0.025,0.982,0.044,0.026,0.503,0.823,0.164,0.995,0.271,0.337,0.579,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.5,0.794,0.094,0.976,0.153,0.146,0.535,0.819,0.182,0.986,0.29,0.316,0.584,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.75,0.794,0.069,0.982,0.121,0.133,0.526,0.804,0.145,0.976,0.236,0.256,0.561,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,None,0.78,0.072,0.964,0.113,0.053,0.518,0.808,0.164,0.976,0.261,0.275,0.57,0.83,0.182,1.0,0.308,0.387,0.591
