Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.6,6.5,0.0,0.926,0.891,0.96,0.924,0.858,0.926,0.808,0.425,0.978,0.569,0.531,0.701,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.1,1,-2.3,3.5,-0.1,0.906,0.932,0.879,0.912,0.824,0.906,0.862,0.775,0.9,0.775,0.676,0.838,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,2,0.1,2,-3.3,4.4,0.3,0.912,0.891,0.933,0.912,0.832,0.912,0.862,0.75,0.911,0.771,0.675,0.831,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,2,0.1,3,-4.1,5.0,0.5,0.912,0.878,0.947,0.91,0.83,0.912,0.854,0.7,0.922,0.748,0.652,0.811,0.808,0.625,0.889,0.667,0.535,0.757
poly,1,2,0.1,4,-4.8,5.6,0.6,0.912,0.865,0.96,0.908,0.831,0.912,0.838,0.675,0.911,0.721,0.613,0.793,0.808,0.625,0.889,0.667,0.535,0.757
poly,1,2,0.01,0,-1.0,1.8,-0.8,0.846,0.811,0.88,0.841,0.695,0.846,0.854,0.625,0.956,0.723,0.645,0.79,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,2,0.01,1,-2.0,3.6,0.0,0.879,0.771,0.987,0.863,0.778,0.879,0.838,0.75,0.878,0.741,0.624,0.814,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,2,0.01,2,-2.3,3.8,0.0,0.886,0.811,0.959,0.874,0.784,0.885,0.808,0.75,0.833,0.706,0.566,0.792,0.808,0.75,0.833,0.706,0.566,0.792
poly,1,2,0.01,3,-2.5,5.1,0.3,0.879,0.798,0.959,0.867,0.77,0.879,0.808,0.725,0.844,0.701,0.562,0.785,0.808,0.75,0.833,0.706,0.566,0.792
poly,1,2,0.01,4,-2.8,6.1,0.2,0.886,0.825,0.946,0.877,0.779,0.885,0.815,0.8,0.822,0.728,0.599,0.811,0.769,0.875,0.722,0.7,0.553,0.799
poly,1,2,0.001,0,-1.0,1.0,-0.0,0.54,0.293,0.8,0.258,0.11,0.547,0.638,0.275,0.8,0.227,0.18,0.538,0.731,0.125,1.0,0.222,0.3,0.562
poly,1,2,0.001,1,-1.4,1.7,-0.2,0.878,0.77,0.987,0.863,0.776,0.879,0.846,0.75,0.889,0.75,0.639,0.819,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,2,0.001,2,-1.8,2.3,-0.1,0.865,0.73,1.0,0.842,0.759,0.865,0.846,0.75,0.889,0.75,0.639,0.819,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,2,0.001,3,-1.9,2.4,-0.2,0.871,0.784,0.959,0.859,0.756,0.871,0.846,0.8,0.867,0.761,0.651,0.833,0.808,0.75,0.833,0.706,0.566,0.792
poly,1,2,0.001,4,-2.0,2.4,0.0,0.865,0.73,1.0,0.844,0.759,0.865,0.854,0.725,0.911,0.753,0.653,0.818,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,3,0.1,0,-1.6,13.2,-0.3,0.919,0.891,0.946,0.917,0.846,0.919,0.862,0.55,1.0,0.701,0.675,0.775,0.885,0.625,1.0,0.769,0.732,0.812
poly,1,3,0.1,1,-1.7,6.0,-0.1,0.906,0.919,0.892,0.909,0.821,0.906,0.877,0.725,0.944,0.784,0.708,0.835,0.885,0.75,0.944,0.8,0.723,0.847
poly,1,3,0.1,2,-2.0,4.1,0.0,0.899,0.905,0.892,0.901,0.808,0.899,0.862,0.725,0.922,0.765,0.671,0.824,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,3,0.1,3,-2.6,3.5,0.4,0.892,0.838,0.947,0.885,0.796,0.892,0.854,0.625,0.956,0.724,0.648,0.79,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,3,0.1,4,-3.1,3.9,0.2,0.899,0.905,0.892,0.9,0.806,0.899,0.854,0.75,0.9,0.76,0.656,0.825,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,3,0.01,0,-1.1,2.3,-0.8,0.845,0.69,1.0,0.811,0.728,0.845,0.808,0.375,1.0,0.545,0.542,0.688,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,3,0.01,1,-1.9,3.7,0.0,0.899,0.825,0.973,0.89,0.808,0.899,0.854,0.725,0.911,0.755,0.655,0.818,0.846,0.75,0.889,0.75,0.639,0.819
