n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.867,0.888,0.846,0.87,0.738,0.867,0.661,0.337,0.763,0.324,0.099,0.55,0.671,0.368,0.767,0.35,0.131,0.568
200,None,0.5,0.86,0.883,0.838,0.865,0.727,0.86,0.666,0.379,0.757,0.35,0.129,0.568,0.684,0.368,0.783,0.359,0.149,0.576
200,None,0.75,0.85,0.883,0.817,0.857,0.706,0.85,0.666,0.4,0.75,0.365,0.144,0.575,0.722,0.368,0.833,0.389,0.21,0.601
200,None,None,0.852,0.875,0.829,0.857,0.709,0.852,0.668,0.411,0.75,0.372,0.153,0.58,0.722,0.421,0.817,0.421,0.238,0.619
400,None,0.25,0.869,0.888,0.85,0.872,0.74,0.869,0.663,0.358,0.76,0.338,0.114,0.559,0.684,0.368,0.783,0.359,0.149,0.576
400,None,0.5,0.858,0.888,0.829,0.865,0.722,0.858,0.671,0.389,0.76,0.361,0.144,0.575,0.658,0.368,0.75,0.341,0.113,0.559
400,None,0.75,0.858,0.888,0.829,0.865,0.722,0.858,0.676,0.411,0.76,0.377,0.163,0.585,0.684,0.368,0.783,0.359,0.149,0.576
400,None,None,0.854,0.883,0.825,0.86,0.715,0.854,0.666,0.4,0.75,0.364,0.143,0.575,0.696,0.368,0.8,0.368,0.168,0.584
600,None,0.25,0.871,0.883,0.858,0.873,0.744,0.871,0.663,0.368,0.757,0.346,0.121,0.563,0.671,0.368,0.767,0.35,0.131,0.568
600,None,0.5,0.86,0.883,0.838,0.865,0.725,0.86,0.671,0.4,0.757,0.366,0.149,0.578,0.671,0.368,0.767,0.35,0.131,0.568
600,None,0.75,0.858,0.883,0.833,0.864,0.722,0.858,0.681,0.411,0.767,0.381,0.171,0.589,0.709,0.368,0.817,0.378,0.189,0.593
600,None,None,0.85,0.883,0.817,0.856,0.706,0.85,0.676,0.4,0.763,0.372,0.158,0.582,0.684,0.368,0.783,0.359,0.149,0.576
800,None,0.25,0.873,0.888,0.858,0.875,0.749,0.873,0.663,0.358,0.76,0.339,0.115,0.559,0.671,0.368,0.767,0.35,0.131,0.568
800,None,0.5,0.865,0.883,0.846,0.869,0.734,0.865,0.668,0.389,0.757,0.359,0.14,0.573,0.684,0.368,0.783,0.359,0.149,0.576
800,None,0.75,0.86,0.883,0.838,0.866,0.726,0.86,0.676,0.411,0.76,0.377,0.164,0.585,0.709,0.368,0.817,0.378,0.189,0.593
800,None,None,0.856,0.883,0.829,0.862,0.718,0.856,0.676,0.411,0.76,0.377,0.163,0.585,0.696,0.368,0.8,0.368,0.168,0.584
1000,None,0.25,0.873,0.883,0.862,0.875,0.749,0.873,0.663,0.358,0.76,0.338,0.115,0.559,0.671,0.368,0.767,0.35,0.131,0.568
1000,None,0.5,0.865,0.883,0.846,0.869,0.734,0.865,0.673,0.389,0.763,0.362,0.146,0.576,0.684,0.368,0.783,0.359,0.149,0.576
1000,None,0.75,0.865,0.883,0.846,0.869,0.734,0.865,0.686,0.432,0.767,0.398,0.191,0.599,0.709,0.368,0.817,0.378,0.189,0.593
1000,None,None,0.852,0.879,0.825,0.858,0.711,0.852,0.678,0.411,0.763,0.379,0.167,0.587,0.696,0.368,0.8,0.368,0.168,0.584
