n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.906,0.925,0.888,0.908,0.814,0.906,0.678,0.432,0.757,0.391,0.177,0.594,0.696,0.421,0.783,0.4,0.198,0.602
200,None,0.5,0.892,0.921,0.862,0.895,0.785,0.892,0.686,0.432,0.767,0.398,0.189,0.599,0.671,0.368,0.767,0.35,0.131,0.568
200,None,0.75,0.892,0.917,0.867,0.895,0.785,0.892,0.684,0.453,0.757,0.406,0.196,0.605,0.684,0.368,0.783,0.359,0.149,0.576
200,None,None,0.892,0.921,0.862,0.895,0.785,0.892,0.689,0.474,0.757,0.421,0.214,0.615,0.684,0.368,0.783,0.359,0.149,0.576
400,None,0.25,0.908,0.925,0.892,0.91,0.818,0.908,0.676,0.421,0.757,0.384,0.168,0.589,0.684,0.421,0.767,0.39,0.179,0.594
400,None,0.5,0.896,0.925,0.867,0.899,0.793,0.896,0.684,0.421,0.767,0.389,0.179,0.594,0.671,0.368,0.767,0.35,0.131,0.568
400,None,0.75,0.894,0.917,0.871,0.896,0.789,0.894,0.689,0.463,0.76,0.415,0.209,0.612,0.684,0.421,0.767,0.39,0.179,0.594
400,None,None,0.906,0.929,0.883,0.908,0.814,0.906,0.678,0.453,0.75,0.401,0.188,0.601,0.684,0.368,0.783,0.359,0.149,0.576
600,None,0.25,0.908,0.925,0.892,0.91,0.817,0.908,0.681,0.4,0.77,0.376,0.164,0.585,0.684,0.421,0.767,0.39,0.179,0.594
600,None,0.5,0.894,0.925,0.862,0.897,0.789,0.894,0.673,0.421,0.753,0.383,0.165,0.587,0.658,0.316,0.767,0.308,0.081,0.541
600,None,0.75,0.888,0.917,0.858,0.891,0.777,0.888,0.691,0.463,0.763,0.417,0.213,0.613,0.671,0.368,0.767,0.35,0.131,0.568
600,None,None,0.896,0.925,0.867,0.899,0.793,0.896,0.689,0.474,0.757,0.421,0.215,0.615,0.684,0.368,0.783,0.359,0.149,0.576
800,None,0.25,0.906,0.925,0.888,0.908,0.813,0.906,0.673,0.4,0.76,0.37,0.153,0.58,0.684,0.421,0.767,0.39,0.179,0.594
800,None,0.5,0.894,0.921,0.867,0.897,0.789,0.894,0.678,0.442,0.753,0.397,0.183,0.598,0.671,0.368,0.767,0.35,0.131,0.568
800,None,0.75,0.894,0.917,0.871,0.896,0.788,0.894,0.694,0.463,0.767,0.419,0.216,0.615,0.671,0.368,0.767,0.35,0.131,0.568
800,None,None,0.894,0.925,0.862,0.897,0.789,0.894,0.694,0.474,0.763,0.425,0.222,0.619,0.671,0.368,0.767,0.35,0.131,0.568
1000,None,0.25,0.906,0.925,0.888,0.908,0.813,0.906,0.678,0.421,0.76,0.386,0.172,0.591,0.671,0.421,0.75,0.381,0.161,0.586
1000,None,0.5,0.896,0.921,0.871,0.899,0.793,0.896,0.681,0.453,0.753,0.404,0.192,0.603,0.671,0.368,0.767,0.35,0.131,0.568
1000,None,0.75,0.896,0.921,0.871,0.899,0.793,0.896,0.691,0.463,0.763,0.417,0.213,0.613,0.671,0.368,0.767,0.35,0.131,0.568
1000,None,None,0.902,0.933,0.871,0.906,0.806,0.902,0.691,0.474,0.76,0.423,0.218,0.617,0.671,0.368,0.767,0.35,0.131,0.568
