n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.84,0.871,0.808,0.844,0.682,0.84,0.696,0.442,0.777,0.413,0.211,0.609,0.696,0.421,0.783,0.4,0.198,0.602
200,None,0.5,0.844,0.892,0.796,0.851,0.691,0.844,0.684,0.421,0.767,0.389,0.179,0.594,0.696,0.421,0.783,0.4,0.198,0.602
200,None,0.75,0.833,0.879,0.788,0.84,0.67,0.833,0.686,0.432,0.767,0.398,0.189,0.599,0.671,0.421,0.75,0.381,0.161,0.586
200,None,None,0.84,0.879,0.8,0.846,0.682,0.84,0.663,0.389,0.75,0.357,0.133,0.57,0.684,0.474,0.75,0.419,0.208,0.612
400,None,0.25,0.838,0.871,0.804,0.843,0.678,0.838,0.699,0.432,0.783,0.408,0.209,0.607,0.696,0.368,0.8,0.368,0.168,0.584
400,None,0.5,0.844,0.888,0.8,0.85,0.69,0.844,0.689,0.421,0.773,0.392,0.186,0.597,0.709,0.421,0.8,0.41,0.217,0.611
400,None,0.75,0.835,0.883,0.788,0.843,0.675,0.835,0.696,0.432,0.78,0.406,0.204,0.606,0.671,0.368,0.767,0.35,0.131,0.568
400,None,None,0.833,0.879,0.788,0.841,0.67,0.833,0.684,0.432,0.763,0.396,0.186,0.597,0.696,0.474,0.767,0.429,0.226,0.62
600,None,0.25,0.838,0.875,0.8,0.843,0.678,0.838,0.691,0.421,0.777,0.395,0.191,0.599,0.684,0.368,0.783,0.359,0.149,0.576
600,None,0.5,0.833,0.883,0.783,0.841,0.671,0.833,0.684,0.421,0.767,0.389,0.18,0.594,0.671,0.368,0.767,0.35,0.131,0.568
600,None,0.75,0.829,0.883,0.775,0.838,0.663,0.829,0.686,0.432,0.767,0.398,0.189,0.599,0.671,0.368,0.767,0.35,0.131,0.568
600,None,None,0.833,0.879,0.788,0.841,0.671,0.833,0.684,0.442,0.76,0.402,0.192,0.601,0.684,0.421,0.767,0.39,0.179,0.594
800,None,0.25,0.838,0.875,0.8,0.843,0.678,0.838,0.696,0.432,0.78,0.405,0.204,0.606,0.684,0.368,0.783,0.359,0.149,0.576
800,None,0.5,0.835,0.883,0.788,0.843,0.674,0.835,0.689,0.432,0.77,0.4,0.193,0.601,0.671,0.368,0.767,0.35,0.131,0.568
800,None,0.75,0.833,0.883,0.783,0.841,0.671,0.833,0.686,0.432,0.767,0.398,0.189,0.599,0.684,0.368,0.783,0.359,0.149,0.576
800,None,None,0.831,0.883,0.779,0.84,0.667,0.831,0.676,0.442,0.75,0.396,0.181,0.596,0.684,0.421,0.767,0.39,0.179,0.594
1000,None,0.25,0.84,0.879,0.8,0.845,0.682,0.84,0.704,0.453,0.783,0.423,0.227,0.618,0.696,0.368,0.8,0.368,0.168,0.584
1000,None,0.5,0.833,0.883,0.783,0.841,0.67,0.833,0.691,0.442,0.77,0.408,0.203,0.606,0.671,0.368,0.767,0.35,0.131,0.568
1000,None,0.75,0.831,0.883,0.779,0.84,0.666,0.831,0.681,0.432,0.76,0.394,0.182,0.596,0.671,0.368,0.767,0.35,0.131,0.568
1000,None,None,0.829,0.883,0.775,0.838,0.663,0.829,0.678,0.442,0.753,0.398,0.185,0.598,0.684,0.421,0.767,0.39,0.179,0.594
