n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.888,0.904,0.871,0.889,0.776,0.888,0.666,0.379,0.757,0.352,0.13,0.568,0.684,0.316,0.8,0.324,0.118,0.558
200,None,0.5,0.881,0.904,0.858,0.885,0.765,0.881,0.691,0.411,0.78,0.39,0.185,0.595,0.671,0.316,0.783,0.316,0.099,0.55
200,None,0.75,0.871,0.912,0.829,0.876,0.746,0.871,0.701,0.432,0.787,0.41,0.212,0.609,0.684,0.368,0.783,0.359,0.149,0.576
200,None,None,0.873,0.908,0.838,0.878,0.749,0.873,0.691,0.411,0.78,0.388,0.183,0.595,0.684,0.316,0.8,0.324,0.118,0.558
400,None,0.25,0.894,0.908,0.879,0.895,0.789,0.894,0.684,0.4,0.773,0.378,0.168,0.587,0.696,0.368,0.8,0.368,0.168,0.584
400,None,0.5,0.885,0.912,0.858,0.889,0.773,0.885,0.678,0.389,0.77,0.368,0.154,0.58,0.696,0.368,0.8,0.368,0.168,0.584
400,None,0.75,0.875,0.9,0.85,0.878,0.752,0.875,0.681,0.4,0.77,0.375,0.163,0.585,0.684,0.368,0.783,0.359,0.149,0.576
400,None,None,0.873,0.908,0.838,0.878,0.749,0.873,0.681,0.4,0.77,0.375,0.163,0.585,0.671,0.316,0.783,0.316,0.099,0.55
600,None,0.25,0.896,0.908,0.883,0.897,0.794,0.896,0.681,0.4,0.77,0.377,0.164,0.585,0.696,0.368,0.8,0.368,0.168,0.584
600,None,0.5,0.888,0.912,0.862,0.891,0.777,0.888,0.673,0.389,0.763,0.365,0.147,0.576,0.684,0.368,0.783,0.359,0.149,0.576
600,None,0.75,0.877,0.908,0.846,0.881,0.757,0.877,0.684,0.411,0.77,0.383,0.173,0.59,0.696,0.368,0.8,0.368,0.168,0.584
600,None,None,0.877,0.908,0.846,0.881,0.757,0.877,0.681,0.4,0.77,0.376,0.163,0.585,0.696,0.368,0.8,0.368,0.168,0.584
800,None,0.25,0.892,0.908,0.875,0.894,0.786,0.892,0.684,0.411,0.77,0.385,0.174,0.59,0.684,0.316,0.8,0.324,0.118,0.558
800,None,0.5,0.881,0.912,0.85,0.885,0.765,0.881,0.678,0.389,0.77,0.368,0.154,0.58,0.684,0.368,0.783,0.359,0.149,0.576
800,None,0.75,0.881,0.912,0.85,0.885,0.765,0.881,0.684,0.411,0.77,0.384,0.173,0.59,0.671,0.316,0.783,0.316,0.099,0.55
800,None,None,0.869,0.9,0.838,0.873,0.74,0.869,0.678,0.411,0.763,0.38,0.166,0.587,0.684,0.368,0.783,0.359,0.149,0.576
1000,None,0.25,0.892,0.908,0.875,0.894,0.786,0.892,0.684,0.411,0.77,0.385,0.174,0.59,0.696,0.368,0.8,0.368,0.168,0.584
1000,None,0.5,0.883,0.912,0.854,0.887,0.769,0.883,0.676,0.379,0.77,0.36,0.144,0.574,0.684,0.368,0.783,0.359,0.149,0.576
1000,None,0.75,0.881,0.912,0.85,0.885,0.765,0.881,0.681,0.4,0.77,0.376,0.164,0.585,0.684,0.368,0.783,0.359,0.149,0.576
1000,None,None,0.873,0.904,0.842,0.877,0.749,0.873,0.678,0.411,0.763,0.379,0.165,0.587,0.684,0.368,0.783,0.359,0.149,0.576
