n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.896,0.912,0.879,0.897,0.794,0.896,0.681,0.421,0.763,0.389,0.177,0.592,0.684,0.421,0.767,0.39,0.179,0.594
200,None,0.5,0.875,0.892,0.858,0.877,0.753,0.875,0.678,0.368,0.777,0.355,0.142,0.573,0.696,0.368,0.8,0.368,0.168,0.584
200,None,0.75,0.881,0.921,0.842,0.886,0.766,0.881,0.686,0.4,0.777,0.381,0.172,0.588,0.671,0.421,0.75,0.381,0.161,0.586
200,None,None,0.873,0.904,0.842,0.877,0.749,0.873,0.671,0.379,0.763,0.357,0.138,0.571,0.684,0.368,0.783,0.359,0.149,0.576
400,None,0.25,0.896,0.912,0.879,0.897,0.793,0.896,0.684,0.411,0.77,0.385,0.175,0.59,0.684,0.421,0.767,0.39,0.179,0.594
400,None,0.5,0.89,0.912,0.867,0.892,0.782,0.89,0.684,0.389,0.777,0.371,0.161,0.583,0.658,0.316,0.767,0.308,0.081,0.541
400,None,0.75,0.877,0.917,0.838,0.882,0.758,0.877,0.676,0.379,0.77,0.36,0.145,0.574,0.684,0.368,0.783,0.359,0.149,0.576
400,None,None,0.881,0.921,0.842,0.886,0.767,0.881,0.676,0.368,0.773,0.352,0.138,0.571,0.696,0.368,0.8,0.368,0.168,0.584
600,None,0.25,0.894,0.904,0.883,0.894,0.79,0.894,0.689,0.421,0.773,0.395,0.187,0.597,0.696,0.421,0.783,0.4,0.198,0.602
600,None,0.5,0.89,0.912,0.867,0.892,0.782,0.89,0.673,0.379,0.767,0.358,0.14,0.573,0.658,0.316,0.767,0.308,0.081,0.541
600,None,0.75,0.875,0.912,0.838,0.88,0.754,0.875,0.673,0.379,0.767,0.359,0.142,0.573,0.684,0.368,0.783,0.359,0.149,0.576
600,None,None,0.877,0.912,0.842,0.881,0.758,0.877,0.666,0.347,0.767,0.334,0.112,0.557,0.684,0.368,0.783,0.359,0.149,0.576
800,None,0.25,0.888,0.904,0.871,0.889,0.778,0.888,0.686,0.411,0.773,0.386,0.177,0.592,0.684,0.421,0.767,0.39,0.179,0.594
800,None,0.5,0.89,0.908,0.871,0.891,0.781,0.89,0.673,0.379,0.767,0.358,0.14,0.573,0.658,0.316,0.767,0.308,0.081,0.541
800,None,0.75,0.875,0.912,0.838,0.88,0.754,0.875,0.671,0.368,0.767,0.35,0.131,0.568,0.684,0.368,0.783,0.359,0.149,0.576
800,None,None,0.879,0.921,0.838,0.884,0.763,0.879,0.671,0.368,0.767,0.35,0.131,0.568,0.684,0.368,0.783,0.359,0.149,0.576
1000,None,0.25,0.888,0.904,0.871,0.889,0.778,0.888,0.678,0.4,0.767,0.375,0.161,0.583,0.684,0.421,0.767,0.39,0.179,0.594
1000,None,0.5,0.89,0.908,0.871,0.891,0.781,0.89,0.676,0.379,0.77,0.36,0.144,0.574,0.658,0.316,0.767,0.308,0.081,0.541
1000,None,0.75,0.873,0.908,0.838,0.877,0.75,0.873,0.671,0.368,0.767,0.35,0.131,0.568,0.684,0.368,0.783,0.359,0.149,0.576
1000,None,None,0.875,0.917,0.833,0.88,0.755,0.875,0.671,0.358,0.77,0.343,0.125,0.564,0.684,0.368,0.783,0.359,0.149,0.576
