Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-4.8,16.6,1.3,0.818,0.289,0.979,0.414,0.408,0.634,0.767,0.179,0.953,0.251,0.197,0.566,0.81,0.316,0.967,0.444,0.4,0.641
linear,5,-5.1,19.6,0.6,0.799,0.411,0.917,0.478,0.376,0.664,0.714,0.347,0.83,0.368,0.188,0.589,0.709,0.368,0.817,0.378,0.189,0.593
linear,10,-5.1,20.0,0.7,0.799,0.398,0.921,0.47,0.371,0.659,0.724,0.337,0.847,0.369,0.198,0.592,0.722,0.368,0.833,0.389,0.21,0.601
linear,15,-5.1,19.8,0.7,0.802,0.411,0.921,0.482,0.383,0.666,0.727,0.337,0.85,0.371,0.202,0.593,0.734,0.368,0.85,0.4,0.232,0.609
