activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.707,0.245,0.846,0.289,0.14,0.545,0.724,0.358,0.84,0.386,0.221,0.599,0.772,0.526,0.85,0.526,0.376,0.688
relu,"(25,)",0.01,0.726,0.331,0.846,0.363,0.202,0.589,0.729,0.368,0.843,0.388,0.225,0.606,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(25,)",0.001,0.722,0.357,0.833,0.376,0.2,0.595,0.714,0.326,0.837,0.353,0.174,0.581,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(25,)",0.0001,0.773,0.204,0.946,0.293,0.252,0.575,0.729,0.158,0.91,0.219,0.097,0.534,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(50,)",0.1,0.713,0.468,0.788,0.435,0.247,0.628,0.686,0.368,0.787,0.355,0.155,0.578,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(50,)",0.01,0.725,0.315,0.85,0.348,0.181,0.583,0.734,0.326,0.863,0.371,0.21,0.595,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(50,)",0.001,0.738,0.368,0.85,0.396,0.234,0.609,0.739,0.337,0.867,0.374,0.219,0.602,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(50,)",0.0001,0.76,0.177,0.938,0.263,0.2,0.557,0.752,0.168,0.937,0.246,0.16,0.553,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(75,)",0.1,0.693,0.37,0.792,0.362,0.162,0.581,0.711,0.347,0.827,0.362,0.184,0.587,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(75,)",0.01,0.738,0.356,0.854,0.389,0.228,0.605,0.719,0.305,0.85,0.341,0.169,0.578,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(75,)",0.001,0.732,0.316,0.858,0.357,0.198,0.587,0.711,0.284,0.847,0.321,0.146,0.565,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(75,)",0.0001,0.757,0.163,0.938,0.238,0.17,0.55,0.754,0.168,0.94,0.248,0.168,0.554,0.759,0.211,0.933,0.296,0.204,0.572
relu,"(100,)",0.1,0.703,0.359,0.808,0.354,0.163,0.584,0.734,0.411,0.837,0.426,0.256,0.624,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(100,)",0.01,0.725,0.33,0.846,0.358,0.188,0.588,0.739,0.326,0.87,0.373,0.219,0.598,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(100,)",0.001,0.732,0.303,0.862,0.344,0.186,0.583,0.734,0.326,0.863,0.369,0.209,0.595,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(100,)",0.0001,0.761,0.191,0.933,0.268,0.193,0.562,0.754,0.189,0.933,0.268,0.178,0.561,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(125,)",0.1,0.725,0.289,0.858,0.333,0.17,0.573,0.716,0.326,0.84,0.354,0.179,0.583,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(125,)",0.01,0.729,0.288,0.862,0.334,0.182,0.575,0.724,0.274,0.867,0.322,0.163,0.57,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(125,)",0.001,0.729,0.289,0.862,0.335,0.179,0.576,0.734,0.253,0.887,0.313,0.168,0.57,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(125,)",0.0001,0.754,0.19,0.925,0.262,0.177,0.558,0.752,0.158,0.94,0.228,0.144,0.549,0.772,0.211,0.95,0.308,0.241,0.58
relu,"(150,)",0.1,0.725,0.314,0.85,0.334,0.185,0.582,0.716,0.358,0.83,0.369,0.193,0.594,0.646,0.632,0.65,0.462,0.244,0.641
relu,"(150,)",0.01,0.732,0.328,0.854,0.367,0.211,0.591,0.742,0.295,0.883,0.352,0.207,0.589,0.747,0.263,0.9,0.333,0.201,0.582
