activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.664,0.286,0.779,0.288,0.071,0.532,0.716,0.379,0.823,0.391,0.21,0.601,0.759,0.474,0.85,0.486,0.33,0.662
relu,"(25,)",0.01,0.69,0.3,0.808,0.311,0.113,0.554,0.676,0.274,0.803,0.293,0.086,0.539,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(25,)",0.001,0.712,0.272,0.846,0.306,0.135,0.559,0.676,0.253,0.81,0.276,0.073,0.531,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(25,)",0.0001,0.722,0.204,0.879,0.254,0.106,0.541,0.724,0.232,0.88,0.287,0.139,0.556,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(50,)",0.1,0.674,0.327,0.779,0.322,0.111,0.553,0.694,0.358,0.8,0.351,0.154,0.579,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(50,)",0.01,0.677,0.19,0.825,0.206,0.009,0.507,0.716,0.263,0.86,0.31,0.143,0.562,0.772,0.316,0.917,0.4,0.287,0.616
relu,"(50,)",0.001,0.696,0.217,0.842,0.247,0.063,0.529,0.709,0.2,0.87,0.247,0.085,0.535,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(50,)",0.0001,0.725,0.19,0.888,0.234,0.089,0.539,0.709,0.2,0.87,0.246,0.082,0.535,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(75,)",0.1,0.681,0.301,0.796,0.305,0.099,0.548,0.699,0.368,0.803,0.363,0.17,0.586,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(75,)",0.01,0.712,0.272,0.846,0.302,0.132,0.559,0.704,0.253,0.847,0.291,0.111,0.55,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(75,)",0.001,0.69,0.217,0.833,0.239,0.052,0.525,0.691,0.221,0.84,0.253,0.067,0.531,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(75,)",0.0001,0.748,0.258,0.896,0.319,0.189,0.577,0.696,0.211,0.85,0.251,0.073,0.53,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(100,)",0.1,0.655,0.342,0.75,0.317,0.089,0.546,0.714,0.379,0.82,0.384,0.203,0.599,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(100,)",0.01,0.716,0.3,0.842,0.334,0.166,0.571,0.684,0.263,0.817,0.286,0.089,0.54,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(100,)",0.001,0.709,0.258,0.846,0.288,0.116,0.552,0.696,0.221,0.847,0.255,0.076,0.534,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(100,)",0.0001,0.731,0.245,0.879,0.295,0.15,0.562,0.704,0.179,0.87,0.224,0.063,0.524,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(125,)",0.1,0.636,0.327,0.729,0.292,0.054,0.528,0.694,0.347,0.803,0.351,0.152,0.575,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(125,)",0.01,0.703,0.273,0.833,0.294,0.116,0.553,0.686,0.263,0.82,0.285,0.088,0.542,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(125,)",0.001,0.7,0.271,0.829,0.287,0.103,0.55,0.691,0.232,0.837,0.265,0.077,0.534,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(125,)",0.0001,0.725,0.259,0.867,0.297,0.14,0.563,0.709,0.211,0.867,0.256,0.091,0.539,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(150,)",0.1,0.661,0.326,0.763,0.309,0.087,0.544,0.727,0.358,0.843,0.384,0.212,0.601,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(150,)",0.01,0.693,0.285,0.817,0.294,0.103,0.551,0.701,0.284,0.833,0.307,0.122,0.559,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(150,)",0.001,0.716,0.326,0.833,0.338,0.166,0.58,0.706,0.274,0.843,0.307,0.128,0.559,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(150,)",0.0001,0.728,0.312,0.854,0.343,0.18,0.583,0.709,0.263,0.85,0.299,0.124,0.557,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(175,)",0.1,0.668,0.328,0.771,0.314,0.097,0.549,0.701,0.337,0.817,0.343,0.155,0.577,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(175,)",0.01,0.709,0.244,0.85,0.265,0.091,0.547,0.694,0.211,0.847,0.246,0.066,0.529,0.747,0.263,0.9,0.333,0.201,0.582
relu,"(175,)",0.001,0.712,0.272,0.846,0.295,0.122,0.559,0.691,0.232,0.837,0.263,0.077,0.534,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(175,)",0.0001,0.738,0.258,0.883,0.303,0.16,0.571,0.694,0.211,0.847,0.246,0.065,0.529,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(200,)",0.1,0.629,0.231,0.75,0.232,-0.01,0.491,0.729,0.337,0.853,0.371,0.209,0.595,0.785,0.474,0.883,0.514,0.38,0.679
relu,"(200,)",0.01,0.696,0.27,0.825,0.283,0.094,0.548,0.709,0.263,0.85,0.297,0.125,0.557,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(200,)",0.001,0.68,0.271,0.804,0.277,0.073,0.538,0.711,0.284,0.847,0.315,0.14,0.565,0.747,0.316,0.883,0.375,0.23,0.6
relu,"(200,)",0.0001,0.712,0.311,0.833,0.327,0.148,0.572,0.722,0.274,0.863,0.316,0.157,0.569,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(225,)",0.1,0.68,0.353,0.779,0.343,0.132,0.566,0.737,0.389,0.847,0.411,0.25,0.618,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(225,)",0.01,0.687,0.246,0.821,0.27,0.078,0.533,0.691,0.274,0.823,0.298,0.104,0.549,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(225,)",0.001,0.706,0.312,0.825,0.325,0.141,0.569,0.696,0.232,0.843,0.267,0.085,0.537,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(225,)",0.0001,0.712,0.298,0.838,0.317,0.141,0.568,0.701,0.232,0.85,0.268,0.09,0.541,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(250,)",0.1,0.671,0.258,0.796,0.265,0.055,0.527,0.716,0.368,0.827,0.376,0.198,0.598,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(250,)",0.01,0.693,0.271,0.821,0.29,0.1,0.546,0.704,0.316,0.827,0.334,0.149,0.571,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(250,)",0.001,0.703,0.299,0.825,0.319,0.134,0.562,0.694,0.232,0.84,0.265,0.079,0.536,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(250,)",0.0001,0.712,0.258,0.85,0.293,0.121,0.554,0.701,0.221,0.853,0.261,0.086,0.537,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(275,)",0.1,0.655,0.328,0.754,0.309,0.081,0.541,0.696,0.326,0.813,0.334,0.141,0.57,0.734,0.474,0.817,0.462,0.285,0.645
relu,"(275,)",0.01,0.696,0.312,0.812,0.321,0.128,0.562,0.699,0.284,0.83,0.31,0.122,0.557,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(275,)",0.001,0.693,0.271,0.821,0.285,0.092,0.546,0.716,0.274,0.857,0.313,0.145,0.565,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(275,)",0.0001,0.719,0.272,0.854,0.308,0.139,0.563,0.722,0.274,0.863,0.319,0.156,0.569,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(300,)",0.1,0.668,0.37,0.758,0.342,0.124,0.564,0.729,0.411,0.83,0.417,0.247,0.62,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(300,)",0.01,0.716,0.273,0.85,0.307,0.137,0.562,0.694,0.232,0.84,0.263,0.08,0.536,0.747,0.263,0.9,0.333,0.201,0.582
relu,"(300,)",0.001,0.712,0.286,0.842,0.314,0.138,0.564,0.714,0.284,0.85,0.317,0.144,0.567,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(300,)",0.0001,0.716,0.245,0.858,0.283,0.119,0.552,0.709,0.295,0.84,0.322,0.142,0.567,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(25,5)",0.1,0.636,0.343,0.725,0.308,0.066,0.534,0.661,0.347,0.76,0.327,0.102,0.554,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(25,5)",0.01,0.671,0.272,0.792,0.273,0.062,0.532,0.699,0.305,0.823,0.326,0.135,0.564,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(25,5)",0.001,0.687,0.271,0.812,0.279,0.086,0.542,0.709,0.347,0.823,0.361,0.175,0.585,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(25,5)",0.0001,0.757,0.312,0.892,0.359,0.227,0.602,0.719,0.305,0.85,0.341,0.169,0.578,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(50,10)",0.1,0.77,0.053,0.988,0.073,0.055,0.52,0.759,0.042,0.987,0.059,0.041,0.514,0.633,0.579,0.65,0.431,0.199,0.614
relu,"(50,10)",0.01,0.677,0.259,0.804,0.271,0.07,0.532,0.716,0.368,0.827,0.381,0.199,0.598,0.785,0.526,0.867,0.541,0.4,0.696
relu,"(50,10)",0.001,0.693,0.23,0.833,0.257,0.07,0.532,0.722,0.337,0.843,0.362,0.188,0.59,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(50,10)",0.0001,0.703,0.231,0.846,0.265,0.087,0.539,0.719,0.284,0.857,0.325,0.156,0.57,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(75,15)",0.1,0.741,0.083,0.942,0.115,0.025,0.512,0.749,0.105,0.953,0.159,0.102,0.529,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(75,15)",0.01,0.674,0.231,0.808,0.246,0.041,0.52,0.711,0.295,0.843,0.325,0.149,0.569,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(75,15)",0.001,0.712,0.23,0.858,0.271,0.102,0.544,0.706,0.232,0.857,0.271,0.099,0.544,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(75,15)",0.0001,0.709,0.19,0.867,0.232,0.069,0.529,0.722,0.211,0.883,0.263,0.114,0.547,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(100,20)",0.1,0.767,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
