activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.674,0.286,0.792,0.289,0.079,0.539,0.668,0.274,0.793,0.284,0.069,0.534,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(25,)",0.01,0.728,0.298,0.858,0.331,0.173,0.578,0.646,0.211,0.783,0.218,-0.009,0.497,0.658,0.158,0.817,0.182,-0.028,0.487
relu,"(25,)",0.001,0.703,0.23,0.846,0.256,0.078,0.538,0.671,0.179,0.827,0.202,0.006,0.503,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(25,)",0.0001,0.751,0.257,0.9,0.319,0.189,0.579,0.691,0.137,0.867,0.172,0.001,0.502,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(50,)",0.1,0.665,0.3,0.775,0.295,0.075,0.538,0.651,0.326,0.753,0.305,0.077,0.54,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(50,)",0.01,0.722,0.3,0.85,0.334,0.163,0.575,0.676,0.232,0.817,0.249,0.05,0.524,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(50,)",0.001,0.712,0.314,0.833,0.333,0.152,0.574,0.666,0.232,0.803,0.242,0.032,0.517,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(50,)",0.0001,0.754,0.272,0.9,0.341,0.215,0.586,0.666,0.179,0.82,0.198,-0.005,0.499,0.658,0.158,0.817,0.182,-0.028,0.487
relu,"(75,)",0.1,0.661,0.327,0.762,0.305,0.083,0.545,0.663,0.337,0.767,0.317,0.097,0.552,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(75,)",0.01,0.693,0.327,0.804,0.326,0.13,0.565,0.681,0.242,0.82,0.265,0.065,0.531,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(75,)",0.001,0.735,0.327,0.858,0.362,0.2,0.592,0.686,0.242,0.827,0.27,0.076,0.534,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(75,)",0.0001,0.728,0.272,0.867,0.314,0.156,0.57,0.691,0.232,0.837,0.263,0.076,0.534,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(100,)",0.1,0.687,0.367,0.783,0.348,0.144,0.575,0.689,0.368,0.79,0.358,0.157,0.579,0.734,0.474,0.817,0.462,0.285,0.645
relu,"(100,)",0.01,0.706,0.257,0.842,0.281,0.102,0.549,0.666,0.232,0.803,0.246,0.035,0.517,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(100,)",0.001,0.722,0.286,0.854,0.318,0.151,0.57,0.668,0.232,0.807,0.246,0.039,0.519,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(100,)",0.0001,0.738,0.23,0.892,0.285,0.146,0.561,0.678,0.232,0.82,0.252,0.053,0.526,0.684,0.263,0.817,0.286,0.085,0.54
