activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.668,0.273,0.788,0.28,0.067,0.53,0.699,0.4,0.793,0.388,0.192,0.597,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(25,)",0.01,0.712,0.272,0.846,0.309,0.134,0.559,0.704,0.295,0.833,0.32,0.136,0.564,0.747,0.263,0.9,0.333,0.201,0.582
relu,"(25,)",0.001,0.716,0.299,0.842,0.327,0.152,0.57,0.706,0.305,0.833,0.329,0.147,0.569,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(25,)",0.0001,0.748,0.246,0.9,0.311,0.185,0.573,0.722,0.253,0.87,0.301,0.141,0.561,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(50,)",0.1,0.661,0.269,0.779,0.249,0.035,0.524,0.681,0.326,0.793,0.316,0.115,0.56,0.646,0.316,0.75,0.3,0.064,0.533
relu,"(50,)",0.01,0.716,0.246,0.858,0.288,0.121,0.552,0.678,0.263,0.81,0.278,0.075,0.537,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(50,)",0.001,0.716,0.231,0.862,0.274,0.112,0.547,0.678,0.232,0.82,0.256,0.056,0.526,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(50,)",0.0001,0.748,0.206,0.912,0.275,0.157,0.559,0.694,0.232,0.84,0.266,0.08,0.536,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(75,)",0.1,0.693,0.353,0.796,0.343,0.148,0.575,0.691,0.358,0.797,0.352,0.152,0.577,0.747,0.579,0.8,0.524,0.357,0.689
relu,"(75,)",0.01,0.693,0.311,0.808,0.314,0.12,0.56,0.676,0.295,0.797,0.299,0.092,0.546,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(75,)",0.001,0.728,0.287,0.862,0.325,0.164,0.575,0.676,0.284,0.8,0.296,0.088,0.542,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(75,)",0.0001,0.712,0.246,0.854,0.278,0.108,0.55,0.684,0.295,0.807,0.306,0.104,0.551,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(100,)",0.1,0.684,0.328,0.792,0.325,0.121,0.56,0.694,0.358,0.8,0.354,0.156,0.579,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(100,)",0.01,0.725,0.354,0.838,0.37,0.198,0.596,0.694,0.316,0.813,0.327,0.135,0.565,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(100,)",0.001,0.716,0.3,0.842,0.324,0.149,0.571,0.701,0.316,0.823,0.334,0.145,0.57,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(100,)",0.0001,0.735,0.273,0.875,0.319,0.169,0.574,0.694,0.274,0.827,0.297,0.107,0.55,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(125,)",0.1,0.681,0.312,0.792,0.309,0.106,0.552,0.699,0.368,0.803,0.36,0.168,0.586,0.633,0.316,0.733,0.293,0.047,0.525
relu,"(125,)",0.01,0.719,0.286,0.85,0.311,0.148,0.568,0.668,0.274,0.793,0.282,0.067,0.534,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(125,)",0.001,0.725,0.271,0.862,0.309,0.149,0.567,0.676,0.305,0.793,0.31,0.099,0.549,0.709,0.368,0.817,0.378,0.189,0.593
relu,"(125,)",0.0001,0.738,0.258,0.883,0.313,0.17,0.571,0.691,0.263,0.827,0.286,0.094,0.545,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(150,)",0.1,0.674,0.326,0.779,0.314,0.103,0.552,0.689,0.4,0.78,0.381,0.177,0.59,0.696,0.632,0.717,0.5,0.309,0.674
relu,"(150,)",0.01,0.684,0.286,0.804,0.293,0.094,0.545,0.678,0.274,0.807,0.289,0.084,0.54,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(150,)",0.001,0.725,0.312,0.85,0.339,0.178,0.581,0.668,0.274,0.793,0.278,0.065,0.534,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(150,)",0.0001,0.744,0.272,0.888,0.323,0.188,0.58,0.689,0.274,0.82,0.293,0.097,0.547,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(175,)",0.1,0.668,0.298,0.779,0.288,0.077,0.539,0.724,0.453,0.81,0.431,0.255,0.631,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(175,)",0.01,0.697,0.26,0.829,0.288,0.102,0.545,0.673,0.263,0.803,0.275,0.068,0.533,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(175,)",0.001,0.706,0.286,0.833,0.306,0.125,0.56,0.681,0.295,0.803,0.301,0.099,0.549,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(175,)",0.0001,0.722,0.246,0.867,0.286,0.125,0.556,0.681,0.242,0.82,0.263,0.065,0.531,0.646,0.211,0.783,0.222,-0.006,0.497
relu,"(200,)",0.1,0.642,0.325,0.738,0.295,0.059,0.531,0.711,0.421,0.803,0.394,0.218,0.612,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(200,)",0.01,0.693,0.258,0.825,0.273,0.085,0.542,0.691,0.316,0.81,0.322,0.127,0.563,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(200,)",0.001,0.69,0.231,0.829,0.248,0.06,0.53,0.661,0.284,0.78,0.281,0.06,0.532,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(200,)",0.0001,0.713,0.246,0.854,0.28,0.109,0.55,0.678,0.274,0.807,0.286,0.081,0.54,0.646,0.211,0.783,0.222,-0.006,0.497
relu,"(225,)",0.1,0.674,0.27,0.796,0.264,0.061,0.533,0.716,0.379,0.823,0.381,0.203,0.601,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(225,)",0.01,0.712,0.299,0.838,0.317,0.144,0.568,0.676,0.274,0.803,0.284,0.078,0.539,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(225,)",0.001,0.719,0.26,0.858,0.29,0.128,0.559,0.678,0.274,0.807,0.287,0.083,0.54,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(225,)",0.0001,0.729,0.26,0.871,0.305,0.149,0.565,0.694,0.263,0.83,0.287,0.098,0.547,0.646,0.211,0.783,0.222,-0.006,0.497
relu,"(250,)",0.1,0.719,0.423,0.808,0.412,0.23,0.616,0.704,0.4,0.8,0.388,0.199,0.6,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(250,)",0.01,0.719,0.299,0.846,0.323,0.156,0.572,0.678,0.305,0.797,0.307,0.1,0.551,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(250,)",0.001,0.716,0.285,0.846,0.308,0.137,0.565,0.689,0.295,0.813,0.31,0.113,0.554,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(250,)",0.0001,0.732,0.287,0.867,0.328,0.171,0.577,0.691,0.242,0.833,0.267,0.08,0.538,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(275,)",0.1,0.655,0.383,0.738,0.337,0.116,0.56,0.661,0.347,0.76,0.327,0.112,0.554,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(275,)",0.01,0.7,0.284,0.825,0.291,0.107,0.554,0.701,0.326,0.82,0.337,0.15,0.573,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(275,)",0.001,0.719,0.286,0.85,0.319,0.154,0.568,0.696,0.263,0.833,0.291,0.103,0.548,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(275,)",0.0001,0.729,0.246,0.875,0.295,0.145,0.56,0.714,0.295,0.847,0.325,0.151,0.571,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(300,)",0.1,0.674,0.314,0.783,0.311,0.099,0.549,0.709,0.411,0.803,0.397,0.211,0.607,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(300,)",0.01,0.703,0.258,0.838,0.279,0.104,0.548,0.706,0.284,0.84,0.314,0.134,0.562,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(300,)",0.001,0.728,0.245,0.875,0.282,0.134,0.56,0.706,0.263,0.847,0.299,0.122,0.555,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(300,)",0.0001,0.744,0.23,0.9,0.283,0.162,0.565,0.711,0.232,0.863,0.275,0.11,0.547,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(25,5)",0.1,0.732,0.216,0.888,0.247,0.174,0.552,0.719,0.221,0.877,0.225,0.096,0.549,0.646,0.632,0.65,0.462,0.244,0.641
relu,"(25,5)",0.01,0.658,0.259,0.779,0.256,0.036,0.519,0.666,0.274,0.79,0.283,0.067,0.532,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(25,5)",0.001,0.713,0.301,0.838,0.33,0.151,0.569,0.686,0.274,0.817,0.293,0.094,0.545,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(25,5)",0.0001,0.709,0.246,0.85,0.28,0.106,0.548,0.709,0.242,0.857,0.284,0.112,0.549,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(50,10)",0.1,0.76,0.192,0.933,0.243,0.156,0.563,0.716,0.168,0.89,0.197,0.071,0.529,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(50,10)",0.01,0.7,0.245,0.838,0.268,0.087,0.541,0.668,0.284,0.79,0.289,0.076,0.537,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(50,10)",0.001,0.729,0.286,0.862,0.323,0.164,0.574,0.663,0.284,0.783,0.284,0.068,0.534,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(50,10)",0.0001,0.729,0.22,0.883,0.269,0.121,0.552,0.658,0.242,0.79,0.25,0.032,0.516,0.633,0.211,0.767,0.216,-0.023,0.489
relu,"(75,15)",0.1,0.767,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(75,15)",0.01,0.725,0.299,0.854,0.33,0.174,0.577,0.691,0.305,0.813,0.316,0.12,0.559,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(75,15)",0.001,0.725,0.286,0.858,0.317,0.154,0.572,0.663,0.232,0.8,0.243,0.029,0.516,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(75,15)",0.0001,0.744,0.285,0.883,0.329,0.194,0.584,0.676,0.263,0.807,0.275,0.07,0.535,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(100,20)",0.1,0.77,0.057,0.988,0.09,0.077,0.522,0.749,0.053,0.97,0.076,0.034,0.511,0.696,0.684,0.7,0.52,0.336,0.692
relu,"(100,20)",0.01,0.719,0.271,0.854,0.298,0.134,0.563,0.668,0.274,0.793,0.28,0.067,0.534,0.62,0.263,0.733,0.25,-0.003,0.498
relu,"(100,20)",0.001,0.728,0.272,0.867,0.307,0.152,0.57,0.678,0.295,0.8,0.301,0.094,0.547,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(100,20)",0.0001,0.732,0.274,0.871,0.318,0.166,0.573,0.671,0.232,0.81,0.254,0.047,0.521,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(125,25)",0.1,0.77,0.013,1.0,0.025,0.045,0.507,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(125,25)",0.01,0.703,0.23,0.846,0.262,0.091,0.538,0.691,0.337,0.803,0.341,0.14,0.57,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(125,25)",0.001,0.722,0.219,0.875,0.267,0.112,0.547,0.691,0.232,0.837,0.263,0.075,0.534,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(125,25)",0.0001,0.741,0.218,0.9,0.279,0.149,0.559,0.689,0.232,0.833,0.261,0.073,0.532,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(150,30)",0.1,0.767,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(150,30)",0.01,0.7,0.312,0.817,0.321,0.133,0.565,0.673,0.274,0.8,0.281,0.074,0.537,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(150,30)",0.001,0.735,0.298,0.867,0.339,0.182,0.582,0.653,0.232,0.787,0.24,0.016,0.509,0.646,0.211,0.783,0.222,-0.006,0.497
relu,"(150,30)",0.0001,0.754,0.285,0.896,0.34,0.211,0.59,0.658,0.211,0.8,0.229,0.012,0.505,0.646,0.158,0.8,0.176,-0.046,0.479
relu,"(175,35)",0.1,0.764,0.0,0.996,0.0,-0.014,0.498,0.762,0.011,1.0,0.02,0.04,0.505,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(175,35)",0.01,0.709,0.298,0.833,0.313,0.137,0.566,0.701,0.326,0.82,0.341,0.151,0.573,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(175,35)",0.001,0.709,0.246,0.85,0.279,0.11,0.548,0.701,0.284,0.833,0.308,0.124,0.559,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(175,35)",0.0001,0.722,0.232,0.871,0.28,0.126,0.552,0.696,0.211,0.85,0.246,0.067,0.53,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(200,40)",0.1,0.767,0.082,0.975,0.124,0.112,0.528,0.744,0.053,0.963,0.075,0.015,0.508,0.772,0.053,1.0,0.1,0.201,0.526
relu,"(200,40)",0.01,0.7,0.324,0.812,0.319,0.13,0.568,0.704,0.379,0.807,0.374,0.186,0.593,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(200,40)",0.001,0.729,0.286,0.862,0.316,0.159,0.574,0.686,0.253,0.823,0.275,0.081,0.538,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(200,40)",0.0001,0.735,0.273,0.875,0.316,0.168,0.574,0.689,0.221,0.837,0.25,0.061,0.529,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(225,45)",0.1,0.715,0.21,0.871,0.21,0.137,0.541,0.701,0.116,0.887,0.131,0.063,0.501,0.759,0.053,0.983,0.095,0.098,0.518
relu,"(225,45)",0.01,0.684,0.286,0.804,0.291,0.091,0.545,0.694,0.326,0.81,0.331,0.136,0.568,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(225,45)",0.001,0.732,0.26,0.875,0.312,0.161,0.568,0.671,0.232,0.81,0.252,0.045,0.521,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(225,45)",0.0001,0.738,0.192,0.904,0.256,0.133,0.548,0.699,0.242,0.843,0.272,0.092,0.543,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(250,50)",0.1,0.767,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(250,50)",0.01,0.687,0.258,0.817,0.272,0.075,0.537,0.684,0.358,0.787,0.344,0.138,0.572,0.646,0.263,0.767,0.263,0.03,0.515
relu,"(250,50)",0.001,0.729,0.273,0.867,0.306,0.152,0.57,0.694,0.263,0.83,0.289,0.099,0.547,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(250,50)",0.0001,0.754,0.286,0.896,0.339,0.212,0.591,0.689,0.232,0.833,0.259,0.068,0.532,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(275,55)",0.1,0.745,0.093,0.942,0.078,0.032,0.518,0.732,0.105,0.93,0.08,0.031,0.518,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(275,55)",0.01,0.684,0.259,0.812,0.271,0.077,0.536,0.709,0.389,0.81,0.387,0.201,0.6,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(275,55)",0.001,0.719,0.231,0.867,0.273,0.118,0.549,0.696,0.232,0.843,0.265,0.083,0.537,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(275,55)",0.0001,0.722,0.204,0.879,0.252,0.104,0.541,0.696,0.211,0.85,0.247,0.069,0.53,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(300,60)",0.1,0.767,0.013,0.996,0.024,0.022,0.505,0.762,0.011,1.0,0.02,0.04,0.505,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(300,60)",0.01,0.697,0.258,0.829,0.28,0.093,0.544,0.691,0.337,0.803,0.337,0.138,0.57,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(300,60)",0.001,0.732,0.245,0.879,0.292,0.152,0.562,0.689,0.295,0.813,0.309,0.11,0.554,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(300,60)",0.0001,0.748,0.247,0.9,0.307,0.179,0.573,0.686,0.253,0.823,0.269,0.075,0.538,0.633,0.211,0.767,0.216,-0.023,0.489
relu,"(25,12)",0.1,0.738,0.206,0.9,0.247,0.158,0.553,0.719,0.253,0.867,0.252,0.123,0.56,0.633,0.263,0.75,0.256,0.013,0.507
relu,"(25,12)",0.01,0.719,0.313,0.842,0.337,0.165,0.578,0.633,0.253,0.753,0.243,0.002,0.503,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(25,12)",0.001,0.738,0.3,0.871,0.344,0.196,0.585,0.694,0.263,0.83,0.284,0.098,0.547,0.633,0.158,0.783,0.171,-0.063,0.471
relu,"(25,12)",0.0001,0.738,0.231,0.892,0.288,0.153,0.562,0.714,0.242,0.863,0.284,0.121,0.553,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(50,25)",0.1,0.738,0.085,0.938,0.097,0.011,0.511,0.737,0.168,0.917,0.172,0.097,0.543,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(50,25)",0.01,0.719,0.313,0.842,0.34,0.169,0.578,0.694,0.358,0.8,0.359,0.16,0.579,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(50,25)",0.001,0.732,0.288,0.867,0.335,0.178,0.577,0.691,0.253,0.83,0.28,0.089,0.541,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(50,25)",0.0001,0.757,0.286,0.9,0.349,0.224,0.593,0.681,0.221,0.827,0.248,0.052,0.524,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(75,37)",0.1,0.767,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(75,37)",0.01,0.709,0.286,0.838,0.309,0.133,0.562,0.684,0.337,0.793,0.332,0.128,0.565,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(75,37)",0.001,0.693,0.245,0.829,0.269,0.081,0.537,0.686,0.284,0.813,0.296,0.098,0.549,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(75,37)",0.0001,0.709,0.217,0.858,0.255,0.089,0.538,0.706,0.326,0.827,0.348,0.162,0.576,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(100,50)",0.1,0.735,0.272,0.875,0.315,0.187,0.574,0.701,0.274,0.837,0.285,0.123,0.555,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(100,50)",0.01,0.7,0.285,0.825,0.298,0.113,0.555,0.678,0.316,0.793,0.31,0.104,0.555,0.608,0.263,0.717,0.244,-0.019,0.49
relu,"(100,50)",0.001,0.722,0.218,0.875,0.266,0.112,0.547,0.704,0.232,0.853,0.263,0.088,0.542,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(100,50)",0.0001,0.741,0.205,0.904,0.265,0.142,0.554,0.706,0.232,0.857,0.264,0.093,0.544,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(125,62)",0.1,0.741,0.191,0.908,0.228,0.132,0.55,0.709,0.221,0.863,0.235,0.09,0.542,0.633,0.579,0.65,0.431,0.199,0.614
relu,"(125,62)",0.01,0.687,0.259,0.817,0.274,0.079,0.538,0.676,0.337,0.783,0.329,0.118,0.56,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(125,62)",0.001,0.703,0.233,0.846,0.262,0.085,0.54,0.678,0.253,0.813,0.27,0.067,0.533,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(125,62)",0.0001,0.706,0.219,0.854,0.247,0.074,0.537,0.678,0.221,0.823,0.244,0.046,0.522,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(150,75)",0.1,0.767,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(150,75)",0.01,0.668,0.273,0.788,0.277,0.062,0.53,0.671,0.284,0.793,0.288,0.076,0.539,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(150,75)",0.001,0.719,0.245,0.862,0.286,0.127,0.554,0.661,0.242,0.793,0.254,0.036,0.518,0.633,0.211,0.767,0.216,-0.023,0.489
relu,"(150,75)",0.0001,0.725,0.231,0.875,0.278,0.126,0.553,0.671,0.242,0.807,0.259,0.049,0.524,0.646,0.211,0.783,0.222,-0.006,0.497
relu,"(175,87)",0.1,0.767,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(175,87)",0.01,0.687,0.312,0.8,0.315,0.117,0.556,0.676,0.337,0.783,0.329,0.117,0.56,0.62,0.316,0.717,0.286,0.031,0.516
relu,"(175,87)",0.001,0.725,0.219,0.879,0.269,0.121,0.549,0.666,0.179,0.82,0.2,-0.004,0.499,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(175,87)",0.0001,0.728,0.219,0.883,0.271,0.126,0.551,0.671,0.189,0.823,0.216,0.015,0.506,0.658,0.158,0.817,0.182,-0.028,0.487
relu,"(200,100)",0.1,0.738,0.271,0.879,0.307,0.169,0.575,0.701,0.253,0.843,0.272,0.115,0.548,0.759,0.263,0.917,0.345,0.231,0.59
