activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.626,0.259,0.738,0.248,0.001,0.498,0.711,0.368,0.82,0.37,0.186,0.594,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(25,)",0.01,0.696,0.244,0.833,0.257,0.069,0.539,0.732,0.347,0.853,0.374,0.211,0.6,0.81,0.421,0.933,0.516,0.422,0.677
relu,"(25,)",0.001,0.703,0.3,0.825,0.322,0.135,0.562,0.722,0.316,0.85,0.349,0.183,0.583,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(25,)",0.0001,0.751,0.23,0.908,0.291,0.173,0.569,0.747,0.263,0.9,0.329,0.199,0.582,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(50,)",0.1,0.661,0.274,0.779,0.277,0.058,0.527,0.727,0.411,0.827,0.417,0.242,0.619,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(50,)",0.01,0.661,0.19,0.804,0.209,-0.002,0.497,0.732,0.326,0.86,0.369,0.205,0.593,0.747,0.316,0.883,0.375,0.23,0.6
relu,"(50,)",0.001,0.693,0.23,0.833,0.25,0.062,0.531,0.739,0.316,0.873,0.362,0.209,0.595,0.785,0.368,0.917,0.452,0.339,0.643
relu,"(50,)",0.0001,0.728,0.23,0.879,0.278,0.127,0.555,0.754,0.284,0.903,0.352,0.224,0.594,0.785,0.263,0.95,0.37,0.302,0.607
relu,"(75,)",0.1,0.639,0.177,0.779,0.185,-0.044,0.478,0.732,0.358,0.85,0.387,0.22,0.604,0.785,0.474,0.883,0.514,0.38,0.679
relu,"(75,)",0.01,0.677,0.206,0.821,0.238,0.045,0.513,0.729,0.305,0.863,0.35,0.19,0.584,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(75,)",0.001,0.681,0.191,0.829,0.221,0.033,0.51,0.719,0.274,0.86,0.317,0.151,0.567,0.747,0.316,0.883,0.375,0.23,0.6
relu,"(75,)",0.0001,0.728,0.176,0.896,0.226,0.089,0.536,0.729,0.263,0.877,0.315,0.161,0.57,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(100,)",0.1,0.652,0.298,0.758,0.278,0.051,0.528,0.724,0.358,0.84,0.376,0.206,0.599,0.81,0.579,0.883,0.595,0.471,0.731
relu,"(100,)",0.01,0.684,0.258,0.812,0.269,0.071,0.535,0.734,0.295,0.873,0.347,0.193,0.584,0.797,0.421,0.917,0.5,0.389,0.669
relu,"(100,)",0.001,0.687,0.231,0.825,0.253,0.061,0.528,0.744,0.326,0.877,0.381,0.232,0.601,0.797,0.474,0.9,0.529,0.407,0.687
relu,"(100,)",0.0001,0.712,0.203,0.867,0.242,0.077,0.535,0.752,0.295,0.897,0.364,0.231,0.596,0.772,0.263,0.933,0.357,0.264,0.598
relu,"(125,)",0.1,0.652,0.284,0.762,0.272,0.044,0.523,0.714,0.421,0.807,0.407,0.222,0.614,0.785,0.421,0.9,0.485,0.359,0.661
relu,"(125,)",0.01,0.677,0.218,0.817,0.243,0.043,0.517,0.752,0.368,0.873,0.415,0.266,0.621,0.785,0.474,0.883,0.514,0.38,0.679
relu,"(125,)",0.001,0.668,0.19,0.812,0.207,0.005,0.501,0.744,0.326,0.877,0.38,0.233,0.601,0.797,0.474,0.9,0.529,0.407,0.687
relu,"(125,)",0.0001,0.69,0.203,0.838,0.231,0.044,0.52,0.757,0.316,0.897,0.382,0.251,0.606,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(150,)",0.1,0.677,0.366,0.771,0.335,0.129,0.568,0.701,0.411,0.793,0.381,0.194,0.602,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(150,)",0.01,0.661,0.217,0.796,0.229,0.014,0.506,0.737,0.274,0.883,0.328,0.18,0.579,0.797,0.474,0.9,0.529,0.407,0.687
relu,"(150,)",0.001,0.667,0.23,0.8,0.245,0.033,0.515,0.744,0.284,0.89,0.343,0.204,0.587,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(150,)",0.0001,0.719,0.217,0.871,0.263,0.104,0.544,0.757,0.253,0.917,0.328,0.216,0.585,0.759,0.263,0.917,0.345,0.231,0.59
relu,"(175,)",0.1,0.665,0.314,0.771,0.302,0.083,0.543,0.724,0.358,0.84,0.381,0.208,0.599,0.785,0.526,0.867,0.541,0.4,0.696
relu,"(175,)",0.01,0.655,0.176,0.8,0.187,-0.03,0.488,0.722,0.305,0.853,0.343,0.175,0.579,0.785,0.368,0.917,0.452,0.339,0.643
relu,"(175,)",0.001,0.677,0.176,0.829,0.199,0.005,0.503,0.747,0.305,0.887,0.368,0.23,0.596,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(175,)",0.0001,0.712,0.176,0.875,0.215,0.055,0.526,0.752,0.305,0.893,0.365,0.232,0.599,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(200,)",0.1,0.658,0.218,0.792,0.231,0.016,0.505,0.714,0.421,0.807,0.414,0.228,0.614,0.747,0.474,0.833,0.474,0.307,0.654
relu,"(200,)",0.01,0.703,0.245,0.842,0.278,0.099,0.543,0.724,0.326,0.85,0.362,0.193,0.588,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(200,)",0.001,0.69,0.217,0.833,0.241,0.055,0.525,0.754,0.337,0.887,0.396,0.258,0.612,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(200,)",0.0001,0.728,0.19,0.892,0.241,0.102,0.541,0.762,0.337,0.897,0.404,0.276,0.617,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(225,)",0.1,0.655,0.286,0.767,0.284,0.06,0.526,0.732,0.4,0.837,0.413,0.241,0.618,0.759,0.526,0.833,0.513,0.354,0.68
relu,"(225,)",0.01,0.655,0.19,0.796,0.208,-0.004,0.493,0.714,0.295,0.847,0.327,0.155,0.571,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(225,)",0.001,0.69,0.257,0.821,0.28,0.088,0.539,0.734,0.305,0.87,0.355,0.202,0.588,0.785,0.421,0.9,0.485,0.359,0.661
relu,"(225,)",0.0001,0.706,0.231,0.85,0.273,0.099,0.541,0.739,0.326,0.87,0.373,0.221,0.598,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(250,)",0.1,0.668,0.313,0.775,0.304,0.09,0.544,0.729,0.474,0.81,0.459,0.283,0.642,0.81,0.421,0.933,0.516,0.422,0.677
relu,"(250,)",0.01,0.668,0.204,0.808,0.215,0.008,0.506,0.752,0.326,0.887,0.385,0.244,0.606,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(250,)",0.001,0.677,0.176,0.829,0.2,0.008,0.503,0.737,0.295,0.877,0.348,0.199,0.586,0.785,0.368,0.917,0.452,0.339,0.643
relu,"(250,)",0.0001,0.7,0.203,0.85,0.239,0.062,0.526,0.749,0.305,0.89,0.362,0.228,0.598,0.797,0.368,0.933,0.467,0.373,0.651
relu,"(275,)",0.1,0.652,0.273,0.767,0.264,0.038,0.52,0.749,0.505,0.827,0.489,0.326,0.666,0.797,0.474,0.9,0.529,0.407,0.687
relu,"(275,)",0.01,0.652,0.191,0.792,0.208,-0.012,0.492,0.734,0.326,0.863,0.362,0.205,0.595,0.797,0.526,0.883,0.556,0.426,0.705
relu,"(275,)",0.001,0.684,0.258,0.812,0.275,0.076,0.535,0.737,0.337,0.863,0.378,0.223,0.6,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(275,)",0.0001,0.693,0.23,0.833,0.248,0.059,0.531,0.734,0.295,0.873,0.346,0.193,0.584,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(300,)",0.1,0.671,0.272,0.792,0.277,0.065,0.532,0.752,0.421,0.857,0.441,0.286,0.639,0.772,0.474,0.867,0.5,0.354,0.67
relu,"(300,)",0.01,0.684,0.217,0.825,0.245,0.053,0.521,0.724,0.316,0.853,0.355,0.187,0.585,0.81,0.474,0.917,0.545,0.437,0.695
relu,"(300,)",0.001,0.703,0.203,0.854,0.234,0.06,0.529,0.754,0.326,0.89,0.39,0.253,0.608,0.772,0.368,0.9,0.438,0.309,0.634
relu,"(300,)",0.0001,0.712,0.204,0.867,0.245,0.082,0.535,0.749,0.305,0.89,0.366,0.228,0.598,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(25,5)",0.1,0.671,0.359,0.767,0.312,0.128,0.563,0.709,0.474,0.783,0.44,0.273,0.629,0.747,0.579,0.8,0.524,0.357,0.689
relu,"(25,5)",0.01,0.719,0.313,0.842,0.344,0.174,0.578,0.716,0.337,0.837,0.361,0.182,0.587,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(25,5)",0.001,0.712,0.259,0.85,0.299,0.127,0.555,0.729,0.305,0.863,0.352,0.193,0.584,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(25,5)",0.0001,0.76,0.313,0.896,0.382,0.254,0.605,0.732,0.274,0.877,0.326,0.174,0.575,0.759,0.263,0.917,0.345,0.231,0.59
relu,"(50,10)",0.1,0.678,0.23,0.812,0.184,0.049,0.521,0.709,0.337,0.827,0.282,0.174,0.582,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(50,10)",0.01,0.674,0.22,0.812,0.243,0.043,0.516,0.729,0.305,0.863,0.354,0.192,0.584,0.797,0.421,0.917,0.5,0.389,0.669
