activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.77,0.633,0.825,0.581,0.471,0.729,0.808,0.75,0.833,0.705,0.568,0.792,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(25,)",0.01,0.808,0.633,0.879,0.615,0.537,0.756,0.823,0.625,0.911,0.683,0.571,0.768,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(25,)",0.001,0.808,0.667,0.866,0.648,0.555,0.766,0.792,0.6,0.878,0.639,0.505,0.739,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(25,)",0.0001,0.817,0.667,0.879,0.657,0.57,0.773,0.754,0.575,0.833,0.59,0.418,0.704,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(50,)",0.1,0.8,0.733,0.826,0.642,0.533,0.78,0.854,0.725,0.911,0.755,0.654,0.818,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(50,)",0.01,0.818,0.667,0.88,0.645,0.578,0.773,0.846,0.6,0.956,0.707,0.629,0.778,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(50,)",0.001,0.818,0.667,0.88,0.645,0.578,0.773,0.815,0.45,0.978,0.595,0.549,0.714,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(50,)",0.0001,0.837,0.633,0.92,0.651,0.602,0.777,0.808,0.5,0.944,0.615,0.529,0.722,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(75,)",0.1,0.827,0.767,0.851,0.716,0.615,0.809,0.792,0.775,0.8,0.703,0.557,0.788,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(75,)",0.01,0.808,0.667,0.866,0.63,0.551,0.766,0.885,0.65,0.989,0.776,0.728,0.819,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(75,)",0.001,0.808,0.667,0.866,0.63,0.551,0.766,0.877,0.625,0.989,0.755,0.71,0.807,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(75,)",0.0001,0.798,0.633,0.866,0.603,0.522,0.75,0.869,0.625,0.978,0.745,0.688,0.801,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(100,)",0.1,0.77,0.667,0.811,0.615,0.491,0.739,0.785,0.7,0.822,0.666,0.509,0.761,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(100,)",0.01,0.828,0.7,0.879,0.661,0.592,0.79,0.854,0.675,0.933,0.74,0.649,0.804,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(100,)",0.001,0.828,0.633,0.907,0.641,0.58,0.77,0.9,0.7,0.989,0.809,0.764,0.844,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(100,)",0.0001,0.837,0.633,0.919,0.65,0.605,0.776,0.892,0.725,0.967,0.808,0.744,0.846,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(125,)",0.1,0.77,0.633,0.826,0.585,0.453,0.73,0.785,0.675,0.833,0.654,0.505,0.754,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(125,)",0.01,0.818,0.667,0.879,0.64,0.565,0.773,0.831,0.65,0.911,0.705,0.598,0.781,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(125,)",0.001,0.837,0.667,0.907,0.665,0.609,0.787,0.869,0.6,0.989,0.734,0.693,0.794,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(125,)",0.0001,0.837,0.633,0.92,0.65,0.605,0.777,0.854,0.6,0.967,0.717,0.652,0.783,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(150,)",0.1,0.799,0.7,0.839,0.665,0.536,0.77,0.785,0.775,0.789,0.69,0.536,0.782,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(150,)",0.01,0.828,0.7,0.879,0.661,0.592,0.79,0.846,0.725,0.9,0.742,0.637,0.812,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(150,)",0.001,0.818,0.633,0.892,0.633,0.555,0.763,0.869,0.625,0.978,0.745,0.686,0.801,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(150,)",0.0001,0.827,0.633,0.906,0.645,0.575,0.77,0.823,0.575,0.933,0.67,0.575,0.754,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(175,)",0.1,0.838,0.833,0.839,0.746,0.646,0.836,0.785,0.875,0.744,0.715,0.578,0.81,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(175,)",0.01,0.828,0.667,0.893,0.655,0.592,0.78,0.823,0.75,0.856,0.724,0.598,0.803,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(175,)",0.001,0.827,0.633,0.907,0.638,0.585,0.77,0.869,0.7,0.944,0.77,0.691,0.822,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(175,)",0.0001,0.875,0.633,0.973,0.704,0.687,0.803,0.815,0.7,0.867,0.706,0.581,0.783,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(200,)",0.1,0.808,0.8,0.81,0.695,0.579,0.805,0.769,0.8,0.756,0.68,0.523,0.778,0.808,0.875,0.778,0.737,0.61,0.826
relu,"(200,)",0.01,0.828,0.7,0.879,0.661,0.592,0.79,0.808,0.675,0.867,0.685,0.551,0.771,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(200,)",0.001,0.809,0.633,0.879,0.623,0.537,0.756,0.831,0.65,0.911,0.702,0.597,0.781,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(200,)",0.0001,0.828,0.633,0.906,0.645,0.575,0.77,0.815,0.675,0.878,0.694,0.569,0.776,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(225,)",0.1,0.779,0.767,0.784,0.66,0.526,0.775,0.785,0.8,0.778,0.697,0.548,0.789,0.808,0.875,0.778,0.737,0.61,0.826
relu,"(225,)",0.01,0.818,0.667,0.879,0.64,0.565,0.773,0.846,0.675,0.922,0.73,0.628,0.799,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(225,)",0.001,0.808,0.633,0.879,0.615,0.537,0.756,0.854,0.525,1.0,0.687,0.658,0.762,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(225,)",0.0001,0.808,0.633,0.879,0.615,0.537,0.756,0.862,0.55,1.0,0.708,0.677,0.775,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(250,)",0.1,0.818,0.767,0.838,0.702,0.587,0.802,0.769,0.775,0.767,0.676,0.513,0.771,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(250,)",0.01,0.838,0.7,0.893,0.676,0.616,0.797,0.838,0.675,0.911,0.72,0.618,0.793,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(250,)",0.001,0.828,0.667,0.893,0.655,0.592,0.78,0.877,0.725,0.944,0.783,0.71,0.835,0.923,0.75,1.0,0.857,0.822,0.875
relu,"(250,)",0.0001,0.818,0.6,0.907,0.621,0.558,0.753,0.885,0.75,0.944,0.801,0.728,0.847,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(275,)",0.1,0.799,0.767,0.811,0.685,0.558,0.789,0.785,0.825,0.767,0.702,0.556,0.796,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(275,)",0.01,0.818,0.7,0.865,0.648,0.572,0.782,0.8,0.625,0.878,0.66,0.522,0.751,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(275,)",0.001,0.818,0.667,0.879,0.64,0.565,0.773,0.838,0.625,0.933,0.705,0.606,0.779,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(275,)",0.0001,0.798,0.633,0.865,0.604,0.515,0.749,0.831,0.65,0.911,0.704,0.594,0.781,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(300,)",0.1,0.79,0.733,0.811,0.626,0.542,0.772,0.792,0.875,0.756,0.721,0.597,0.815,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(300,)",0.01,0.818,0.667,0.879,0.64,0.565,0.773,0.838,0.675,0.911,0.723,0.615,0.793,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(300,)",0.001,0.827,0.667,0.892,0.65,0.582,0.78,0.877,0.6,1.0,0.746,0.713,0.8,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(300,)",0.0001,0.827,0.633,0.906,0.637,0.575,0.77,0.862,0.6,0.978,0.727,0.668,0.789,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(25,5)",0.1,0.798,0.7,0.839,0.659,0.537,0.77,0.862,0.875,0.856,0.795,0.702,0.865,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(25,5)",0.01,0.789,0.633,0.852,0.596,0.508,0.743,0.815,0.8,0.822,0.725,0.595,0.811,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(25,5)",0.001,0.837,0.633,0.92,0.677,0.608,0.777,0.815,0.65,0.889,0.683,0.559,0.769,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(25,5)",0.0001,0.875,0.633,0.973,0.732,0.689,0.803,0.808,0.5,0.944,0.615,0.52,0.722,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(50,10)",0.1,0.789,0.633,0.851,0.61,0.474,0.742,0.808,0.775,0.822,0.714,0.584,0.799,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(50,10)",0.01,0.818,0.667,0.88,0.647,0.552,0.773,0.877,0.775,0.922,0.793,0.709,0.849,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(50,10)",0.001,0.828,0.633,0.907,0.647,0.582,0.77,0.862,0.675,0.944,0.749,0.663,0.81,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(50,10)",0.0001,0.847,0.633,0.933,0.674,0.629,0.783,0.854,0.675,0.933,0.737,0.645,0.804,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(75,15)",0.1,0.808,0.767,0.824,0.691,0.569,0.795,0.769,0.725,0.789,0.66,0.493,0.757,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(75,15)",0.01,0.808,0.667,0.865,0.628,0.544,0.766,0.877,0.75,0.933,0.788,0.705,0.842,0.923,0.75,1.0,0.857,0.822,0.875
relu,"(75,15)",0.001,0.856,0.7,0.92,0.721,0.659,0.81,0.908,0.7,1.0,0.819,0.785,0.85,0.923,0.75,1.0,0.857,0.822,0.875
relu,"(75,15)",0.0001,0.846,0.567,0.96,0.667,0.618,0.763,0.885,0.625,1.0,0.763,0.731,0.812,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(100,20)",0.1,0.761,0.7,0.786,0.633,0.479,0.743,0.8,0.85,0.778,0.724,0.589,0.814,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(100,20)",0.01,0.808,0.667,0.866,0.63,0.551,0.766,0.838,0.625,0.933,0.702,0.612,0.779,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(100,20)",0.001,0.827,0.6,0.919,0.625,0.56,0.76,0.862,0.65,0.956,0.742,0.665,0.803,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(100,20)",0.0001,0.827,0.6,0.919,0.625,0.56,0.76,0.862,0.65,0.956,0.74,0.664,0.803,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(125,25)",0.1,0.828,0.767,0.852,0.715,0.606,0.81,0.792,0.9,0.744,0.73,0.603,0.822,0.808,0.875,0.778,0.737,0.61,0.826
relu,"(125,25)",0.01,0.808,0.667,0.866,0.63,0.551,0.766,0.8,0.675,0.856,0.672,0.546,0.765,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(125,25)",0.001,0.828,0.633,0.907,0.648,0.581,0.77,0.846,0.75,0.889,0.748,0.642,0.819,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(125,25)",0.0001,0.847,0.633,0.933,0.671,0.618,0.783,0.823,0.675,0.889,0.701,0.58,0.782,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(150,30)",0.1,0.798,0.6,0.879,0.598,0.513,0.74,0.785,0.675,0.833,0.655,0.501,0.754,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(150,30)",0.01,0.818,0.667,0.879,0.64,0.565,0.773,0.869,0.675,0.956,0.761,0.688,0.815,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(150,30)",0.001,0.807,0.6,0.892,0.594,0.524,0.746,0.892,0.65,1.0,0.787,0.75,0.825,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(150,30)",0.0001,0.798,0.567,0.892,0.576,0.497,0.73,0.892,0.675,0.989,0.793,0.748,0.832,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(175,35)",0.1,0.856,0.8,0.878,0.752,0.675,0.839,0.808,0.725,0.844,0.695,0.557,0.785,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(175,35)",0.01,0.828,0.733,0.865,0.667,0.602,0.799,0.862,0.75,0.911,0.769,0.674,0.831,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(175,35)",0.001,0.837,0.6,0.933,0.645,0.597,0.767,0.862,0.675,0.944,0.75,0.668,0.81,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(175,35)",0.0001,0.846,0.567,0.96,0.653,0.624,0.763,0.854,0.675,0.933,0.739,0.647,0.804,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(200,40)",0.1,0.807,0.733,0.837,0.679,0.557,0.785,0.792,0.75,0.811,0.689,0.542,0.781,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(200,40)",0.01,0.828,0.7,0.88,0.667,0.601,0.79,0.831,0.75,0.867,0.73,0.609,0.808,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(200,40)",0.001,0.837,0.633,0.92,0.659,0.603,0.777,0.846,0.625,0.944,0.713,0.628,0.785,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(200,40)",0.0001,0.847,0.6,0.947,0.664,0.618,0.773,0.831,0.6,0.933,0.682,0.585,0.767,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(225,45)",0.1,0.807,0.733,0.837,0.692,0.56,0.785,0.769,0.725,0.789,0.656,0.492,0.757,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(225,45)",0.01,0.808,0.667,0.866,0.63,0.551,0.766,0.8,0.6,0.889,0.655,0.532,0.744,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(225,45)",0.001,0.847,0.633,0.933,0.672,0.622,0.783,0.815,0.55,0.933,0.644,0.549,0.742,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(225,45)",0.0001,0.865,0.567,0.987,0.672,0.658,0.777,0.808,0.575,0.911,0.644,0.528,0.743,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(250,50)",0.1,0.778,0.7,0.81,0.64,0.498,0.755,0.792,0.775,0.8,0.698,0.551,0.788,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(250,50)",0.01,0.799,0.7,0.838,0.63,0.545,0.769,0.862,0.725,0.922,0.761,0.668,0.824,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(250,50)",0.001,0.866,0.7,0.933,0.715,0.672,0.817,0.862,0.625,0.967,0.736,0.667,0.796,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(250,50)",0.0001,0.846,0.633,0.933,0.667,0.624,0.783,0.838,0.575,0.956,0.686,0.604,0.765,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(275,55)",0.1,0.846,0.667,0.92,0.699,0.638,0.793,0.823,0.8,0.833,0.736,0.612,0.817,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(275,55)",0.01,0.798,0.7,0.837,0.651,0.544,0.769,0.877,0.825,0.9,0.804,0.716,0.862,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(275,55)",0.001,0.836,0.667,0.906,0.679,0.603,0.786,0.854,0.65,0.944,0.731,0.644,0.797,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(275,55)",0.0001,0.846,0.667,0.919,0.691,0.623,0.793,0.862,0.675,0.944,0.749,0.663,0.81,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(300,60)",0.1,0.817,0.7,0.865,0.686,0.565,0.782,0.785,0.725,0.811,0.673,0.518,0.768,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(300,60)",0.01,0.798,0.7,0.837,0.628,0.541,0.769,0.838,0.6,0.944,0.697,0.611,0.772,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(300,60)",0.001,0.827,0.633,0.907,0.639,0.584,0.77,0.846,0.5,1.0,0.663,0.638,0.75,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(300,60)",0.0001,0.836,0.533,0.96,0.616,0.587,0.747,0.823,0.425,1.0,0.594,0.581,0.712,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(25,12)",0.1,0.808,0.667,0.865,0.634,0.55,0.766,0.838,0.825,0.844,0.759,0.646,0.835,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(25,12)",0.01,0.828,0.7,0.88,0.668,0.601,0.79,0.854,0.75,0.9,0.755,0.656,0.825,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(25,12)",0.001,0.847,0.7,0.907,0.708,0.641,0.803,0.8,0.475,0.944,0.591,0.499,0.71,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(25,12)",0.0001,0.846,0.633,0.933,0.671,0.627,0.783,0.8,0.45,0.956,0.577,0.496,0.703,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(50,25)",0.1,0.808,0.767,0.824,0.689,0.57,0.795,0.8,0.825,0.789,0.717,0.579,0.807,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(50,25)",0.01,0.808,0.667,0.866,0.63,0.551,0.766,0.838,0.7,0.9,0.723,0.617,0.8,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(50,25)",0.001,0.828,0.633,0.907,0.65,0.584,0.77,0.792,0.6,0.878,0.64,0.5,0.739,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(50,25)",0.0001,0.847,0.633,0.933,0.675,0.625,0.783,0.777,0.625,0.844,0.634,0.475,0.735,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(75,37)",0.1,0.818,0.733,0.852,0.695,0.584,0.793,0.746,0.75,0.744,0.647,0.467,0.747,0.692,0.625,0.722,0.556,0.329,0.674
relu,"(75,37)",0.01,0.798,0.667,0.851,0.618,0.53,0.759,0.862,0.625,0.967,0.734,0.664,0.796,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(75,37)",0.001,0.856,0.667,0.932,0.711,0.643,0.8,0.854,0.575,0.978,0.705,0.647,0.776,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(75,37)",0.0001,0.884,0.633,0.987,0.742,0.714,0.81,0.838,0.5,0.989,0.653,0.615,0.744,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(100,50)",0.1,0.817,0.7,0.865,0.68,0.573,0.782,0.815,0.775,0.833,0.721,0.589,0.804,0.808,0.875,0.778,0.737,0.61,0.826
relu,"(100,50)",0.01,0.818,0.7,0.866,0.673,0.583,0.783,0.846,0.625,0.944,0.717,0.631,0.785,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(100,50)",0.001,0.855,0.667,0.932,0.704,0.641,0.8,0.792,0.425,0.956,0.555,0.48,0.69,0.769,0.25,1.0,0.4,0.433,0.625
relu,"(100,50)",0.0001,0.874,0.667,0.959,0.731,0.686,0.813,0.769,0.375,0.944,0.496,0.405,0.66,0.731,0.25,0.944,0.364,0.281,0.597
relu,"(125,62)",0.1,0.779,0.7,0.811,0.638,0.495,0.756,0.815,0.825,0.811,0.733,0.606,0.818,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(125,62)",0.01,0.818,0.7,0.866,0.652,0.577,0.783,0.831,0.65,0.911,0.702,0.591,0.781,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(125,62)",0.001,0.836,0.567,0.947,0.623,0.587,0.757,0.838,0.6,0.944,0.696,0.607,0.772,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(125,62)",0.0001,0.846,0.567,0.96,0.636,0.606,0.763,0.815,0.525,0.944,0.636,0.547,0.735,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(150,75)",0.1,0.818,0.767,0.838,0.705,0.6,0.802,0.785,0.725,0.811,0.675,0.518,0.768,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(150,75)",0.01,0.828,0.7,0.88,0.667,0.601,0.79,0.846,0.7,0.911,0.742,0.638,0.806,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(150,75)",0.001,0.846,0.633,0.933,0.663,0.623,0.783,0.808,0.55,0.922,0.637,0.524,0.736,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(150,75)",0.0001,0.865,0.633,0.96,0.687,0.659,0.797,0.785,0.525,0.9,0.601,0.469,0.712,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(175,87)",0.1,0.788,0.733,0.811,0.659,0.53,0.772,0.8,0.8,0.8,0.713,0.572,0.8,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(175,87)",0.01,0.828,0.7,0.88,0.667,0.601,0.79,0.862,0.75,0.911,0.771,0.677,0.831,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(175,87)",0.001,0.837,0.633,0.92,0.66,0.601,0.777,0.831,0.6,0.933,0.687,0.594,0.767,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(175,87)",0.0001,0.847,0.6,0.947,0.662,0.612,0.773,0.846,0.55,0.978,0.687,0.629,0.764,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(200,100)",0.1,0.808,0.767,0.825,0.695,0.572,0.796,0.785,0.775,0.789,0.689,0.537,0.782,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(200,100)",0.01,0.838,0.7,0.893,0.677,0.618,0.797,0.846,0.725,0.9,0.744,0.638,0.812,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(200,100)",0.001,0.818,0.6,0.907,0.621,0.558,0.753,0.792,0.5,0.922,0.595,0.481,0.711,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(200,100)",0.0001,0.818,0.567,0.92,0.613,0.55,0.743,0.785,0.45,0.933,0.559,0.46,0.692,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(225,112)",0.1,0.826,0.833,0.823,0.737,0.627,0.828,0.8,0.775,0.811,0.705,0.561,0.793,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(225,112)",0.01,0.838,0.7,0.893,0.677,0.618,0.797,0.854,0.6,0.967,0.716,0.646,0.783,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(225,112)",0.001,0.837,0.6,0.933,0.642,0.595,0.767,0.808,0.425,0.978,0.573,0.533,0.701,0.846,0.5,1.0,0.667,0.64,0.75
