Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-25.8,22.5,-0.2,0.822,0.916,0.728,0.839,0.656,0.822,0.664,0.436,0.724,0.351,0.142,0.58,0.642,0.364,0.714,0.296,0.069,0.539
linear,5,-48.4,36.2,-0.4,0.846,0.922,0.771,0.858,0.701,0.846,0.638,0.436,0.69,0.335,0.111,0.563,0.679,0.455,0.738,0.37,0.17,0.596
linear,10,-73.5,54.9,-0.2,0.843,0.928,0.759,0.856,0.696,0.843,0.679,0.455,0.738,0.37,0.172,0.596,0.642,0.455,0.69,0.345,0.124,0.573
linear,15,-88.7,75.4,-0.3,0.834,0.916,0.753,0.847,0.678,0.834,0.668,0.455,0.724,0.363,0.158,0.589,0.642,0.455,0.69,0.345,0.124,0.573
