Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-27.2,6.2,-0.3,0.777,0.873,0.681,0.795,0.571,0.777,0.581,0.545,0.59,0.35,0.112,0.568,0.604,0.636,0.595,0.4,0.189,0.616
linear,5,-37.4,25.2,-0.7,0.771,0.916,0.627,0.8,0.572,0.771,0.566,0.636,0.548,0.382,0.151,0.592,0.547,0.636,0.524,0.368,0.13,0.58
linear,10,-39.4,28.4,-0.6,0.771,0.904,0.639,0.798,0.567,0.771,0.592,0.655,0.576,0.402,0.189,0.615,0.547,0.636,0.524,0.368,0.13,0.58
linear,15,-39.8,28.5,-0.6,0.771,0.904,0.639,0.798,0.567,0.771,0.596,0.655,0.581,0.404,0.193,0.618,0.547,0.636,0.524,0.368,0.13,0.58
