Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-4.1,3.4,-0.1,0.955,0.988,0.922,0.956,0.912,0.955,0.804,0.582,0.862,0.551,0.427,0.722,0.83,0.636,0.881,0.609,0.501,0.759
poly,1,2,0.1,1,-2.7,3.8,0.1,0.952,0.964,0.94,0.952,0.904,0.952,0.838,0.564,0.91,0.594,0.496,0.737,0.83,0.545,0.905,0.571,0.467,0.725
poly,1,2,0.1,2,-2.7,4.1,0.2,0.949,0.952,0.946,0.949,0.898,0.949,0.811,0.473,0.9,0.51,0.397,0.686,0.849,0.455,0.952,0.556,0.487,0.703
poly,1,2,0.1,3,-3.2,4.4,0.2,0.94,0.952,0.928,0.941,0.88,0.94,0.796,0.473,0.881,0.489,0.363,0.677,0.83,0.455,0.929,0.526,0.434,0.692
poly,1,2,0.1,4,-3.5,4.7,0.2,0.94,0.958,0.922,0.941,0.88,0.94,0.781,0.455,0.867,0.46,0.324,0.661,0.774,0.455,0.857,0.455,0.312,0.656
poly,1,2,0.01,0,-1.3,3.2,-0.5,0.906,0.934,0.879,0.909,0.816,0.906,0.758,0.618,0.795,0.514,0.37,0.707,0.755,0.636,0.786,0.519,0.373,0.711
poly,1,2,0.01,1,-4.3,4.8,0.1,0.906,0.91,0.904,0.907,0.814,0.907,0.796,0.545,0.862,0.525,0.397,0.704,0.774,0.545,0.833,0.5,0.357,0.689
poly,1,2,0.01,2,-7.2,5.6,0.3,0.898,0.891,0.904,0.897,0.796,0.898,0.77,0.4,0.867,0.419,0.278,0.633,0.755,0.364,0.857,0.381,0.229,0.61
poly,1,2,0.01,3,-9.0,6.1,0.2,0.907,0.916,0.898,0.908,0.814,0.907,0.728,0.455,0.8,0.411,0.239,0.627,0.736,0.364,0.833,0.364,0.197,0.598
poly,1,2,0.01,4,-10.0,6.9,0.4,0.913,0.909,0.916,0.912,0.826,0.913,0.728,0.345,0.829,0.346,0.176,0.587,0.717,0.273,0.833,0.286,0.11,0.553
