Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.9,3.9,0.0,0.949,0.982,0.916,0.95,0.901,0.949,0.819,0.491,0.905,0.533,0.427,0.698,0.811,0.364,0.929,0.444,0.35,0.646
poly,1,2,0.1,1,-2.3,4.1,0.3,0.955,0.946,0.964,0.954,0.912,0.955,0.879,0.509,0.976,0.634,0.595,0.743,0.868,0.455,0.976,0.588,0.551,0.715
poly,1,2,0.1,2,-2.9,4.2,0.1,0.952,0.97,0.934,0.953,0.905,0.952,0.86,0.6,0.929,0.646,0.564,0.764,0.906,0.636,0.976,0.737,0.694,0.806
poly,1,2,0.1,3,-3.3,4.3,0.1,0.952,0.97,0.934,0.953,0.905,0.952,0.849,0.582,0.919,0.618,0.528,0.75,0.887,0.636,0.952,0.7,0.636,0.794
poly,1,2,0.1,4,-3.6,4.4,0.2,0.952,0.97,0.934,0.953,0.905,0.952,0.845,0.509,0.933,0.579,0.497,0.721,0.83,0.455,0.929,0.526,0.434,0.692
poly,1,2,0.01,0,-1.4,2.9,-0.4,0.907,0.934,0.88,0.909,0.819,0.907,0.781,0.618,0.824,0.541,0.406,0.721,0.774,0.636,0.81,0.538,0.401,0.723
poly,1,2,0.01,1,-4.0,4.3,0.2,0.931,0.921,0.94,0.93,0.863,0.931,0.853,0.618,0.914,0.636,0.545,0.766,0.849,0.545,0.929,0.6,0.512,0.737
poly,1,2,0.01,2,-4.7,5.0,0.3,0.937,0.94,0.934,0.937,0.874,0.937,0.853,0.636,0.91,0.641,0.549,0.773,0.868,0.636,0.929,0.667,0.586,0.782
poly,1,2,0.01,3,-5.1,5.6,0.4,0.928,0.928,0.928,0.927,0.857,0.928,0.853,0.618,0.914,0.633,0.542,0.766,0.868,0.636,0.929,0.667,0.586,0.782
poly,1,2,0.01,4,-5.8,6.0,0.6,0.928,0.928,0.928,0.927,0.857,0.928,0.86,0.564,0.938,0.625,0.546,0.751,0.811,0.364,0.929,0.444,0.35,0.646
poly,1,2,0.001,0,-0.7,0.4,-0.1,0.57,0.533,0.6,0.468,0.179,0.567,0.581,0.473,0.61,0.291,0.195,0.541,0.849,0.273,1.0,0.429,0.479,0.636
poly,1,2,0.001,1,-1.9,1.9,0.2,0.837,0.771,0.904,0.823,0.681,0.837,0.891,0.945,0.876,0.782,0.732,0.911,0.906,1.0,0.881,0.815,0.778,0.94
poly,1,2,0.001,2,-2.4,2.5,0.0,0.843,0.873,0.814,0.846,0.693,0.843,0.838,0.909,0.819,0.699,0.628,0.864,0.849,0.909,0.833,0.714,0.645,0.871
poly,1,2,0.001,3,-2.9,2.8,0.1,0.858,0.849,0.868,0.856,0.72,0.858,0.868,0.891,0.862,0.737,0.67,0.876,0.868,0.909,0.857,0.741,0.677,0.883
poly,1,2,0.001,4,-3.1,3.0,0.2,0.861,0.843,0.88,0.857,0.726,0.861,0.875,0.8,0.895,0.727,0.652,0.848,0.83,0.727,0.857,0.64,0.538,0.792
