n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.872,0.879,0.865,0.874,0.748,0.872,0.831,0.85,0.822,0.759,0.641,0.836,0.846,0.75,0.889,0.75,0.639,0.819
200,None,0.5,0.851,0.892,0.81,0.859,0.706,0.851,0.8,0.825,0.789,0.725,0.588,0.807,0.846,0.75,0.889,0.75,0.639,0.819
200,None,0.75,0.851,0.906,0.797,0.859,0.711,0.851,0.792,0.85,0.767,0.72,0.579,0.808,0.808,0.875,0.778,0.737,0.61,0.826
200,None,None,0.851,0.906,0.797,0.859,0.711,0.851,0.815,0.9,0.778,0.754,0.641,0.839,0.808,0.875,0.778,0.737,0.61,0.826
400,None,0.25,0.872,0.892,0.851,0.876,0.752,0.872,0.831,0.825,0.833,0.757,0.639,0.829,0.885,0.875,0.889,0.824,0.741,0.882
400,None,0.5,0.845,0.892,0.797,0.853,0.694,0.845,0.792,0.825,0.778,0.714,0.571,0.801,0.885,0.875,0.889,0.824,0.741,0.882
400,None,0.75,0.845,0.906,0.784,0.854,0.7,0.845,0.808,0.875,0.778,0.741,0.615,0.826,0.885,0.875,0.889,0.824,0.741,0.882
400,None,None,0.851,0.906,0.797,0.859,0.711,0.851,0.815,0.875,0.789,0.75,0.629,0.832,0.846,0.875,0.833,0.778,0.672,0.854
600,None,0.25,0.858,0.879,0.838,0.863,0.721,0.859,0.823,0.85,0.811,0.756,0.633,0.831,0.885,0.875,0.889,0.824,0.741,0.882
600,None,0.5,0.851,0.906,0.797,0.86,0.71,0.851,0.8,0.85,0.778,0.728,0.592,0.814,0.808,0.875,0.778,0.737,0.61,0.826
600,None,0.75,0.845,0.906,0.784,0.854,0.7,0.845,0.792,0.85,0.767,0.719,0.581,0.808,0.846,0.875,0.833,0.778,0.672,0.854
600,None,None,0.851,0.906,0.797,0.859,0.711,0.851,0.815,0.875,0.789,0.75,0.629,0.832,0.846,0.875,0.833,0.778,0.672,0.854
800,None,0.25,0.872,0.879,0.866,0.874,0.748,0.872,0.815,0.85,0.8,0.747,0.619,0.825,0.885,0.875,0.889,0.824,0.741,0.882
800,None,0.5,0.851,0.906,0.797,0.86,0.71,0.851,0.8,0.85,0.778,0.728,0.592,0.814,0.846,0.875,0.833,0.778,0.672,0.854
800,None,0.75,0.845,0.906,0.784,0.854,0.7,0.845,0.8,0.875,0.767,0.733,0.603,0.821,0.846,0.875,0.833,0.778,0.672,0.854
800,None,None,0.851,0.906,0.797,0.859,0.711,0.851,0.815,0.875,0.789,0.75,0.629,0.832,0.846,0.875,0.833,0.778,0.672,0.854
1000,None,0.25,0.879,0.892,0.866,0.881,0.764,0.879,0.815,0.85,0.8,0.747,0.619,0.825,0.885,0.875,0.889,0.824,0.741,0.882
1000,None,0.5,0.851,0.906,0.797,0.86,0.71,0.851,0.8,0.85,0.778,0.728,0.592,0.814,0.846,0.875,0.833,0.778,0.672,0.854
1000,None,0.75,0.845,0.906,0.784,0.854,0.7,0.845,0.8,0.875,0.767,0.733,0.603,0.821,0.846,0.875,0.833,0.778,0.672,0.854
1000,None,None,0.851,0.906,0.797,0.859,0.711,0.851,0.8,0.85,0.778,0.728,0.595,0.814,0.846,0.875,0.833,0.778,0.672,0.854
