n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.799,0.047,0.994,0.08,0.095,0.521,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
200,None,0.5,0.809,0.097,0.994,0.14,0.152,0.546,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
200,None,0.75,0.804,0.119,0.982,0.169,0.168,0.551,0.792,0.018,0.995,0.033,0.04,0.507,0.792,0.0,1.0,0.0,0.0,0.5
200,None,None,0.804,0.142,0.976,0.206,0.212,0.559,0.808,0.073,1.0,0.128,0.186,0.536,0.811,0.091,1.0,0.167,0.271,0.545
400,None,0.25,0.799,0.047,0.994,0.08,0.095,0.521,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
400,None,0.5,0.813,0.119,0.994,0.18,0.212,0.557,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
400,None,0.75,0.809,0.119,0.988,0.176,0.183,0.554,0.796,0.036,0.995,0.067,0.094,0.516,0.792,0.0,1.0,0.0,0.0,0.5
400,None,None,0.813,0.142,0.988,0.216,0.243,0.565,0.808,0.073,1.0,0.128,0.186,0.536,0.792,0.0,1.0,0.0,0.0,0.5
600,None,0.25,0.809,0.072,1.0,0.12,0.152,0.536,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.813,0.119,0.994,0.18,0.212,0.557,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
600,None,0.75,0.809,0.119,0.988,0.176,0.183,0.554,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
600,None,None,0.813,0.142,0.988,0.216,0.243,0.565,0.796,0.036,0.995,0.064,0.083,0.516,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.25,0.813,0.097,1.0,0.149,0.174,0.549,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.5,0.818,0.142,0.994,0.213,0.238,0.568,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.75,0.804,0.097,0.988,0.136,0.124,0.543,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
800,None,None,0.809,0.119,0.988,0.176,0.183,0.554,0.8,0.036,1.0,0.062,0.077,0.518,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.25,0.809,0.072,1.0,0.12,0.152,0.536,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.5,0.809,0.119,0.988,0.176,0.183,0.554,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.75,0.809,0.119,0.988,0.176,0.183,0.554,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,None,0.813,0.142,0.988,0.216,0.243,0.565,0.8,0.036,1.0,0.062,0.077,0.518,0.792,0.0,1.0,0.0,0.0,0.5
