n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.794,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
200,None,0.5,0.799,0.022,1.0,0.04,0.06,0.511,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
200,None,0.75,0.794,0.0,1.0,0.0,0.0,0.5,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
200,None,None,0.794,0.0,1.0,0.0,0.0,0.5,0.804,0.055,1.0,0.1,0.163,0.527,0.792,0.0,1.0,0.0,0.0,0.5
400,None,0.25,0.794,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
400,None,0.5,0.799,0.022,1.0,0.04,0.06,0.511,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
400,None,0.75,0.794,0.0,1.0,0.0,0.0,0.5,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
400,None,None,0.794,0.0,1.0,0.0,0.0,0.5,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
600,None,0.25,0.794,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.794,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
600,None,0.75,0.794,0.0,1.0,0.0,0.0,0.5,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
600,None,None,0.794,0.0,1.0,0.0,0.0,0.5,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.25,0.794,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.5,0.799,0.022,1.0,0.04,0.06,0.511,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
800,None,0.75,0.794,0.0,1.0,0.0,0.0,0.5,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
800,None,None,0.794,0.0,1.0,0.0,0.0,0.5,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.25,0.794,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.5,0.794,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,0.75,0.794,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
1000,None,None,0.794,0.0,1.0,0.0,0.0,0.5,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
