activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.817,0.866,0.771,0.823,0.667,0.819,0.692,0.55,0.756,0.525,0.308,0.653,0.692,0.625,0.722,0.556,0.329,0.674
relu,"(25,)",0.01,0.844,0.852,0.838,0.841,0.714,0.845,0.723,0.55,0.8,0.538,0.358,0.675,0.846,0.875,0.833,0.778,0.672,0.854
relu,"(25,)",0.001,0.852,0.866,0.839,0.853,0.722,0.852,0.792,0.875,0.756,0.725,0.591,0.815,0.808,0.875,0.778,0.737,0.61,0.826
relu,"(25,)",0.0001,0.798,0.757,0.839,0.79,0.6,0.798,0.808,0.775,0.822,0.713,0.576,0.799,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(50,)",0.1,0.824,0.839,0.81,0.818,0.675,0.825,0.723,0.575,0.789,0.562,0.364,0.682,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(50,)",0.01,0.831,0.852,0.812,0.829,0.694,0.832,0.762,0.65,0.811,0.622,0.457,0.731,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(50,)",0.001,0.831,0.866,0.799,0.834,0.693,0.832,0.746,0.625,0.8,0.602,0.421,0.712,0.692,0.375,0.833,0.429,0.228,0.604
relu,"(50,)",0.0001,0.831,0.798,0.865,0.825,0.666,0.831,0.762,0.75,0.767,0.66,0.49,0.758,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(75,)",0.1,0.838,0.852,0.826,0.835,0.705,0.839,0.685,0.5,0.767,0.494,0.268,0.633,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(75,)",0.01,0.844,0.851,0.839,0.843,0.713,0.845,0.738,0.625,0.789,0.59,0.403,0.707,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(75,)",0.001,0.865,0.879,0.853,0.866,0.756,0.866,0.777,0.775,0.778,0.68,0.526,0.776,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(75,)",0.0001,0.824,0.797,0.851,0.82,0.654,0.824,0.769,0.775,0.767,0.673,0.511,0.771,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(100,)",0.1,0.817,0.839,0.797,0.812,0.664,0.818,0.7,0.65,0.722,0.571,0.357,0.686,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(100,)",0.01,0.838,0.852,0.825,0.835,0.696,0.839,0.769,0.65,0.822,0.635,0.47,0.736,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(100,)",0.001,0.845,0.866,0.826,0.845,0.716,0.846,0.769,0.725,0.789,0.657,0.494,0.757,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(100,)",0.0001,0.824,0.797,0.851,0.82,0.655,0.824,0.731,0.775,0.711,0.639,0.454,0.743,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(125,)",0.1,0.817,0.852,0.785,0.821,0.659,0.819,0.708,0.575,0.767,0.549,0.335,0.671,0.692,0.625,0.722,0.556,0.329,0.674
