Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.8,0.9,-0.5,0.543,0.767,0.475,0.439,0.208,0.621,0.501,0.737,0.427,0.416,0.143,0.582,0.532,0.737,0.467,0.431,0.176,0.602
RBF,1,0.01,-1.5,1.0,0.1,0.799,0.299,0.95,0.401,0.353,0.625,0.77,0.358,0.9,0.43,0.304,0.629,0.785,0.368,0.917,0.452,0.339,0.643
RBF,1,0.001,-1.1,1.7,0.4,0.805,0.191,0.992,0.311,0.361,0.592,0.815,0.305,0.977,0.442,0.42,0.641,0.823,0.316,0.983,0.462,0.45,0.65
RBF,1,0.0001,-0.8,0.9,0.1,0.799,0.248,0.967,0.352,0.34,0.607,0.785,0.337,0.927,0.425,0.334,0.632,0.797,0.158,1.0,0.273,0.353,0.579
RBF,1,1e-05,0.8,1.0,0.9,0.77,0.288,0.917,0.348,0.249,0.602,0.775,0.347,0.91,0.424,0.311,0.629,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-2.5,1.5,-0.6,0.514,0.794,0.429,0.432,0.196,0.612,0.547,0.811,0.463,0.463,0.24,0.637,0.582,0.842,0.5,0.492,0.296,0.671
RBF,5,0.01,-2.4,2.3,0.2,0.78,0.396,0.896,0.451,0.325,0.646,0.711,0.316,0.837,0.344,0.166,0.576,0.696,0.263,0.833,0.294,0.105,0.548
RBF,5,0.001,-1.8,2.5,0.7,0.802,0.177,0.992,0.29,0.345,0.584,0.787,0.168,0.983,0.269,0.287,0.576,0.797,0.211,0.983,0.333,0.34,0.597
RBF,5,0.0001,-1.1,1.6,0.2,0.796,0.191,0.979,0.302,0.311,0.585,0.805,0.295,0.967,0.418,0.382,0.631,0.785,0.316,0.933,0.414,0.32,0.625
RBF,5,1e-05,-1.0,1.0,-0.7,0.472,0.686,0.4,0.372,0.167,0.543,0.463,0.747,0.373,0.42,0.15,0.56,0.772,0.421,0.883,0.471,0.332,0.652
RBF,10,0.1,-3.1,1.5,-0.5,0.556,0.67,0.521,0.413,0.162,0.596,0.61,0.758,0.563,0.483,0.275,0.661,0.646,0.842,0.583,0.533,0.364,0.713
RBF,10,0.01,-3.6,2.4,0.1,0.735,0.383,0.842,0.404,0.238,0.612,0.668,0.305,0.783,0.31,0.094,0.544,0.671,0.263,0.8,0.278,0.066,0.532
RBF,10,0.001,-3.1,3.2,1.1,0.796,0.163,0.988,0.255,0.31,0.575,0.777,0.147,0.977,0.23,0.238,0.562,0.81,0.263,0.983,0.4,0.398,0.623
RBF,10,0.0001,-1.2,1.9,0.3,0.799,0.205,0.979,0.32,0.329,0.592,0.808,0.316,0.963,0.44,0.394,0.64,0.797,0.316,0.95,0.429,0.358,0.633
RBF,10,1e-05,-1.0,0.9,0.1,0.792,0.163,0.983,0.254,0.293,0.573,0.787,0.221,0.967,0.308,0.308,0.594,0.785,0.158,0.983,0.261,0.275,0.571
