Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.9,0.6,-0.6,0.482,0.81,0.383,0.421,0.173,0.596,0.456,0.811,0.343,0.418,0.142,0.577,0.43,0.789,0.317,0.4,0.1,0.553
RBF,1,0.01,-1.5,1.2,0.1,0.837,0.394,0.971,0.521,0.488,0.683,0.82,0.453,0.937,0.547,0.458,0.695,0.823,0.474,0.933,0.562,0.469,0.704
RBF,1,0.001,-1.2,1.9,0.2,0.818,0.259,0.988,0.39,0.409,0.623,0.795,0.326,0.943,0.433,0.357,0.635,0.785,0.316,0.933,0.414,0.32,0.625
RBF,1,0.0001,-1.0,0.9,-0.0,0.799,0.166,0.992,0.273,0.327,0.579,0.8,0.242,0.977,0.366,0.353,0.609,0.797,0.211,0.983,0.333,0.34,0.597
RBF,1,1e-05,0.8,1.0,0.9,0.796,0.152,0.992,0.251,0.308,0.572,0.8,0.211,0.987,0.334,0.358,0.599,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-2.5,0.6,-0.4,0.614,0.571,0.625,0.397,0.179,0.598,0.658,0.6,0.677,0.447,0.242,0.638,0.684,0.737,0.667,0.528,0.348,0.702
RBF,5,0.01,-2.3,1.7,0.3,0.776,0.312,0.917,0.391,0.284,0.615,0.8,0.411,0.923,0.489,0.386,0.667,0.797,0.474,0.9,0.529,0.407,0.687
RBF,5,0.001,-1.7,3.0,0.1,0.818,0.312,0.971,0.431,0.411,0.642,0.795,0.337,0.94,0.437,0.361,0.638,0.81,0.368,0.95,0.483,0.409,0.659
RBF,5,0.0001,-1.2,1.6,0.1,0.799,0.219,0.975,0.337,0.332,0.597,0.792,0.326,0.94,0.431,0.349,0.633,0.772,0.316,0.917,0.4,0.287,0.616
RBF,5,1e-05,-1.1,1.0,0.4,0.783,0.133,0.979,0.184,0.182,0.556,0.782,0.168,0.977,0.237,0.219,0.573,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-2.5,0.6,-0.4,0.607,0.63,0.6,0.434,0.205,0.615,0.658,0.684,0.65,0.491,0.289,0.667,0.696,0.737,0.683,0.538,0.364,0.71
RBF,10,0.01,-2.7,1.9,-0.1,0.703,0.463,0.775,0.417,0.224,0.619,0.729,0.526,0.793,0.482,0.304,0.66,0.759,0.632,0.8,0.558,0.401,0.716
RBF,10,0.001,-2.0,3.4,0.6,0.821,0.257,0.992,0.388,0.412,0.624,0.782,0.189,0.97,0.292,0.266,0.58,0.785,0.211,0.967,0.32,0.286,0.589
RBF,10,0.0001,-1.3,2.1,0.3,0.805,0.206,0.988,0.328,0.357,0.597,0.792,0.284,0.953,0.397,0.336,0.619,0.785,0.316,0.933,0.414,0.32,0.625
RBF,10,1e-05,-1.1,0.9,-0.0,0.796,0.151,0.992,0.253,0.311,0.572,0.795,0.2,0.983,0.319,0.327,0.592,0.797,0.211,0.983,0.333,0.34,0.597
