Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.8,0.5,-0.4,0.534,0.685,0.488,0.408,0.147,0.586,0.57,0.747,0.513,0.456,0.224,0.63,0.595,0.737,0.55,0.467,0.245,0.643
RBF,1,0.01,-1.5,1.0,0.2,0.821,0.287,0.983,0.418,0.42,0.635,0.846,0.453,0.97,0.584,0.535,0.711,0.835,0.474,0.95,0.581,0.505,0.712
RBF,1,0.001,-1.2,2.0,0.1,0.818,0.272,0.983,0.406,0.414,0.628,0.782,0.305,0.933,0.402,0.309,0.619,0.785,0.316,0.933,0.414,0.32,0.625
RBF,1,0.0001,-1.1,0.9,-0.2,0.793,0.233,0.962,0.336,0.298,0.598,0.797,0.389,0.927,0.48,0.38,0.658,0.785,0.421,0.9,0.485,0.359,0.661
RBF,1,1e-05,0.7,1.0,0.9,0.783,0.083,0.996,0.15,0.228,0.539,0.785,0.105,1.0,0.19,0.286,0.553,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-2.0,0.5,-0.8,0.403,0.863,0.262,0.402,0.128,0.563,0.385,0.884,0.227,0.409,0.117,0.555,0.392,0.895,0.233,0.415,0.136,0.564
RBF,5,0.01,-2.3,1.8,0.1,0.744,0.354,0.862,0.389,0.235,0.608,0.785,0.463,0.887,0.507,0.376,0.675,0.785,0.579,0.85,0.564,0.422,0.714
RBF,5,0.001,-1.5,2.8,0.2,0.811,0.272,0.975,0.395,0.387,0.624,0.79,0.263,0.957,0.375,0.32,0.61,0.785,0.263,0.95,0.37,0.302,0.607
RBF,5,0.0001,-1.3,1.9,0.1,0.799,0.26,0.962,0.377,0.351,0.611,0.777,0.326,0.92,0.413,0.306,0.623,0.772,0.316,0.917,0.4,0.287,0.616
RBF,5,1e-05,-1.1,0.9,0.1,0.767,0.215,0.933,0.258,0.224,0.574,0.782,0.263,0.947,0.326,0.303,0.605,0.785,0.105,1.0,0.19,0.286,0.553
RBF,10,0.1,-2.0,0.5,-0.8,0.403,0.863,0.262,0.402,0.128,0.563,0.385,0.884,0.227,0.409,0.117,0.555,0.392,0.895,0.233,0.415,0.136,0.564
RBF,10,0.01,-2.8,2.1,-0.2,0.696,0.504,0.754,0.432,0.236,0.629,0.673,0.611,0.693,0.474,0.269,0.652,0.696,0.632,0.717,0.5,0.309,0.674
RBF,10,0.001,-1.9,3.2,0.4,0.808,0.244,0.979,0.359,0.362,0.611,0.775,0.242,0.943,0.338,0.263,0.593,0.785,0.316,0.933,0.414,0.32,0.625
RBF,10,0.0001,-1.3,2.3,0.1,0.796,0.259,0.958,0.367,0.328,0.609,0.77,0.305,0.917,0.39,0.278,0.611,0.759,0.316,0.9,0.387,0.257,0.608
RBF,10,1e-05,-1.2,0.9,-0.2,0.789,0.233,0.958,0.335,0.29,0.596,0.797,0.389,0.927,0.48,0.38,0.658,0.785,0.421,0.9,0.485,0.359,0.661
