n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.837,0.533,0.96,0.623,0.579,0.747,0.854,0.55,0.989,0.697,0.655,0.769,0.846,0.625,0.944,0.714,0.624,0.785
200,None,0.5,0.817,0.5,0.946,0.584,0.522,0.723,0.846,0.575,0.967,0.697,0.632,0.771,0.846,0.625,0.944,0.714,0.624,0.785
200,None,0.75,0.798,0.533,0.906,0.573,0.493,0.72,0.846,0.625,0.944,0.716,0.633,0.785,0.846,0.625,0.944,0.714,0.624,0.785
200,None,None,0.788,0.5,0.906,0.542,0.462,0.703,0.846,0.625,0.944,0.716,0.633,0.785,0.808,0.625,0.889,0.667,0.535,0.757
400,None,0.25,0.837,0.533,0.96,0.623,0.579,0.747,0.838,0.5,0.989,0.652,0.617,0.744,0.808,0.5,0.944,0.615,0.52,0.722
400,None,0.5,0.837,0.533,0.96,0.623,0.579,0.747,0.854,0.55,0.989,0.693,0.654,0.769,0.846,0.625,0.944,0.714,0.624,0.785
400,None,0.75,0.798,0.533,0.906,0.573,0.493,0.72,0.854,0.6,0.967,0.713,0.648,0.783,0.846,0.625,0.944,0.714,0.624,0.785
400,None,None,0.798,0.533,0.906,0.573,0.493,0.72,0.846,0.625,0.944,0.716,0.633,0.785,0.846,0.625,0.944,0.714,0.624,0.785
600,None,0.25,0.837,0.533,0.96,0.623,0.579,0.747,0.846,0.525,0.989,0.676,0.636,0.757,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.5,0.827,0.533,0.947,0.61,0.56,0.74,0.854,0.55,0.989,0.693,0.654,0.769,0.846,0.625,0.944,0.714,0.624,0.785
600,None,0.75,0.808,0.533,0.919,0.584,0.509,0.726,0.862,0.625,0.967,0.736,0.668,0.796,0.808,0.5,0.944,0.615,0.52,0.722
600,None,None,0.798,0.533,0.906,0.573,0.493,0.72,0.854,0.625,0.956,0.727,0.653,0.79,0.846,0.625,0.944,0.714,0.624,0.785
800,None,0.25,0.837,0.533,0.96,0.623,0.579,0.747,0.854,0.55,0.989,0.697,0.655,0.769,0.846,0.625,0.944,0.714,0.624,0.785
800,None,0.5,0.808,0.5,0.933,0.573,0.511,0.717,0.838,0.525,0.978,0.662,0.612,0.751,0.846,0.625,0.944,0.714,0.624,0.785
800,None,0.75,0.808,0.533,0.919,0.584,0.509,0.726,0.862,0.625,0.967,0.736,0.668,0.796,0.808,0.5,0.944,0.615,0.52,0.722
800,None,None,0.798,0.533,0.906,0.573,0.493,0.72,0.854,0.625,0.956,0.727,0.653,0.79,0.885,0.75,0.944,0.8,0.723,0.847
1000,None,0.25,0.837,0.533,0.96,0.623,0.579,0.747,0.838,0.5,0.989,0.652,0.617,0.744,0.846,0.625,0.944,0.714,0.624,0.785
1000,None,0.5,0.808,0.5,0.933,0.573,0.511,0.717,0.854,0.575,0.978,0.704,0.649,0.776,0.846,0.625,0.944,0.714,0.624,0.785
1000,None,0.75,0.808,0.533,0.919,0.584,0.509,0.726,0.862,0.625,0.967,0.736,0.668,0.796,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,None,0.798,0.533,0.906,0.573,0.493,0.72,0.862,0.65,0.956,0.745,0.671,0.803,0.846,0.625,0.944,0.714,0.624,0.785
