n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.807,0.333,1.0,0.45,0.455,0.667,0.762,0.25,0.989,0.386,0.398,0.619,0.731,0.125,1.0,0.222,0.3,0.562
200,None,0.5,0.798,0.333,0.987,0.439,0.421,0.66,0.777,0.3,0.989,0.43,0.441,0.644,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.75,0.788,0.3,0.987,0.382,0.351,0.643,0.754,0.275,0.967,0.394,0.373,0.621,0.808,0.375,1.0,0.545,0.542,0.688
200,None,None,0.798,0.367,0.973,0.483,0.463,0.67,0.754,0.325,0.944,0.421,0.323,0.635,0.769,0.25,1.0,0.4,0.433,0.625
400,None,0.25,0.807,0.333,1.0,0.45,0.455,0.667,0.777,0.275,1.0,0.423,0.45,0.638,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.5,0.817,0.367,1.0,0.508,0.526,0.683,0.769,0.275,0.989,0.407,0.418,0.632,0.808,0.375,1.0,0.545,0.542,0.688
400,None,0.75,0.797,0.333,0.987,0.439,0.422,0.66,0.762,0.3,0.967,0.423,0.395,0.633,0.808,0.375,1.0,0.545,0.542,0.688
400,None,None,0.798,0.333,0.987,0.439,0.421,0.66,0.746,0.275,0.956,0.378,0.298,0.615,0.808,0.375,1.0,0.545,0.542,0.688
600,None,0.25,0.807,0.333,1.0,0.45,0.455,0.667,0.769,0.25,1.0,0.394,0.428,0.625,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.5,0.817,0.367,1.0,0.508,0.526,0.683,0.785,0.35,0.978,0.487,0.46,0.664,0.808,0.375,1.0,0.545,0.542,0.688
600,None,0.75,0.807,0.367,0.987,0.497,0.492,0.677,0.746,0.25,0.967,0.356,0.312,0.608,0.769,0.25,1.0,0.4,0.433,0.625
600,None,None,0.807,0.367,0.987,0.497,0.492,0.677,0.746,0.3,0.944,0.397,0.304,0.622,0.769,0.375,0.944,0.5,0.409,0.66
800,None,0.25,0.807,0.333,1.0,0.45,0.455,0.667,0.762,0.225,1.0,0.358,0.402,0.612,0.808,0.375,1.0,0.545,0.542,0.688
800,None,0.5,0.817,0.367,1.0,0.508,0.526,0.683,0.777,0.325,0.978,0.463,0.44,0.651,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.75,0.807,0.367,0.987,0.497,0.492,0.677,0.746,0.25,0.967,0.356,0.312,0.608,0.769,0.25,1.0,0.4,0.433,0.625
800,None,None,0.807,0.367,0.987,0.497,0.492,0.677,0.746,0.3,0.944,0.397,0.304,0.622,0.769,0.375,0.944,0.5,0.409,0.66
1000,None,0.25,0.807,0.333,1.0,0.45,0.455,0.667,0.769,0.25,1.0,0.387,0.423,0.625,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,0.5,0.817,0.367,1.0,0.508,0.526,0.683,0.785,0.35,0.978,0.487,0.46,0.664,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,0.75,0.807,0.367,0.987,0.497,0.492,0.677,0.746,0.25,0.967,0.356,0.312,0.608,0.769,0.25,1.0,0.4,0.433,0.625
1000,None,None,0.807,0.367,0.987,0.497,0.492,0.677,0.746,0.3,0.944,0.397,0.304,0.622,0.769,0.375,0.944,0.5,0.409,0.66
