n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.807,0.367,0.987,0.47,0.452,0.677,0.769,0.3,0.978,0.442,0.419,0.639,0.769,0.25,1.0,0.4,0.433,0.625
200,None,0.5,0.788,0.367,0.96,0.45,0.413,0.663,0.769,0.3,0.978,0.435,0.415,0.639,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.75,0.75,0.267,0.947,0.349,0.321,0.607,0.754,0.275,0.967,0.399,0.362,0.621,0.846,0.5,1.0,0.667,0.64,0.75
200,None,None,0.74,0.233,0.947,0.307,0.289,0.59,0.792,0.4,0.967,0.535,0.472,0.683,0.808,0.375,1.0,0.545,0.542,0.688
400,None,0.25,0.817,0.4,0.987,0.528,0.523,0.693,0.785,0.35,0.978,0.495,0.461,0.664,0.769,0.25,1.0,0.4,0.433,0.625
400,None,0.5,0.788,0.367,0.96,0.45,0.413,0.663,0.777,0.325,0.978,0.46,0.434,0.651,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.75,0.74,0.233,0.947,0.307,0.289,0.59,0.769,0.3,0.978,0.435,0.415,0.639,0.808,0.375,1.0,0.545,0.542,0.688
400,None,None,0.75,0.267,0.947,0.349,0.321,0.607,0.792,0.375,0.978,0.519,0.48,0.676,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.25,0.817,0.4,0.987,0.528,0.523,0.693,0.785,0.325,0.989,0.478,0.472,0.657,0.769,0.25,1.0,0.4,0.433,0.625
600,None,0.5,0.798,0.4,0.96,0.508,0.483,0.68,0.777,0.325,0.978,0.463,0.44,0.651,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.75,0.75,0.267,0.947,0.349,0.321,0.607,0.769,0.325,0.967,0.455,0.398,0.646,0.846,0.5,1.0,0.667,0.64,0.75
600,None,None,0.74,0.233,0.947,0.307,0.289,0.59,0.777,0.35,0.967,0.46,0.386,0.658,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.25,0.817,0.4,0.987,0.528,0.523,0.693,0.8,0.375,0.989,0.526,0.514,0.682,0.769,0.25,1.0,0.4,0.433,0.625
800,None,0.5,0.798,0.4,0.96,0.508,0.483,0.68,0.769,0.3,0.978,0.435,0.415,0.639,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.75,0.769,0.333,0.947,0.416,0.374,0.64,0.785,0.35,0.978,0.495,0.461,0.664,0.808,0.375,1.0,0.545,0.542,0.688
800,None,None,0.74,0.233,0.947,0.307,0.289,0.59,0.769,0.325,0.967,0.439,0.367,0.646,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.25,0.817,0.4,0.987,0.528,0.523,0.693,0.777,0.325,0.978,0.468,0.435,0.651,0.769,0.25,1.0,0.4,0.433,0.625
1000,None,0.5,0.807,0.4,0.973,0.517,0.501,0.687,0.769,0.3,0.978,0.435,0.415,0.639,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,0.75,0.769,0.333,0.947,0.416,0.374,0.64,0.785,0.35,0.978,0.495,0.461,0.664,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,None,0.769,0.333,0.947,0.416,0.374,0.64,0.769,0.325,0.967,0.433,0.36,0.646,0.885,0.625,1.0,0.769,0.732,0.812
