n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.807,0.367,0.987,0.494,0.496,0.677,0.762,0.25,0.989,0.384,0.402,0.619,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.5,0.807,0.4,0.973,0.517,0.501,0.687,0.777,0.3,0.989,0.443,0.445,0.644,0.769,0.25,1.0,0.4,0.433,0.625
200,None,0.75,0.75,0.267,0.947,0.349,0.321,0.607,0.769,0.325,0.967,0.448,0.414,0.646,0.808,0.375,1.0,0.545,0.542,0.688
200,None,None,0.74,0.233,0.947,0.307,0.289,0.59,0.792,0.375,0.978,0.504,0.472,0.676,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.25,0.807,0.367,0.987,0.494,0.496,0.677,0.777,0.3,0.989,0.44,0.439,0.644,0.808,0.375,1.0,0.545,0.542,0.688
400,None,0.5,0.788,0.333,0.973,0.457,0.45,0.653,0.777,0.325,0.978,0.457,0.428,0.651,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.75,0.76,0.3,0.947,0.407,0.391,0.623,0.792,0.35,0.989,0.487,0.483,0.669,0.808,0.375,1.0,0.545,0.542,0.688
400,None,None,0.75,0.267,0.947,0.349,0.321,0.607,0.792,0.375,0.978,0.504,0.472,0.676,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.25,0.807,0.367,0.987,0.494,0.496,0.677,0.769,0.275,0.989,0.415,0.419,0.632,0.808,0.375,1.0,0.545,0.542,0.688
600,None,0.5,0.798,0.367,0.973,0.483,0.475,0.67,0.785,0.325,0.989,0.464,0.459,0.657,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.75,0.76,0.3,0.947,0.397,0.385,0.623,0.785,0.35,0.978,0.48,0.453,0.664,0.808,0.375,1.0,0.545,0.542,0.688
600,None,None,0.75,0.267,0.947,0.364,0.359,0.607,0.792,0.375,0.978,0.504,0.472,0.676,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.25,0.798,0.333,0.987,0.468,0.472,0.66,0.769,0.275,0.989,0.415,0.419,0.632,0.808,0.375,1.0,0.545,0.542,0.688
800,None,0.5,0.788,0.333,0.973,0.457,0.45,0.653,0.777,0.325,0.978,0.457,0.428,0.651,0.808,0.375,1.0,0.545,0.542,0.688
800,None,0.75,0.76,0.3,0.947,0.397,0.385,0.623,0.777,0.325,0.978,0.453,0.427,0.651,0.808,0.375,1.0,0.545,0.542,0.688
800,None,None,0.74,0.233,0.947,0.307,0.289,0.59,0.777,0.325,0.978,0.453,0.427,0.651,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,0.25,0.807,0.367,0.987,0.494,0.496,0.677,0.777,0.3,0.989,0.44,0.439,0.644,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,0.5,0.788,0.333,0.973,0.457,0.45,0.653,0.785,0.35,0.978,0.477,0.447,0.664,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.75,0.76,0.3,0.947,0.397,0.385,0.623,0.777,0.325,0.978,0.453,0.427,0.651,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,None,0.74,0.233,0.947,0.307,0.289,0.59,0.785,0.35,0.978,0.477,0.447,0.664,0.846,0.5,1.0,0.667,0.64,0.75
