n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.817,0.433,0.973,0.541,0.53,0.703,0.862,0.55,1.0,0.705,0.676,0.775,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.5,0.817,0.433,0.973,0.541,0.53,0.703,0.854,0.525,1.0,0.687,0.658,0.762,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.75,0.807,0.433,0.96,0.531,0.513,0.697,0.854,0.525,1.0,0.68,0.656,0.762,0.885,0.625,1.0,0.769,0.732,0.812
200,None,None,0.817,0.5,0.947,0.602,0.55,0.723,0.862,0.55,1.0,0.697,0.674,0.775,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.25,0.807,0.433,0.96,0.526,0.504,0.697,0.862,0.55,1.0,0.701,0.675,0.775,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.5,0.807,0.433,0.96,0.526,0.504,0.697,0.854,0.525,1.0,0.683,0.657,0.762,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.75,0.798,0.433,0.947,0.516,0.487,0.69,0.846,0.5,1.0,0.659,0.637,0.75,0.885,0.625,1.0,0.769,0.732,0.812
400,None,None,0.808,0.467,0.947,0.559,0.518,0.707,0.854,0.525,1.0,0.683,0.657,0.762,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.25,0.817,0.433,0.973,0.541,0.53,0.703,0.869,0.575,1.0,0.722,0.693,0.788,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.5,0.807,0.433,0.96,0.526,0.504,0.697,0.854,0.525,1.0,0.683,0.657,0.762,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.75,0.798,0.433,0.947,0.516,0.487,0.69,0.854,0.525,1.0,0.683,0.657,0.762,0.885,0.625,1.0,0.769,0.732,0.812
600,None,None,0.817,0.5,0.947,0.602,0.55,0.723,0.854,0.525,1.0,0.683,0.657,0.762,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.25,0.817,0.433,0.973,0.541,0.53,0.703,0.869,0.575,1.0,0.722,0.693,0.788,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.5,0.807,0.433,0.96,0.526,0.504,0.697,0.862,0.55,1.0,0.704,0.675,0.775,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.75,0.798,0.433,0.947,0.516,0.487,0.69,0.854,0.525,1.0,0.683,0.657,0.762,0.885,0.625,1.0,0.769,0.732,0.812
800,None,None,0.798,0.433,0.947,0.516,0.487,0.69,0.862,0.55,1.0,0.708,0.677,0.775,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.25,0.817,0.433,0.973,0.541,0.53,0.703,0.862,0.55,1.0,0.704,0.675,0.775,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.5,0.807,0.433,0.96,0.526,0.504,0.697,0.862,0.55,1.0,0.708,0.677,0.775,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.75,0.807,0.433,0.96,0.526,0.504,0.697,0.854,0.525,1.0,0.683,0.657,0.762,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,None,0.798,0.433,0.947,0.516,0.487,0.69,0.862,0.55,1.0,0.708,0.677,0.775,0.885,0.625,1.0,0.769,0.732,0.812
