Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.8,0.3,0.1,0.856,0.833,0.865,0.768,0.683,0.849,0.885,0.85,0.9,0.819,0.736,0.875,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.01,-1.3,1.4,-0.5,0.816,0.833,0.809,0.728,0.622,0.821,0.8,0.85,0.778,0.724,0.591,0.814,0.731,0.875,0.667,0.667,0.5,0.771
RBF,1,0.001,-1.2,1.2,-0.5,0.864,0.7,0.93,0.735,0.672,0.815,0.877,0.7,0.956,0.775,0.71,0.828,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.0001,0.5,1.0,0.6,0.522,0.9,0.37,0.562,0.284,0.635,0.469,0.95,0.256,0.544,0.191,0.603,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,1.0,1.0,1.0,0.711,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.7,0.3,0.0,0.856,0.833,0.865,0.767,0.685,0.849,0.885,0.8,0.922,0.81,0.729,0.861,0.885,0.875,0.889,0.824,0.741,0.882
RBF,5,0.01,-2.2,1.9,-0.4,0.836,0.8,0.85,0.731,0.642,0.825,0.785,0.85,0.756,0.708,0.565,0.803,0.769,0.875,0.722,0.7,0.553,0.799
RBF,5,0.001,-1.5,2.7,-0.2,0.874,0.633,0.972,0.704,0.673,0.803,0.854,0.725,0.911,0.755,0.655,0.818,0.846,0.75,0.889,0.75,0.639,0.819
RBF,5,0.0001,-1.0,0.9,-0.6,0.76,0.8,0.744,0.719,0.573,0.772,0.769,0.85,0.733,0.746,0.59,0.792,0.769,0.875,0.722,0.7,0.553,0.799
RBF,5,1e-05,-0.1,1.0,0.9,0.75,0.133,1.0,0.19,0.2,0.567,0.746,0.175,1.0,0.243,0.266,0.588,0.731,0.125,1.0,0.222,0.3,0.562
RBF,10,0.1,-1.7,0.3,0.0,0.856,0.833,0.865,0.767,0.685,0.849,0.885,0.8,0.922,0.81,0.729,0.861,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,0.01,-2.5,2.2,-0.1,0.827,0.7,0.878,0.697,0.592,0.789,0.831,0.7,0.889,0.716,0.599,0.794,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.001,-1.7,3.0,-0.1,0.855,0.633,0.945,0.681,0.63,0.789,0.815,0.65,0.889,0.681,0.555,0.769,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.0001,-1.2,1.2,-0.5,0.864,0.667,0.944,0.727,0.664,0.805,0.862,0.7,0.933,0.761,0.68,0.817,0.885,0.75,0.944,0.8,0.723,0.847
RBF,10,1e-05,-0.2,1.0,0.7,0.692,0.467,0.787,0.394,0.281,0.627,0.7,0.45,0.811,0.444,0.369,0.631,0.731,0.125,1.0,0.222,0.3,0.562
