Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.4,0.8,0.1,0.828,0.733,0.866,0.697,0.592,0.8,0.854,0.8,0.878,0.771,0.665,0.839,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.01,-1.2,1.6,0.4,0.846,0.5,0.987,0.594,0.561,0.743,0.8,0.375,0.989,0.536,0.515,0.682,0.769,0.375,0.944,0.5,0.409,0.66
RBF,1,0.001,-1.0,0.7,-0.4,0.856,0.533,0.987,0.613,0.581,0.76,0.8,0.4,0.978,0.55,0.511,0.689,0.808,0.375,1.0,0.545,0.542,0.688
RBF,1,0.0001,0.7,1.0,0.9,0.74,0.1,1.0,0.171,0.212,0.55,0.738,0.15,1.0,0.258,0.327,0.575,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,1.0,1.0,1.0,0.711,0.0,1.0,0.0,0.0,0.5,0.708,0.05,1.0,0.089,0.12,0.525,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.7,1.3,-0.1,0.837,0.733,0.878,0.704,0.605,0.806,0.838,0.75,0.878,0.739,0.625,0.814,0.846,0.75,0.889,0.75,0.639,0.819
RBF,5,0.01,-1.4,2.6,0.3,0.828,0.533,0.947,0.619,0.56,0.74,0.769,0.5,0.889,0.565,0.425,0.694,0.731,0.375,0.889,0.462,0.309,0.632
RBF,5,0.001,-1.2,2.4,-0.0,0.865,0.567,0.987,0.635,0.605,0.777,0.785,0.45,0.933,0.563,0.461,0.692,0.731,0.375,0.889,0.462,0.309,0.632
RBF,5,0.0001,-0.5,0.8,0.3,0.807,0.367,0.987,0.42,0.402,0.677,0.762,0.225,1.0,0.358,0.402,0.612,0.731,0.125,1.0,0.222,0.3,0.562
RBF,5,1e-05,-0.0,1.0,0.9,0.502,0.567,0.48,0.278,0.045,0.523,0.531,0.7,0.456,0.421,0.166,0.578,0.808,0.5,0.944,0.615,0.52,0.722
RBF,10,0.1,-2.1,2.0,-0.2,0.789,0.7,0.825,0.648,0.503,0.762,0.808,0.75,0.833,0.706,0.567,0.792,0.769,0.75,0.778,0.667,0.501,0.764
RBF,10,0.01,-1.4,3.7,-0.1,0.837,0.633,0.919,0.666,0.579,0.776,0.815,0.75,0.844,0.714,0.581,0.797,0.808,0.625,0.889,0.667,0.535,0.757
RBF,10,0.001,-1.3,2.9,-0.0,0.865,0.567,0.987,0.635,0.605,0.777,0.777,0.475,0.911,0.565,0.438,0.693,0.769,0.5,0.889,0.571,0.426,0.694
RBF,10,0.0001,-1.0,0.7,-0.6,0.856,0.667,0.932,0.656,0.597,0.8,0.8,0.7,0.844,0.676,0.54,0.772,0.769,0.625,0.833,0.625,0.458,0.729
RBF,10,1e-05,-0.1,1.0,0.9,0.74,0.1,1.0,0.171,0.212,0.55,0.731,0.125,1.0,0.213,0.267,0.562,0.731,0.125,1.0,0.222,0.3,0.562
