Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.5,-0.4,-0.5,0.298,1.0,0.013,0.451,0.028,0.507,0.323,1.0,0.022,0.476,0.053,0.511,0.346,1.0,0.056,0.485,0.133,0.528
RBF,1,0.01,-1.6,0.7,0.3,0.894,0.7,0.973,0.75,0.732,0.837,0.846,0.625,0.944,0.714,0.624,0.785,0.846,0.625,0.944,0.714,0.624,0.785
RBF,1,0.001,-1.4,1.7,-0.3,0.904,0.767,0.96,0.8,0.765,0.863,0.9,0.875,0.911,0.844,0.772,0.893,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.0001,-0.2,0.9,0.4,0.845,0.5,0.987,0.526,0.509,0.743,0.8,0.425,0.967,0.527,0.519,0.696,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.327,0.967,0.068,0.453,0.066,0.517,0.369,1.0,0.089,0.496,0.113,0.544,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.5,-0.4,-0.5,0.298,1.0,0.013,0.451,0.028,0.507,0.323,1.0,0.022,0.476,0.053,0.511,0.346,1.0,0.056,0.485,0.133,0.528
RBF,5,0.01,-1.7,0.7,0.1,0.886,0.767,0.933,0.751,0.721,0.85,0.915,0.85,0.944,0.86,0.8,0.897,0.923,0.875,0.944,0.875,0.819,0.91
RBF,5,0.001,-1.5,2.3,-0.1,0.875,0.667,0.96,0.714,0.683,0.813,0.885,0.725,0.956,0.794,0.723,0.84,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,0.0001,-1.4,1.3,-0.4,0.875,0.733,0.931,0.766,0.696,0.832,0.854,0.85,0.856,0.781,0.679,0.853,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,1e-05,-0.2,0.9,0.7,0.835,0.467,0.987,0.508,0.484,0.727,0.785,0.375,0.967,0.454,0.438,0.671,0.731,0.125,1.0,0.222,0.3,0.562
RBF,10,0.1,-0.5,-0.4,-0.5,0.298,1.0,0.013,0.451,0.028,0.507,0.323,1.0,0.022,0.476,0.053,0.511,0.346,1.0,0.056,0.485,0.133,0.528
RBF,10,0.01,-1.7,0.7,0.1,0.886,0.767,0.933,0.751,0.721,0.85,0.915,0.85,0.944,0.86,0.8,0.897,0.923,0.875,0.944,0.875,0.819,0.91
RBF,10,0.001,-1.6,2.6,0.1,0.885,0.667,0.973,0.728,0.709,0.82,0.792,0.425,0.956,0.553,0.485,0.69,0.769,0.5,0.889,0.571,0.426,0.694
RBF,10,0.0001,-1.7,1.7,-0.4,0.894,0.767,0.946,0.8,0.744,0.856,0.823,0.85,0.811,0.747,0.626,0.831,0.808,0.875,0.778,0.737,0.61,0.826
RBF,10,1e-05,-0.5,0.9,0.4,0.835,0.467,0.987,0.508,0.484,0.727,0.785,0.375,0.967,0.454,0.438,0.671,0.731,0.125,1.0,0.222,0.3,0.562
