activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.913,0.964,0.861,0.917,0.83,0.913,0.766,0.727,0.776,0.562,0.437,0.752,0.717,0.636,0.738,0.483,0.321,0.687
relu,"(25,)",0.01,0.916,0.964,0.868,0.92,0.836,0.916,0.811,0.8,0.814,0.639,0.54,0.807,0.811,0.818,0.81,0.643,0.545,0.814
relu,"(25,)",0.001,0.916,0.964,0.868,0.919,0.836,0.916,0.808,0.8,0.81,0.635,0.533,0.805,0.811,0.818,0.81,0.643,0.545,0.814
relu,"(25,)",0.0001,0.913,0.946,0.88,0.916,0.828,0.913,0.815,0.818,0.814,0.649,0.553,0.816,0.83,0.818,0.833,0.667,0.576,0.826
relu,"(50,)",0.1,0.904,0.976,0.831,0.911,0.817,0.903,0.758,0.655,0.786,0.53,0.39,0.72,0.774,0.727,0.786,0.571,0.446,0.756
relu,"(50,)",0.01,0.91,0.964,0.855,0.914,0.825,0.909,0.811,0.709,0.838,0.609,0.498,0.774,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(50,)",0.001,0.904,0.964,0.843,0.909,0.814,0.903,0.838,0.8,0.848,0.672,0.582,0.824,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(50,)",0.0001,0.895,0.964,0.825,0.902,0.798,0.894,0.811,0.745,0.829,0.622,0.515,0.787,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(75,)",0.1,0.9,0.946,0.855,0.905,0.806,0.9,0.785,0.745,0.795,0.587,0.471,0.77,0.868,0.909,0.857,0.741,0.677,0.883
relu,"(75,)",0.01,0.904,0.964,0.843,0.909,0.813,0.903,0.796,0.855,0.781,0.635,0.541,0.818,0.811,0.818,0.81,0.643,0.545,0.814
relu,"(75,)",0.001,0.904,0.964,0.843,0.909,0.814,0.903,0.796,0.8,0.795,0.62,0.515,0.798,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(75,)",0.0001,0.898,0.958,0.837,0.903,0.801,0.898,0.819,0.8,0.824,0.647,0.55,0.812,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(100,)",0.1,0.907,0.952,0.861,0.91,0.817,0.907,0.796,0.727,0.814,0.591,0.479,0.771,0.736,0.727,0.738,0.533,0.394,0.733
relu,"(100,)",0.01,0.916,0.964,0.867,0.919,0.836,0.916,0.796,0.764,0.805,0.61,0.5,0.784,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(100,)",0.001,0.922,0.964,0.879,0.925,0.847,0.922,0.815,0.764,0.829,0.632,0.528,0.796,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(100,)",0.0001,0.913,0.946,0.879,0.915,0.827,0.913,0.834,0.745,0.857,0.653,0.554,0.801,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(125,)",0.1,0.888,0.958,0.819,0.896,0.785,0.888,0.781,0.764,0.786,0.59,0.476,0.775,0.755,0.818,0.738,0.581,0.465,0.778
relu,"(125,)",0.01,0.913,0.964,0.861,0.917,0.831,0.913,0.83,0.782,0.843,0.657,0.561,0.812,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(125,)",0.001,0.922,0.964,0.88,0.924,0.847,0.922,0.849,0.764,0.871,0.677,0.588,0.818,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(125,)",0.0001,0.922,0.964,0.88,0.924,0.847,0.922,0.849,0.709,0.886,0.66,0.571,0.797,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(150,)",0.1,0.892,0.952,0.831,0.898,0.789,0.892,0.774,0.745,0.781,0.579,0.458,0.763,0.811,0.909,0.786,0.667,0.588,0.847
relu,"(150,)",0.01,0.916,0.964,0.867,0.919,0.836,0.916,0.83,0.818,0.833,0.671,0.581,0.826,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(150,)",0.001,0.919,0.964,0.874,0.922,0.842,0.919,0.823,0.8,0.829,0.657,0.561,0.814,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(150,)",0.0001,0.919,0.964,0.874,0.922,0.842,0.919,0.819,0.8,0.824,0.65,0.553,0.812,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(175,)",0.1,0.895,0.952,0.837,0.901,0.795,0.894,0.755,0.655,0.781,0.516,0.383,0.718,0.736,0.545,0.786,0.462,0.298,0.666
relu,"(175,)",0.01,0.919,0.964,0.873,0.922,0.842,0.919,0.781,0.8,0.776,0.607,0.497,0.788,0.774,0.727,0.786,0.571,0.446,0.756
relu,"(175,)",0.001,0.922,0.964,0.88,0.925,0.847,0.922,0.785,0.764,0.79,0.596,0.481,0.777,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(175,)",0.0001,0.925,0.958,0.892,0.927,0.852,0.925,0.792,0.764,0.8,0.605,0.493,0.782,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(200,)",0.1,0.894,0.952,0.837,0.9,0.795,0.894,0.777,0.727,0.79,0.575,0.453,0.759,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(200,)",0.01,0.913,0.964,0.861,0.917,0.83,0.913,0.792,0.745,0.805,0.599,0.484,0.775,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(200,)",0.001,0.922,0.964,0.879,0.924,0.847,0.922,0.804,0.691,0.833,0.594,0.477,0.762,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(200,)",0.0001,0.925,0.964,0.885,0.927,0.853,0.925,0.811,0.709,0.838,0.609,0.497,0.774,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(225,)",0.1,0.922,0.958,0.886,0.924,0.847,0.922,0.766,0.564,0.819,0.495,0.353,0.691,0.83,0.545,0.905,0.571,0.467,0.725
