Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-1.1,1.8,0.4,0.946,0.892,1.0,0.943,0.898,0.946,0.569,0.375,0.656,0.346,0.028,0.515,0.577,0.375,0.667,0.353,0.04,0.521
linear,5,-1.1,1.8,0.4,0.946,0.892,1.0,0.943,0.898,0.946,0.569,0.375,0.656,0.346,0.028,0.515,0.577,0.375,0.667,0.353,0.04,0.521
linear,10,-1.1,1.8,0.4,0.946,0.892,1.0,0.943,0.898,0.946,0.569,0.375,0.656,0.346,0.028,0.515,0.577,0.375,0.667,0.353,0.04,0.521
linear,15,-1.1,1.8,0.4,0.946,0.892,1.0,0.943,0.898,0.946,0.569,0.375,0.656,0.346,0.028,0.515,0.577,0.375,0.667,0.353,0.04,0.521
