n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.757,0.027,0.979,0.049,0.028,0.503,0.752,0.032,0.98,0.055,0.026,0.506,0.734,0.0,0.967,0.0,-0.091,0.483
200,None,0.5,0.751,0.028,0.971,0.05,0.02,0.499,0.727,0.053,0.94,0.079,-0.026,0.496,0.722,0.0,0.95,0.0,-0.112,0.475
200,None,0.75,0.744,0.0,0.971,0.0,-0.064,0.485,0.732,0.053,0.947,0.079,-0.017,0.5,0.709,0.0,0.933,0.0,-0.13,0.467
200,None,None,0.744,0.013,0.967,0.024,-0.031,0.49,0.714,0.063,0.92,0.092,-0.029,0.492,0.722,0.053,0.933,0.083,-0.025,0.493
400,None,0.25,0.757,0.013,0.983,0.025,0.005,0.498,0.747,0.021,0.977,0.036,-0.014,0.499,0.747,0.0,0.983,0.0,-0.064,0.492
400,None,0.5,0.744,0.013,0.967,0.024,-0.031,0.49,0.737,0.063,0.95,0.1,0.021,0.507,0.734,0.0,0.967,0.0,-0.091,0.483
400,None,0.75,0.744,0.0,0.971,0.0,-0.064,0.485,0.734,0.053,0.95,0.08,-0.009,0.501,0.709,0.0,0.933,0.0,-0.13,0.467
400,None,None,0.744,0.013,0.967,0.024,-0.031,0.49,0.714,0.042,0.927,0.063,-0.055,0.484,0.709,0.053,0.917,0.08,-0.05,0.485
600,None,0.25,0.757,0.0,0.988,0.0,-0.034,0.494,0.747,0.011,0.98,0.019,-0.021,0.495,0.772,0.053,1.0,0.1,0.201,0.526
600,None,0.5,0.744,0.013,0.967,0.024,-0.031,0.49,0.737,0.053,0.953,0.085,0.026,0.503,0.722,0.0,0.95,0.0,-0.112,0.475
600,None,0.75,0.744,0.013,0.967,0.024,-0.031,0.49,0.732,0.074,0.94,0.109,0.017,0.507,0.709,0.0,0.933,0.0,-0.13,0.467
600,None,None,0.744,0.013,0.967,0.024,-0.031,0.49,0.716,0.053,0.927,0.077,-0.04,0.49,0.696,0.0,0.917,0.0,-0.146,0.458
800,None,0.25,0.754,0.0,0.983,0.0,-0.04,0.492,0.747,0.011,0.98,0.019,-0.021,0.495,0.759,0.0,1.0,0.0,0.0,0.5
800,None,0.5,0.748,0.013,0.971,0.025,-0.018,0.492,0.732,0.042,0.95,0.066,-0.025,0.496,0.734,0.0,0.967,0.0,-0.091,0.483
800,None,0.75,0.744,0.0,0.971,0.0,-0.064,0.485,0.724,0.074,0.93,0.108,-0.002,0.502,0.709,0.0,0.933,0.0,-0.13,0.467
800,None,None,0.741,0.013,0.962,0.024,-0.035,0.488,0.714,0.063,0.92,0.088,-0.041,0.492,0.696,0.0,0.917,0.0,-0.146,0.458
1000,None,0.25,0.76,0.027,0.983,0.05,0.051,0.505,0.742,0.0,0.977,0.0,-0.057,0.488,0.759,0.0,1.0,0.0,0.0,0.5
1000,None,0.5,0.748,0.013,0.971,0.024,-0.027,0.492,0.732,0.042,0.95,0.065,-0.027,0.496,0.734,0.0,0.967,0.0,-0.091,0.483
1000,None,0.75,0.748,0.013,0.971,0.024,-0.027,0.492,0.729,0.084,0.933,0.125,0.022,0.509,0.734,0.0,0.967,0.0,-0.091,0.483
1000,None,None,0.741,0.0,0.967,0.0,-0.068,0.483,0.724,0.074,0.93,0.108,-0.001,0.502,0.696,0.0,0.917,0.0,-0.146,0.458
