n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.767,0.027,0.992,0.05,0.063,0.509,0.749,0.021,0.98,0.035,0.004,0.501,0.759,0.0,1.0,0.0,0.0,0.5
200,None,0.5,0.748,0.013,0.971,0.024,-0.027,0.492,0.732,0.032,0.953,0.05,-0.021,0.492,0.734,0.053,0.95,0.087,0.005,0.501
200,None,0.75,0.748,0.027,0.967,0.045,-0.005,0.497,0.727,0.042,0.943,0.067,-0.028,0.493,0.747,0.053,0.967,0.091,0.043,0.51
200,None,None,0.748,0.027,0.967,0.044,-0.008,0.497,0.734,0.042,0.953,0.068,-0.01,0.498,0.734,0.053,0.95,0.087,0.005,0.501
400,None,0.25,0.767,0.027,0.992,0.05,0.071,0.509,0.749,0.021,0.98,0.036,0.002,0.501,0.759,0.0,1.0,0.0,0.0,0.5
400,None,0.5,0.748,0.013,0.971,0.024,-0.027,0.492,0.734,0.032,0.957,0.052,-0.008,0.494,0.747,0.053,0.967,0.091,0.043,0.51
400,None,0.75,0.754,0.027,0.975,0.047,0.027,0.501,0.724,0.032,0.943,0.051,-0.044,0.487,0.734,0.053,0.95,0.087,0.005,0.501
400,None,None,0.744,0.013,0.967,0.024,-0.031,0.49,0.727,0.032,0.947,0.05,-0.045,0.489,0.734,0.053,0.95,0.087,0.005,0.501
600,None,0.25,0.767,0.027,0.992,0.05,0.071,0.509,0.747,0.021,0.977,0.035,-0.009,0.499,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.748,0.027,0.967,0.045,-0.005,0.497,0.734,0.011,0.963,0.016,-0.054,0.487,0.759,0.053,0.983,0.095,0.098,0.518
600,None,0.75,0.754,0.027,0.975,0.047,0.027,0.501,0.727,0.032,0.947,0.051,-0.04,0.489,0.747,0.053,0.967,0.091,0.043,0.51
600,None,None,0.748,0.027,0.967,0.045,-0.005,0.497,0.734,0.042,0.953,0.067,0.004,0.498,0.734,0.053,0.95,0.087,0.005,0.501
800,None,0.25,0.767,0.027,0.992,0.05,0.071,0.509,0.754,0.032,0.983,0.055,0.04,0.507,0.747,0.0,0.983,0.0,-0.064,0.492
800,None,0.5,0.751,0.027,0.971,0.046,0.019,0.499,0.732,0.011,0.96,0.015,-0.059,0.485,0.759,0.053,0.983,0.095,0.098,0.518
800,None,0.75,0.754,0.027,0.975,0.047,0.027,0.501,0.729,0.021,0.953,0.034,-0.052,0.487,0.747,0.053,0.967,0.091,0.043,0.51
800,None,None,0.748,0.027,0.967,0.045,-0.005,0.497,0.729,0.032,0.95,0.051,-0.034,0.491,0.734,0.053,0.95,0.087,0.005,0.501
1000,None,0.25,0.767,0.027,0.992,0.05,0.071,0.509,0.752,0.032,0.98,0.055,0.034,0.506,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,0.5,0.754,0.027,0.975,0.046,0.023,0.501,0.739,0.011,0.97,0.015,-0.045,0.49,0.759,0.053,0.983,0.095,0.098,0.518
1000,None,0.75,0.751,0.027,0.971,0.046,0.019,0.499,0.734,0.021,0.96,0.034,-0.035,0.491,0.747,0.053,0.967,0.091,0.043,0.51
1000,None,None,0.748,0.027,0.967,0.045,-0.005,0.497,0.727,0.021,0.95,0.034,-0.055,0.486,0.734,0.053,0.95,0.087,0.005,0.501
