n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.757,0.0,0.988,0.0,-0.024,0.494,0.752,0.011,0.987,0.019,-0.011,0.499,0.759,0.0,1.0,0.0,0.0,0.5
200,None,0.5,0.754,0.027,0.975,0.046,0.023,0.501,0.744,0.053,0.963,0.089,0.028,0.508,0.759,0.0,1.0,0.0,0.0,0.5
200,None,0.75,0.751,0.013,0.975,0.022,-0.029,0.494,0.742,0.042,0.963,0.071,0.026,0.503,0.747,0.0,0.983,0.0,-0.064,0.492
200,None,None,0.748,0.013,0.971,0.024,-0.027,0.492,0.719,0.021,0.94,0.031,-0.071,0.481,0.722,0.0,0.95,0.0,-0.112,0.475
400,None,0.25,0.76,0.013,0.988,0.025,0.021,0.5,0.757,0.021,0.99,0.039,0.042,0.506,0.759,0.0,1.0,0.0,0.0,0.5
400,None,0.5,0.751,0.013,0.975,0.025,-0.004,0.494,0.747,0.042,0.97,0.07,0.019,0.506,0.747,0.0,0.983,0.0,-0.064,0.492
400,None,0.75,0.751,0.013,0.975,0.022,-0.029,0.494,0.744,0.042,0.967,0.071,0.027,0.504,0.747,0.0,0.983,0.0,-0.064,0.492
400,None,None,0.748,0.013,0.971,0.024,-0.027,0.492,0.719,0.011,0.943,0.014,-0.097,0.477,0.734,0.0,0.967,0.0,-0.091,0.483
600,None,0.25,0.764,0.013,0.992,0.025,0.026,0.502,0.752,0.011,0.987,0.019,-0.011,0.499,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.754,0.027,0.975,0.046,0.023,0.501,0.752,0.042,0.977,0.072,0.037,0.509,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.75,0.751,0.027,0.971,0.046,0.008,0.499,0.739,0.032,0.963,0.052,-0.015,0.497,0.747,0.0,0.983,0.0,-0.064,0.492
600,None,None,0.748,0.013,0.971,0.024,-0.027,0.492,0.732,0.021,0.957,0.031,-0.049,0.489,0.747,0.0,0.983,0.0,-0.064,0.492
800,None,0.25,0.764,0.027,0.988,0.049,0.048,0.507,0.752,0.011,0.987,0.02,0.005,0.499,0.759,0.0,1.0,0.0,0.0,0.5
800,None,0.5,0.751,0.027,0.971,0.045,-0.001,0.499,0.752,0.032,0.98,0.055,0.026,0.506,0.759,0.0,1.0,0.0,0.0,0.5
800,None,0.75,0.751,0.027,0.971,0.046,0.008,0.499,0.747,0.032,0.973,0.054,0.011,0.502,0.747,0.0,0.983,0.0,-0.064,0.492
800,None,None,0.748,0.013,0.971,0.024,-0.027,0.492,0.739,0.021,0.967,0.034,-0.04,0.494,0.734,0.0,0.967,0.0,-0.091,0.483
1000,None,0.25,0.767,0.027,0.992,0.05,0.071,0.509,0.752,0.011,0.987,0.019,-0.011,0.499,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,0.5,0.751,0.027,0.971,0.045,-0.001,0.499,0.752,0.042,0.977,0.07,0.038,0.509,0.759,0.0,1.0,0.0,0.0,0.5
1000,None,0.75,0.748,0.013,0.971,0.021,-0.037,0.492,0.747,0.032,0.973,0.053,0.016,0.502,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,None,0.748,0.013,0.971,0.024,-0.027,0.492,0.742,0.021,0.97,0.034,-0.027,0.496,0.747,0.0,0.983,0.0,-0.064,0.492
