n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.754,0.027,0.975,0.049,0.023,0.501,0.754,0.053,0.977,0.09,0.065,0.515,0.722,0.0,0.95,0.0,-0.112,0.475
200,None,0.5,0.751,0.013,0.975,0.024,-0.022,0.494,0.732,0.021,0.957,0.034,-0.048,0.489,0.722,0.0,0.95,0.0,-0.112,0.475
200,None,0.75,0.748,0.0,0.975,0.0,-0.059,0.488,0.737,0.053,0.953,0.085,0.025,0.503,0.747,0.053,0.967,0.091,0.043,0.51
200,None,None,0.748,0.027,0.967,0.049,0.014,0.497,0.739,0.042,0.96,0.07,-0.001,0.501,0.722,0.053,0.933,0.083,-0.025,0.493
400,None,0.25,0.754,0.013,0.979,0.024,-0.018,0.496,0.747,0.021,0.977,0.036,-0.003,0.499,0.734,0.0,0.967,0.0,-0.091,0.483
400,None,0.5,0.751,0.013,0.975,0.024,-0.022,0.494,0.734,0.032,0.957,0.054,-0.008,0.494,0.747,0.0,0.983,0.0,-0.064,0.492
400,None,0.75,0.744,0.013,0.967,0.025,-0.022,0.49,0.739,0.042,0.96,0.07,0.014,0.501,0.734,0.0,0.967,0.0,-0.091,0.483
400,None,None,0.754,0.027,0.975,0.049,0.023,0.501,0.734,0.032,0.957,0.053,-0.025,0.494,0.734,0.053,0.95,0.087,0.005,0.501
600,None,0.25,0.76,0.04,0.979,0.071,0.047,0.51,0.744,0.021,0.973,0.036,-0.015,0.497,0.734,0.0,0.967,0.0,-0.091,0.483
600,None,0.5,0.754,0.013,0.979,0.024,-0.018,0.496,0.729,0.021,0.953,0.034,-0.052,0.487,0.734,0.0,0.967,0.0,-0.091,0.483
600,None,0.75,0.744,0.0,0.971,0.0,-0.064,0.485,0.742,0.053,0.96,0.085,0.031,0.506,0.722,0.0,0.95,0.0,-0.112,0.475
600,None,None,0.751,0.027,0.971,0.049,0.019,0.499,0.739,0.042,0.96,0.07,-0.001,0.501,0.734,0.053,0.95,0.087,0.005,0.501
800,None,0.25,0.757,0.027,0.979,0.049,0.028,0.503,0.747,0.021,0.977,0.036,-0.002,0.499,0.747,0.0,0.983,0.0,-0.064,0.492
800,None,0.5,0.754,0.013,0.979,0.024,-0.018,0.496,0.734,0.021,0.96,0.034,-0.044,0.491,0.734,0.0,0.967,0.0,-0.091,0.483
800,None,0.75,0.744,0.0,0.971,0.0,-0.064,0.485,0.742,0.042,0.963,0.07,0.02,0.503,0.722,0.0,0.95,0.0,-0.112,0.475
800,None,None,0.748,0.027,0.967,0.049,0.014,0.497,0.737,0.032,0.96,0.054,-0.019,0.496,0.734,0.053,0.95,0.087,0.005,0.501
1000,None,0.25,0.754,0.013,0.979,0.024,-0.018,0.496,0.749,0.021,0.98,0.037,0.006,0.501,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,0.5,0.754,0.013,0.979,0.024,-0.018,0.496,0.734,0.021,0.96,0.034,-0.044,0.491,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,0.75,0.751,0.013,0.975,0.024,-0.022,0.494,0.742,0.042,0.963,0.07,0.02,0.503,0.722,0.0,0.95,0.0,-0.112,0.475
1000,None,None,0.748,0.027,0.967,0.049,0.014,0.497,0.737,0.042,0.957,0.069,-0.006,0.499,0.734,0.053,0.95,0.087,0.005,0.501
