n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.783,0.082,0.996,0.146,0.2,0.539,0.77,0.147,0.967,0.235,0.21,0.557,0.759,0.105,0.967,0.174,0.14,0.536
200,None,0.5,0.776,0.095,0.983,0.161,0.168,0.539,0.742,0.137,0.933,0.201,0.117,0.535,0.747,0.158,0.933,0.231,0.137,0.546
200,None,0.75,0.767,0.095,0.971,0.156,0.121,0.533,0.732,0.137,0.92,0.196,0.095,0.528,0.734,0.158,0.917,0.222,0.106,0.537
200,None,None,0.77,0.109,0.971,0.175,0.149,0.54,0.734,0.126,0.927,0.175,0.065,0.526,0.747,0.158,0.933,0.231,0.137,0.546
400,None,0.25,0.786,0.095,0.996,0.165,0.215,0.546,0.77,0.158,0.963,0.249,0.216,0.561,0.772,0.158,0.967,0.25,0.219,0.562
400,None,0.5,0.776,0.095,0.983,0.159,0.162,0.539,0.742,0.126,0.937,0.19,0.115,0.531,0.747,0.211,0.917,0.286,0.171,0.564
400,None,0.75,0.767,0.081,0.975,0.135,0.121,0.528,0.727,0.137,0.913,0.191,0.075,0.525,0.747,0.211,0.917,0.286,0.171,0.564
400,None,None,0.78,0.122,0.979,0.199,0.189,0.551,0.724,0.116,0.917,0.159,0.035,0.516,0.747,0.211,0.917,0.286,0.171,0.564
600,None,0.25,0.783,0.082,0.996,0.146,0.2,0.539,0.765,0.147,0.96,0.231,0.192,0.554,0.785,0.158,0.983,0.261,0.275,0.571
600,None,0.5,0.78,0.109,0.983,0.18,0.185,0.546,0.742,0.137,0.933,0.201,0.12,0.535,0.734,0.158,0.917,0.222,0.106,0.537
600,None,0.75,0.767,0.095,0.971,0.158,0.132,0.533,0.732,0.147,0.917,0.207,0.096,0.532,0.747,0.211,0.917,0.286,0.171,0.564
600,None,None,0.764,0.094,0.967,0.151,0.12,0.53,0.724,0.116,0.917,0.158,0.035,0.516,0.747,0.211,0.917,0.286,0.171,0.564
800,None,0.25,0.783,0.082,0.996,0.146,0.2,0.539,0.77,0.147,0.967,0.235,0.208,0.557,0.785,0.158,0.983,0.261,0.275,0.571
800,None,0.5,0.776,0.095,0.983,0.159,0.162,0.539,0.742,0.126,0.937,0.186,0.105,0.531,0.734,0.158,0.917,0.222,0.106,0.537
800,None,0.75,0.77,0.109,0.971,0.176,0.15,0.54,0.732,0.137,0.92,0.194,0.088,0.528,0.747,0.211,0.917,0.286,0.171,0.564
800,None,None,0.764,0.094,0.967,0.151,0.12,0.53,0.724,0.116,0.917,0.158,0.033,0.516,0.747,0.211,0.917,0.286,0.171,0.564
1000,None,0.25,0.783,0.082,0.996,0.146,0.2,0.539,0.775,0.147,0.973,0.239,0.241,0.56,0.772,0.158,0.967,0.25,0.219,0.562
1000,None,0.5,0.776,0.095,0.983,0.159,0.162,0.539,0.737,0.126,0.93,0.184,0.094,0.528,0.734,0.158,0.917,0.222,0.106,0.537
1000,None,0.75,0.77,0.109,0.971,0.176,0.15,0.54,0.732,0.137,0.92,0.194,0.088,0.528,0.747,0.211,0.917,0.286,0.171,0.564
1000,None,None,0.764,0.094,0.967,0.151,0.12,0.53,0.727,0.126,0.917,0.176,0.061,0.521,0.747,0.211,0.917,0.286,0.171,0.564
