n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.76,0.013,0.988,0.025,0.012,0.5,0.747,0.021,0.977,0.036,-0.01,0.499,0.747,0.0,0.983,0.0,-0.064,0.492
200,None,0.5,0.754,0.028,0.975,0.052,0.043,0.501,0.749,0.053,0.97,0.092,0.078,0.511,0.709,0.0,0.933,0.0,-0.13,0.467
200,None,0.75,0.751,0.027,0.971,0.045,0.016,0.499,0.739,0.032,0.963,0.052,-0.006,0.497,0.747,0.0,0.983,0.0,-0.064,0.492
200,None,None,0.754,0.053,0.967,0.092,0.068,0.51,0.732,0.053,0.947,0.081,-0.002,0.5,0.747,0.053,0.967,0.091,0.043,0.51
400,None,0.25,0.767,0.027,0.992,0.05,0.071,0.509,0.752,0.032,0.98,0.054,0.015,0.506,0.747,0.0,0.983,0.0,-0.064,0.492
400,None,0.5,0.757,0.027,0.979,0.047,0.031,0.503,0.742,0.032,0.967,0.053,0.001,0.499,0.734,0.053,0.95,0.087,0.005,0.501
400,None,0.75,0.754,0.027,0.975,0.046,0.023,0.501,0.749,0.042,0.973,0.074,0.057,0.508,0.747,0.053,0.967,0.091,0.043,0.51
400,None,None,0.747,0.027,0.967,0.047,0.02,0.497,0.734,0.042,0.953,0.067,-0.008,0.498,0.734,0.053,0.95,0.087,0.005,0.501
600,None,0.25,0.767,0.027,0.992,0.05,0.071,0.509,0.757,0.053,0.98,0.09,0.068,0.516,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.757,0.027,0.979,0.047,0.031,0.503,0.742,0.021,0.97,0.034,-0.02,0.496,0.734,0.053,0.95,0.087,0.005,0.501
600,None,0.75,0.757,0.027,0.979,0.047,0.031,0.503,0.747,0.032,0.973,0.054,0.016,0.502,0.747,0.053,0.967,0.091,0.043,0.51
600,None,None,0.751,0.027,0.971,0.046,0.019,0.499,0.727,0.042,0.943,0.065,-0.032,0.493,0.734,0.053,0.95,0.087,0.005,0.501
800,None,0.25,0.767,0.041,0.988,0.075,0.095,0.514,0.749,0.021,0.98,0.036,-0.005,0.501,0.747,0.0,0.983,0.0,-0.064,0.492
800,None,0.5,0.757,0.027,0.979,0.047,0.031,0.503,0.742,0.021,0.97,0.034,-0.02,0.496,0.734,0.0,0.967,0.0,-0.091,0.483
800,None,0.75,0.754,0.027,0.975,0.046,0.023,0.501,0.742,0.032,0.967,0.052,-0.005,0.499,0.747,0.053,0.967,0.091,0.043,0.51
800,None,None,0.751,0.027,0.971,0.046,0.019,0.499,0.732,0.042,0.95,0.065,-0.014,0.496,0.734,0.053,0.95,0.087,0.005,0.501
1000,None,0.25,0.764,0.027,0.988,0.049,0.048,0.507,0.757,0.042,0.983,0.074,0.055,0.513,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,0.5,0.757,0.027,0.979,0.047,0.031,0.503,0.739,0.021,0.967,0.034,-0.026,0.494,0.734,0.0,0.967,0.0,-0.091,0.483
1000,None,0.75,0.757,0.027,0.979,0.047,0.031,0.503,0.742,0.032,0.967,0.052,-0.005,0.499,0.747,0.053,0.967,0.091,0.043,0.51
1000,None,None,0.754,0.027,0.975,0.047,0.027,0.501,0.734,0.042,0.953,0.066,-0.01,0.498,0.734,0.053,0.95,0.087,0.005,0.501
