n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.776,0.042,1.0,0.078,0.14,0.521,0.772,0.063,0.997,0.116,0.201,0.53,0.772,0.053,1.0,0.1,0.201,0.526
200,None,0.5,0.773,0.042,0.996,0.077,0.117,0.519,0.765,0.042,0.993,0.075,0.099,0.518,0.759,0.053,0.983,0.095,0.098,0.518
200,None,0.75,0.783,0.069,1.0,0.125,0.205,0.534,0.759,0.053,0.983,0.089,0.079,0.518,0.759,0.053,0.983,0.095,0.098,0.518
200,None,None,0.78,0.07,0.996,0.122,0.156,0.533,0.752,0.063,0.97,0.108,0.083,0.517,0.772,0.105,0.983,0.182,0.198,0.544
400,None,0.25,0.773,0.028,1.0,0.052,0.093,0.514,0.77,0.063,0.993,0.114,0.158,0.528,0.772,0.053,1.0,0.1,0.201,0.526
400,None,0.5,0.78,0.056,1.0,0.102,0.16,0.528,0.759,0.021,0.993,0.039,0.047,0.507,0.759,0.053,0.983,0.095,0.098,0.518
400,None,0.75,0.773,0.041,0.996,0.072,0.089,0.518,0.757,0.042,0.983,0.075,0.073,0.513,0.759,0.053,0.983,0.095,0.098,0.518
400,None,None,0.77,0.027,0.996,0.047,0.051,0.511,0.757,0.074,0.973,0.127,0.118,0.524,0.772,0.105,0.983,0.182,0.198,0.544
600,None,0.25,0.773,0.028,1.0,0.052,0.093,0.514,0.762,0.032,0.993,0.058,0.072,0.512,0.772,0.053,1.0,0.1,0.201,0.526
600,None,0.5,0.773,0.041,0.996,0.074,0.098,0.518,0.754,0.011,0.99,0.02,0.009,0.5,0.759,0.053,0.983,0.095,0.098,0.518
600,None,0.75,0.773,0.041,0.996,0.074,0.098,0.518,0.757,0.032,0.987,0.055,0.046,0.509,0.759,0.053,0.983,0.095,0.098,0.518
600,None,None,0.773,0.04,0.996,0.072,0.096,0.518,0.754,0.053,0.977,0.086,0.048,0.515,0.759,0.053,0.983,0.095,0.098,0.518
800,None,0.25,0.773,0.028,1.0,0.052,0.093,0.514,0.762,0.032,0.993,0.059,0.087,0.512,0.772,0.053,1.0,0.1,0.201,0.526
800,None,0.5,0.773,0.042,0.996,0.075,0.099,0.519,0.754,0.011,0.99,0.02,0.009,0.5,0.759,0.053,0.983,0.095,0.098,0.518
800,None,0.75,0.77,0.028,0.996,0.052,0.079,0.512,0.762,0.053,0.987,0.095,0.118,0.52,0.759,0.053,0.983,0.095,0.098,0.518
800,None,None,0.776,0.054,0.996,0.099,0.144,0.525,0.754,0.053,0.977,0.089,0.056,0.515,0.759,0.053,0.983,0.095,0.098,0.518
1000,None,0.25,0.773,0.028,1.0,0.052,0.093,0.514,0.759,0.021,0.993,0.04,0.055,0.507,0.772,0.053,1.0,0.1,0.201,0.526
1000,None,0.5,0.776,0.056,0.996,0.1,0.137,0.526,0.757,0.011,0.993,0.02,0.015,0.502,0.759,0.053,0.983,0.095,0.098,0.518
1000,None,0.75,0.773,0.041,0.996,0.074,0.098,0.518,0.757,0.042,0.983,0.073,0.06,0.513,0.759,0.053,0.983,0.095,0.098,0.518
1000,None,None,0.776,0.054,0.996,0.099,0.144,0.525,0.754,0.053,0.977,0.089,0.056,0.515,0.759,0.053,0.983,0.095,0.098,0.518
