n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.77,0.027,0.996,0.05,0.077,0.511,0.762,0.011,1.0,0.02,0.04,0.505,0.759,0.0,1.0,0.0,0.0,0.5
200,None,0.5,0.77,0.027,0.996,0.05,0.077,0.511,0.765,0.032,0.997,0.059,0.1,0.514,0.759,0.0,1.0,0.0,0.0,0.5
200,None,0.75,0.773,0.027,1.0,0.05,0.091,0.513,0.767,0.063,0.99,0.114,0.159,0.527,0.759,0.0,1.0,0.0,0.0,0.5
200,None,None,0.773,0.027,1.0,0.05,0.091,0.513,0.762,0.053,0.987,0.094,0.098,0.52,0.759,0.053,0.983,0.095,0.098,0.518
400,None,0.25,0.77,0.027,0.996,0.05,0.077,0.511,0.757,0.0,0.997,0.0,-0.013,0.498,0.759,0.0,1.0,0.0,0.0,0.5
400,None,0.5,0.773,0.027,1.0,0.05,0.091,0.513,0.765,0.042,0.993,0.076,0.107,0.518,0.759,0.0,1.0,0.0,0.0,0.5
400,None,0.75,0.773,0.027,1.0,0.05,0.091,0.513,0.765,0.053,0.99,0.094,0.119,0.521,0.772,0.053,1.0,0.1,0.201,0.526
400,None,None,0.77,0.027,0.996,0.05,0.077,0.511,0.765,0.074,0.983,0.129,0.147,0.529,0.759,0.053,0.983,0.095,0.098,0.518
600,None,0.25,0.773,0.027,1.0,0.05,0.091,0.513,0.765,0.021,1.0,0.04,0.08,0.511,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.77,0.027,0.996,0.05,0.077,0.511,0.765,0.042,0.993,0.076,0.107,0.518,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.75,0.773,0.027,1.0,0.05,0.091,0.513,0.767,0.063,0.99,0.112,0.145,0.527,0.759,0.0,1.0,0.0,0.0,0.5
600,None,None,0.773,0.04,0.996,0.075,0.122,0.518,0.767,0.074,0.987,0.128,0.148,0.53,0.772,0.053,1.0,0.1,0.201,0.526
800,None,0.25,0.77,0.027,0.996,0.05,0.077,0.511,0.762,0.011,1.0,0.02,0.04,0.505,0.759,0.0,1.0,0.0,0.0,0.5
800,None,0.5,0.77,0.027,0.996,0.05,0.077,0.511,0.762,0.032,0.993,0.059,0.087,0.512,0.759,0.0,1.0,0.0,0.0,0.5
800,None,0.75,0.77,0.027,0.996,0.05,0.077,0.511,0.767,0.053,0.993,0.095,0.14,0.523,0.759,0.0,1.0,0.0,0.0,0.5
800,None,None,0.773,0.04,0.996,0.075,0.122,0.518,0.762,0.074,0.98,0.125,0.115,0.527,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,0.25,0.773,0.027,1.0,0.05,0.091,0.513,0.762,0.011,1.0,0.02,0.04,0.505,0.759,0.0,1.0,0.0,0.0,0.5
1000,None,0.5,0.77,0.027,0.996,0.05,0.077,0.511,0.762,0.032,0.993,0.059,0.087,0.512,0.759,0.0,1.0,0.0,0.0,0.5
1000,None,0.75,0.767,0.027,0.992,0.05,0.063,0.509,0.767,0.053,0.993,0.095,0.14,0.523,0.759,0.0,1.0,0.0,0.0,0.5
1000,None,None,0.77,0.04,0.992,0.074,0.099,0.516,0.759,0.063,0.98,0.108,0.096,0.522,0.759,0.0,1.0,0.0,0.0,0.5
