n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.773,0.041,0.996,0.077,0.124,0.518,0.762,0.053,0.987,0.095,0.113,0.52,0.772,0.053,1.0,0.1,0.201,0.526
200,None,0.5,0.776,0.068,0.992,0.124,0.183,0.53,0.759,0.042,0.987,0.075,0.073,0.514,0.772,0.105,0.983,0.182,0.198,0.544
200,None,0.75,0.773,0.027,1.0,0.05,0.091,0.513,0.759,0.053,0.983,0.095,0.105,0.518,0.759,0.053,0.983,0.095,0.098,0.518
200,None,None,0.773,0.054,0.992,0.102,0.164,0.523,0.767,0.095,0.98,0.164,0.179,0.537,0.747,0.0,0.983,0.0,-0.064,0.492
400,None,0.25,0.77,0.028,0.996,0.052,0.079,0.512,0.765,0.042,0.993,0.078,0.129,0.518,0.772,0.053,1.0,0.1,0.201,0.526
400,None,0.5,0.78,0.069,0.996,0.127,0.208,0.532,0.762,0.053,0.987,0.091,0.094,0.52,0.772,0.105,0.983,0.182,0.198,0.544
400,None,0.75,0.773,0.027,1.0,0.05,0.091,0.513,0.757,0.042,0.983,0.075,0.086,0.513,0.772,0.105,0.983,0.182,0.198,0.544
400,None,None,0.767,0.027,0.992,0.05,0.071,0.509,0.757,0.074,0.973,0.126,0.129,0.524,0.747,0.0,0.983,0.0,-0.064,0.492
600,None,0.25,0.77,0.028,0.996,0.052,0.079,0.512,0.759,0.021,0.993,0.038,0.032,0.507,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.776,0.069,0.992,0.125,0.195,0.53,0.759,0.042,0.987,0.074,0.075,0.514,0.759,0.053,0.983,0.095,0.098,0.518
600,None,0.75,0.77,0.027,0.996,0.05,0.077,0.511,0.757,0.042,0.983,0.072,0.069,0.513,0.747,0.0,0.983,0.0,-0.064,0.492
600,None,None,0.77,0.04,0.992,0.075,0.117,0.516,0.757,0.063,0.977,0.103,0.075,0.52,0.747,0.0,0.983,0.0,-0.064,0.492
800,None,0.25,0.767,0.013,0.996,0.025,0.032,0.505,0.757,0.011,0.993,0.02,0.015,0.502,0.759,0.0,1.0,0.0,0.0,0.5
800,None,0.5,0.773,0.041,0.996,0.077,0.124,0.518,0.754,0.032,0.983,0.055,0.037,0.507,0.759,0.053,0.983,0.095,0.098,0.518
800,None,0.75,0.77,0.027,0.996,0.05,0.077,0.511,0.759,0.053,0.983,0.088,0.088,0.518,0.747,0.0,0.983,0.0,-0.064,0.492
800,None,None,0.767,0.027,0.992,0.05,0.071,0.509,0.754,0.063,0.973,0.105,0.088,0.518,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,0.25,0.767,0.013,0.996,0.025,0.032,0.505,0.757,0.011,0.993,0.02,0.015,0.502,0.759,0.0,1.0,0.0,0.0,0.5
1000,None,0.5,0.77,0.027,0.996,0.05,0.077,0.511,0.762,0.053,0.987,0.09,0.096,0.52,0.759,0.053,0.983,0.095,0.098,0.518
1000,None,0.75,0.77,0.027,0.996,0.05,0.077,0.511,0.762,0.053,0.987,0.09,0.096,0.52,0.747,0.0,0.983,0.0,-0.064,0.492
1000,None,None,0.77,0.027,0.996,0.05,0.077,0.511,0.754,0.053,0.977,0.087,0.057,0.515,0.747,0.0,0.983,0.0,-0.064,0.492
