n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.773,0.028,1.0,0.052,0.093,0.514,0.77,0.063,0.993,0.116,0.187,0.528,0.759,0.0,1.0,0.0,0.0,0.5
200,None,0.5,0.776,0.041,1.0,0.077,0.138,0.52,0.772,0.074,0.993,0.134,0.197,0.534,0.772,0.053,1.0,0.1,0.201,0.526
200,None,0.75,0.776,0.041,1.0,0.077,0.138,0.52,0.762,0.084,0.977,0.144,0.154,0.53,0.772,0.053,1.0,0.1,0.201,0.526
200,None,None,0.776,0.041,1.0,0.077,0.138,0.52,0.765,0.084,0.98,0.146,0.156,0.532,0.747,0.053,0.967,0.091,0.043,0.51
400,None,0.25,0.77,0.013,1.0,0.025,0.045,0.507,0.759,0.011,0.997,0.02,0.027,0.504,0.759,0.0,1.0,0.0,0.0,0.5
400,None,0.5,0.776,0.041,1.0,0.077,0.138,0.52,0.77,0.063,0.993,0.116,0.177,0.528,0.759,0.0,1.0,0.0,0.0,0.5
400,None,0.75,0.773,0.027,1.0,0.05,0.091,0.513,0.762,0.074,0.98,0.129,0.143,0.527,0.772,0.053,1.0,0.1,0.201,0.526
400,None,None,0.773,0.041,0.996,0.077,0.124,0.518,0.765,0.074,0.983,0.127,0.134,0.529,0.772,0.053,1.0,0.1,0.201,0.526
600,None,0.25,0.773,0.027,1.0,0.05,0.091,0.513,0.762,0.021,0.997,0.04,0.068,0.509,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.5,0.776,0.041,1.0,0.077,0.138,0.52,0.77,0.074,0.99,0.132,0.179,0.532,0.759,0.0,1.0,0.0,0.0,0.5
600,None,0.75,0.78,0.055,1.0,0.103,0.186,0.528,0.757,0.053,0.98,0.093,0.083,0.516,0.772,0.053,1.0,0.1,0.201,0.526
600,None,None,0.773,0.041,0.996,0.077,0.124,0.518,0.759,0.074,0.977,0.124,0.104,0.525,0.772,0.053,1.0,0.1,0.201,0.526
800,None,0.25,0.773,0.027,1.0,0.05,0.091,0.513,0.762,0.032,0.993,0.058,0.079,0.512,0.759,0.0,1.0,0.0,0.0,0.5
800,None,0.5,0.77,0.027,0.996,0.05,0.077,0.511,0.767,0.063,0.99,0.112,0.139,0.527,0.759,0.0,1.0,0.0,0.0,0.5
800,None,0.75,0.783,0.07,1.0,0.127,0.206,0.535,0.759,0.053,0.983,0.094,0.094,0.518,0.759,0.053,0.983,0.095,0.098,0.518
800,None,None,0.776,0.054,0.996,0.102,0.17,0.525,0.759,0.074,0.977,0.125,0.108,0.525,0.772,0.053,1.0,0.1,0.201,0.526
1000,None,0.25,0.773,0.027,1.0,0.05,0.091,0.513,0.765,0.032,0.997,0.059,0.1,0.514,0.759,0.0,1.0,0.0,0.0,0.5
1000,None,0.5,0.77,0.027,0.996,0.05,0.077,0.511,0.765,0.063,0.987,0.11,0.127,0.525,0.759,0.0,1.0,0.0,0.0,0.5
1000,None,0.75,0.78,0.055,1.0,0.103,0.186,0.528,0.765,0.074,0.983,0.127,0.134,0.529,0.772,0.053,1.0,0.1,0.201,0.526
1000,None,None,0.776,0.054,0.996,0.102,0.17,0.525,0.759,0.074,0.977,0.125,0.108,0.525,0.759,0.0,1.0,0.0,0.0,0.5
