n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.786,0.097,0.996,0.168,0.218,0.546,0.765,0.053,0.99,0.095,0.127,0.521,0.785,0.158,0.983,0.261,0.275,0.571
200,None,0.5,0.773,0.07,0.988,0.118,0.125,0.529,0.777,0.126,0.983,0.213,0.235,0.555,0.772,0.105,0.983,0.182,0.198,0.544
200,None,0.75,0.776,0.083,0.988,0.144,0.166,0.535,0.77,0.105,0.98,0.176,0.167,0.543,0.797,0.211,0.983,0.333,0.34,0.597
200,None,None,0.78,0.111,0.983,0.184,0.193,0.547,0.775,0.137,0.977,0.223,0.22,0.557,0.785,0.158,0.983,0.261,0.275,0.571
400,None,0.25,0.783,0.083,0.996,0.141,0.171,0.539,0.767,0.063,0.99,0.114,0.144,0.527,0.785,0.158,0.983,0.261,0.275,0.571
400,None,0.5,0.776,0.07,0.992,0.118,0.139,0.531,0.777,0.116,0.987,0.198,0.227,0.551,0.785,0.158,0.983,0.261,0.275,0.571
400,None,0.75,0.783,0.097,0.992,0.156,0.175,0.544,0.775,0.126,0.98,0.213,0.221,0.553,0.785,0.158,0.983,0.261,0.275,0.571
400,None,None,0.78,0.096,0.988,0.16,0.166,0.542,0.777,0.137,0.98,0.226,0.229,0.558,0.785,0.158,0.983,0.261,0.275,0.571
600,None,0.25,0.78,0.083,0.992,0.14,0.158,0.537,0.77,0.074,0.99,0.133,0.176,0.532,0.772,0.105,0.983,0.182,0.198,0.544
600,None,0.5,0.776,0.07,0.992,0.118,0.139,0.531,0.775,0.105,0.987,0.18,0.21,0.546,0.772,0.105,0.983,0.182,0.198,0.544
600,None,0.75,0.783,0.096,0.992,0.16,0.18,0.544,0.77,0.105,0.98,0.179,0.182,0.543,0.785,0.158,0.983,0.261,0.275,0.571
600,None,None,0.786,0.11,0.992,0.179,0.196,0.551,0.775,0.147,0.973,0.239,0.228,0.56,0.785,0.158,0.983,0.261,0.275,0.571
800,None,0.25,0.78,0.069,0.996,0.121,0.155,0.532,0.767,0.063,0.99,0.114,0.144,0.527,0.772,0.105,0.983,0.182,0.198,0.544
800,None,0.5,0.776,0.07,0.992,0.118,0.139,0.531,0.77,0.095,0.983,0.162,0.183,0.539,0.785,0.158,0.983,0.261,0.275,0.571
800,None,0.75,0.78,0.083,0.992,0.138,0.161,0.537,0.767,0.095,0.98,0.162,0.169,0.537,0.785,0.158,0.983,0.261,0.275,0.571
800,None,None,0.783,0.096,0.992,0.16,0.18,0.544,0.767,0.116,0.973,0.193,0.188,0.545,0.785,0.158,0.983,0.261,0.275,0.571
1000,None,0.25,0.776,0.069,0.992,0.119,0.142,0.53,0.767,0.063,0.99,0.114,0.144,0.527,0.772,0.105,0.983,0.182,0.198,0.544
1000,None,0.5,0.776,0.07,0.992,0.118,0.139,0.531,0.767,0.084,0.983,0.147,0.167,0.534,0.785,0.158,0.983,0.261,0.275,0.571
1000,None,0.75,0.78,0.083,0.992,0.138,0.161,0.537,0.767,0.095,0.98,0.163,0.166,0.537,0.785,0.158,0.983,0.261,0.275,0.571
1000,None,None,0.786,0.11,0.992,0.179,0.196,0.551,0.77,0.126,0.973,0.209,0.201,0.55,0.785,0.158,0.983,0.261,0.275,0.571
