Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-2.1,1.7,-0.7,0.808,0.567,0.905,0.611,0.521,0.736,0.815,0.6,0.911,0.665,0.557,0.756,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,2,0.1,1,-1.4,1.9,-0.4,0.846,0.567,0.96,0.653,0.624,0.763,0.877,0.6,1.0,0.749,0.713,0.8,0.885,0.625,1.0,0.769,0.732,0.812
poly,1,2,0.1,2,-1.6,1.8,-0.3,0.857,0.6,0.96,0.675,0.647,0.78,0.854,0.525,1.0,0.675,0.654,0.762,0.885,0.625,1.0,0.769,0.732,0.812
poly,1,2,0.1,3,-1.7,1.8,-0.3,0.857,0.633,0.947,0.682,0.647,0.79,0.869,0.575,1.0,0.722,0.693,0.788,0.885,0.625,1.0,0.769,0.732,0.812
poly,1,2,0.1,4,-1.8,1.8,-0.2,0.856,0.567,0.973,0.664,0.64,0.77,0.854,0.525,1.0,0.668,0.652,0.762,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,0,-1.1,0.7,-0.8,0.865,0.667,0.946,0.733,0.68,0.806,0.885,0.825,0.911,0.812,0.733,0.868,0.885,0.875,0.889,0.824,0.741,0.882
poly,1,2,0.01,1,-1.7,2.1,0.0,0.856,0.567,0.972,0.657,0.635,0.77,0.838,0.475,1.0,0.63,0.616,0.738,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,2,-2.1,3.0,-0.1,0.847,0.567,0.959,0.644,0.605,0.763,0.869,0.6,0.989,0.729,0.687,0.794,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,3,-2.4,3.6,0.1,0.826,0.467,0.972,0.579,0.549,0.72,0.846,0.5,1.0,0.656,0.637,0.75,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,4,-2.6,4.1,0.2,0.817,0.4,0.987,0.514,0.526,0.693,0.831,0.45,1.0,0.61,0.597,0.725,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.001,0,0.2,0.6,0.2,0.54,0.633,0.507,0.361,0.17,0.57,0.577,0.75,0.5,0.534,0.314,0.625,0.692,0.0,1.0,0.0,0.0,0.5
poly,1,2,0.001,1,-1.6,1.5,-0.5,0.884,0.8,0.918,0.798,0.725,0.859,0.823,0.875,0.8,0.753,0.635,0.838,0.808,0.875,0.778,0.737,0.61,0.826
poly,1,2,0.001,2,-1.8,2.2,-0.1,0.875,0.6,0.987,0.704,0.681,0.793,0.885,0.7,0.967,0.79,0.728,0.833,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,2,0.001,3,-2.0,2.5,0.0,0.875,0.6,0.987,0.704,0.684,0.793,0.892,0.675,0.989,0.793,0.748,0.832,0.885,0.75,0.944,0.8,0.723,0.847
poly,1,2,0.001,4,-2.1,2.6,-0.1,0.875,0.633,0.973,0.71,0.684,0.803,0.869,0.675,0.956,0.761,0.69,0.815,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,3,0.1,0,-2.3,0.7,-0.9,0.75,0.433,0.879,0.486,0.374,0.656,0.792,0.6,0.878,0.639,0.498,0.739,0.808,0.625,0.889,0.667,0.535,0.757
poly,1,3,0.1,1,-1.2,0.5,-0.8,0.778,0.5,0.891,0.536,0.445,0.696,0.838,0.675,0.911,0.722,0.618,0.793,0.885,0.75,0.944,0.8,0.723,0.847
poly,1,3,0.1,2,-1.2,0.5,-0.8,0.808,0.7,0.85,0.646,0.548,0.775,0.862,0.8,0.889,0.783,0.688,0.844,0.846,0.75,0.889,0.75,0.639,0.819
poly,1,3,0.1,3,-1.3,0.5,-0.7,0.837,0.667,0.905,0.666,0.602,0.786,0.846,0.675,0.922,0.728,0.637,0.799,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,3,0.1,4,-1.4,0.7,-0.6,0.827,0.633,0.905,0.641,0.574,0.769,0.869,0.625,0.978,0.744,0.69,0.801,0.885,0.625,1.0,0.769,0.732,0.812
poly,1,3,0.01,0,-1.1,-0.1,-0.9,0.817,0.4,0.987,0.536,0.532,0.693,0.923,0.775,0.989,0.861,0.82,0.882,0.962,0.875,1.0,0.933,0.91,0.938
