Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-3.3,3.5,0.3,0.949,0.916,0.982,0.946,0.902,0.949,0.774,0.145,0.938,0.21,0.127,0.542,0.774,0.182,0.929,0.25,0.153,0.555
poly,1,2,0.1,1,-3.1,2.8,0.3,0.967,0.958,0.976,0.966,0.935,0.967,0.842,0.364,0.967,0.485,0.446,0.665,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,2,0.1,2,-3.7,3.2,0.5,0.961,0.946,0.976,0.96,0.923,0.961,0.838,0.345,0.967,0.469,0.429,0.656,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,2,0.1,3,-4.0,3.7,0.3,0.964,0.97,0.958,0.964,0.928,0.964,0.838,0.418,0.948,0.516,0.446,0.683,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,2,0.1,4,-4.3,4.1,0.4,0.964,0.964,0.964,0.964,0.928,0.964,0.834,0.4,0.948,0.499,0.434,0.674,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,2,0.01,0,-1.5,3.6,-0.4,0.904,0.916,0.891,0.906,0.809,0.903,0.777,0.491,0.852,0.478,0.337,0.672,0.774,0.455,0.857,0.455,0.312,0.656
poly,1,2,0.01,1,-3.8,4.3,0.3,0.898,0.874,0.922,0.895,0.797,0.898,0.826,0.473,0.919,0.528,0.429,0.696,0.811,0.364,0.929,0.444,0.35,0.646
poly,1,2,0.01,2,-4.9,5.2,0.1,0.898,0.928,0.867,0.901,0.798,0.898,0.8,0.618,0.848,0.561,0.439,0.733,0.792,0.545,0.857,0.522,0.39,0.701
poly,1,2,0.01,3,-5.8,5.8,0.2,0.901,0.916,0.885,0.902,0.803,0.901,0.792,0.527,0.862,0.511,0.382,0.695,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.01,4,-6.4,6.4,0.4,0.901,0.898,0.903,0.9,0.803,0.901,0.819,0.436,0.919,0.5,0.4,0.678,0.811,0.364,0.929,0.444,0.35,0.646
poly,1,2,0.001,0,-1.0,0.5,-0.7,0.551,0.507,0.594,0.435,0.168,0.55,0.585,0.545,0.595,0.338,0.233,0.57,0.83,0.182,1.0,0.308,0.387,0.591
poly,1,2,0.001,1,-1.9,2.0,-0.1,0.819,0.891,0.746,0.833,0.645,0.819,0.709,0.982,0.638,0.584,0.503,0.81,0.679,0.909,0.619,0.541,0.428,0.764
poly,1,2,0.001,2,-2.3,2.3,-0.2,0.84,0.952,0.728,0.858,0.7,0.84,0.691,0.909,0.633,0.552,0.443,0.771,0.698,0.909,0.643,0.556,0.448,0.776
poly,1,2,0.001,3,-2.7,2.8,0.1,0.846,0.832,0.861,0.845,0.694,0.846,0.83,0.909,0.81,0.69,0.616,0.859,0.849,0.909,0.833,0.714,0.645,0.871
poly,1,2,0.001,4,-3.0,3.2,0.0,0.846,0.892,0.8,0.854,0.701,0.846,0.789,0.873,0.767,0.632,0.539,0.82,0.792,0.818,0.786,0.621,0.517,0.802
poly,1,3,0.1,0,-3.6,10.2,0.3,0.946,0.922,0.97,0.944,0.894,0.946,0.86,0.455,0.967,0.569,0.527,0.711,0.849,0.455,0.952,0.556,0.487,0.703
poly,1,3,0.1,1,-3.3,4.7,0.3,0.958,0.94,0.976,0.956,0.918,0.958,0.838,0.327,0.971,0.453,0.434,0.649,0.83,0.273,0.976,0.4,0.382,0.624
poly,1,3,0.1,2,-3.3,3.8,0.2,0.961,0.952,0.97,0.96,0.923,0.961,0.838,0.4,0.952,0.503,0.439,0.676,0.83,0.364,0.952,0.471,0.404,0.658
poly,1,3,0.1,3,-3.4,3.3,0.3,0.964,0.952,0.976,0.963,0.929,0.964,0.834,0.345,0.962,0.463,0.416,0.654,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,3,0.1,4,-3.6,2.9,0.3,0.964,0.952,0.976,0.963,0.929,0.964,0.838,0.382,0.957,0.493,0.437,0.669,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,3,0.01,0,-1.7,9.9,-0.6,0.861,0.964,0.758,0.876,0.744,0.861,0.717,0.927,0.662,0.581,0.483,0.795,0.717,0.909,0.667,0.571,0.469,0.788
poly,1,3,0.01,1,-3.6,2.9,0.3,0.928,0.91,0.946,0.926,0.858,0.928,0.83,0.418,0.938,0.506,0.424,0.678,0.811,0.364,0.929,0.444,0.35,0.646
poly,1,3,0.01,2,-5.4,4.7,0.5,0.94,0.928,0.952,0.939,0.881,0.94,0.823,0.4,0.933,0.486,0.401,0.667,0.83,0.364,0.952,0.471,0.404,0.658
poly,1,3,0.01,3,-6.2,5.9,0.2,0.946,0.976,0.916,0.947,0.893,0.946,0.758,0.418,0.848,0.422,0.27,0.633,0.755,0.364,0.857,0.381,0.229,0.61
poly,1,3,0.01,4,-6.8,6.9,0.4,0.949,0.97,0.928,0.95,0.899,0.949,0.777,0.418,0.871,0.439,0.302,0.645,0.774,0.364,0.881,0.4,0.264,0.622
poly,1,3,0.001,0,-1.0,0.4,-0.3,0.521,0.047,0.994,0.082,0.097,0.521,0.815,0.109,1.0,0.158,0.18,0.555,0.792,0.0,1.0,0.0,0.0,0.5
poly,1,3,0.001,1,-2.2,2.2,-0.2,0.825,0.94,0.71,0.844,0.668,0.825,0.675,0.927,0.61,0.543,0.437,0.768,0.717,0.909,0.667,0.571,0.469,0.788
poly,1,3,0.001,2,-3.5,4.0,0.1,0.852,0.88,0.825,0.857,0.71,0.852,0.819,0.764,0.833,0.637,0.535,0.798,0.83,0.818,0.833,0.667,0.576,0.826
poly,1,3,0.001,3,-4.7,6.3,-0.5,0.855,0.988,0.722,0.874,0.74,0.855,0.691,0.873,0.643,0.54,0.42,0.758,0.698,0.909,0.643,0.556,0.448,0.776
poly,1,3,0.001,4,-6.2,7.1,-0.0,0.889,0.928,0.849,0.893,0.785,0.889,0.792,0.782,0.795,0.612,0.503,0.789,0.83,0.818,0.833,0.667,0.576,0.826
poly,5,2,0.1,0,-3.3,3.5,0.3,0.949,0.916,0.982,0.946,0.902,0.949,0.774,0.145,0.938,0.21,0.127,0.542,0.774,0.182,0.929,0.25,0.153,0.555
poly,5,2,0.1,1,-3.1,2.8,0.3,0.967,0.958,0.976,0.966,0.935,0.967,0.842,0.364,0.967,0.485,0.446,0.665,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,2,0.1,2,-3.7,3.2,0.5,0.961,0.946,0.976,0.96,0.923,0.961,0.838,0.345,0.967,0.469,0.429,0.656,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,2,0.1,3,-4.0,3.7,0.3,0.964,0.97,0.958,0.964,0.928,0.964,0.838,0.418,0.948,0.516,0.446,0.683,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,2,0.1,4,-4.3,4.1,0.4,0.964,0.964,0.964,0.964,0.928,0.964,0.834,0.4,0.948,0.499,0.434,0.674,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,2,0.01,0,-2.0,3.8,-0.1,0.94,0.958,0.921,0.941,0.881,0.94,0.774,0.455,0.857,0.453,0.313,0.656,0.83,0.545,0.905,0.571,0.467,0.725
poly,5,2,0.01,1,-5.4,5.2,0.5,0.94,0.928,0.952,0.939,0.881,0.94,0.819,0.4,0.929,0.479,0.388,0.664,0.811,0.364,0.929,0.444,0.35,0.646
poly,5,2,0.01,2,-6.8,7.2,0.5,0.934,0.94,0.928,0.934,0.869,0.934,0.796,0.4,0.9,0.448,0.332,0.65,0.792,0.364,0.905,0.421,0.304,0.634
poly,5,2,0.01,3,-8.1,8.4,0.4,0.937,0.952,0.922,0.938,0.875,0.937,0.774,0.418,0.867,0.433,0.294,0.642,0.755,0.364,0.857,0.381,0.229,0.61
poly,5,2,0.01,4,-8.7,9.3,0.5,0.937,0.952,0.922,0.938,0.875,0.937,0.777,0.4,0.876,0.429,0.295,0.638,0.774,0.364,0.881,0.4,0.264,0.622
poly,5,2,0.001,0,-1.0,1.0,-0.8,0.705,0.428,0.982,0.59,0.491,0.705,0.898,0.509,1.0,0.674,0.671,0.755,0.906,0.545,1.0,0.706,0.698,0.773
poly,5,2,0.001,1,-3.3,3.6,-0.1,0.846,0.904,0.788,0.856,0.703,0.846,0.762,0.855,0.738,0.599,0.495,0.796,0.755,0.818,0.738,0.581,0.465,0.778
poly,5,2,0.001,2,-4.0,5.5,-0.3,0.855,0.958,0.752,0.87,0.731,0.855,0.736,0.873,0.7,0.579,0.471,0.786,0.736,0.909,0.69,0.588,0.491,0.8
poly,5,2,0.001,3,-5.1,6.7,-0.1,0.867,0.928,0.807,0.876,0.747,0.867,0.785,0.818,0.776,0.613,0.508,0.797,0.811,0.909,0.786,0.667,0.588,0.847
poly,5,2,0.001,4,-6.0,7.4,-0.0,0.873,0.91,0.837,0.878,0.757,0.873,0.8,0.782,0.805,0.621,0.515,0.793,0.849,0.909,0.833,0.714,0.645,0.871
poly,5,3,0.1,0,-3.6,10.2,0.3,0.946,0.922,0.97,0.944,0.894,0.946,0.86,0.455,0.967,0.569,0.527,0.711,0.849,0.455,0.952,0.556,0.487,0.703
poly,5,3,0.1,1,-3.3,4.7,0.3,0.958,0.94,0.976,0.956,0.918,0.958,0.838,0.327,0.971,0.453,0.434,0.649,0.83,0.273,0.976,0.4,0.382,0.624
poly,5,3,0.1,2,-3.3,3.8,0.2,0.961,0.952,0.97,0.96,0.923,0.961,0.838,0.4,0.952,0.503,0.439,0.676,0.83,0.364,0.952,0.471,0.404,0.658
poly,5,3,0.1,3,-3.4,3.3,0.3,0.964,0.952,0.976,0.963,0.929,0.964,0.834,0.345,0.962,0.463,0.416,0.654,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,3,0.1,4,-3.6,2.9,0.3,0.964,0.952,0.976,0.963,0.929,0.964,0.838,0.382,0.957,0.493,0.437,0.669,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,3,0.01,0,-2.4,9.4,-0.3,0.925,0.916,0.933,0.924,0.852,0.925,0.838,0.745,0.862,0.657,0.56,0.804,0.83,0.727,0.857,0.64,0.538,0.792
poly,5,3,0.01,1,-4.4,3.6,0.4,0.958,0.958,0.958,0.958,0.916,0.958,0.838,0.418,0.948,0.517,0.45,0.683,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,3,0.01,2,-5.6,4.9,0.6,0.952,0.952,0.952,0.951,0.905,0.952,0.823,0.364,0.943,0.461,0.395,0.653,0.849,0.364,0.976,0.5,0.471,0.67
poly,5,3,0.01,3,-6.2,6.0,0.5,0.946,0.964,0.928,0.947,0.893,0.946,0.811,0.418,0.914,0.483,0.381,0.666,0.792,0.364,0.905,0.421,0.304,0.634
poly,5,3,0.01,4,-6.8,6.9,0.4,0.949,0.97,0.928,0.95,0.899,0.949,0.777,0.418,0.871,0.439,0.302,0.645,0.774,0.364,0.881,0.4,0.264,0.622
poly,5,3,0.001,0,-1.0,1.0,-0.9,0.536,0.072,1.0,0.133,0.19,0.536,0.834,0.2,1.0,0.328,0.4,0.6,0.83,0.182,1.0,0.308,0.387,0.591
poly,5,3,0.001,1,-3.7,4.3,0.3,0.87,0.843,0.897,0.867,0.745,0.87,0.845,0.636,0.9,0.63,0.534,0.768,0.868,0.636,0.929,0.667,0.586,0.782
poly,5,3,0.001,2,-6.4,6.9,0.1,0.895,0.922,0.867,0.897,0.794,0.895,0.796,0.691,0.824,0.584,0.464,0.757,0.755,0.545,0.81,0.48,0.327,0.677
poly,5,3,0.001,3,-7.8,8.7,0.1,0.9,0.928,0.873,0.904,0.803,0.9,0.811,0.636,0.857,0.583,0.466,0.747,0.774,0.545,0.833,0.5,0.357,0.689
poly,5,3,0.001,4,-10.0,12.1,0.2,0.907,0.934,0.879,0.909,0.815,0.906,0.789,0.545,0.852,0.516,0.384,0.699,0.774,0.545,0.833,0.5,0.357,0.689
poly,10,2,0.1,0,-3.3,3.5,0.3,0.949,0.916,0.982,0.946,0.902,0.949,0.774,0.145,0.938,0.21,0.127,0.542,0.774,0.182,0.929,0.25,0.153,0.555
poly,10,2,0.1,1,-3.1,2.8,0.3,0.967,0.958,0.976,0.966,0.935,0.967,0.842,0.364,0.967,0.485,0.446,0.665,0.849,0.364,0.976,0.5,0.471,0.67
