Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.5,-0.3,-0.3,0.711,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.6,0.8,0.2,0.886,0.767,0.933,0.757,0.728,0.85,0.885,0.75,0.944,0.8,0.723,0.847,0.885,0.75,0.944,0.8,0.723,0.847
RBF,1,0.001,-1.5,1.8,-0.3,0.905,0.767,0.96,0.799,0.764,0.863,0.9,0.875,0.911,0.845,0.774,0.893,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.0001,-0.0,0.9,0.4,0.731,0.567,0.8,0.534,0.473,0.683,0.777,0.725,0.8,0.702,0.603,0.762,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,1.0,0.711,0.0,1.0,0.0,0.0,0.5,0.7,0.025,1.0,0.044,0.06,0.512,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.5,-0.4,-0.4,0.702,0.0,0.987,0.0,-0.028,0.493,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.6,0.8,-0.1,0.867,0.8,0.893,0.769,0.713,0.847,0.908,0.825,0.944,0.845,0.781,0.885,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,0.001,-1.5,2.5,-0.1,0.904,0.733,0.973,0.794,0.76,0.853,0.869,0.7,0.944,0.766,0.683,0.822,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,0.0001,-1.4,1.1,-0.4,0.904,0.8,0.946,0.815,0.767,0.873,0.885,0.85,0.9,0.82,0.739,0.875,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,1e-05,-0.2,1.0,0.7,0.721,0.533,0.8,0.477,0.403,0.667,0.731,0.575,0.8,0.529,0.436,0.688,0.808,0.375,1.0,0.545,0.542,0.688
RBF,10,0.1,-0.5,-0.4,-0.4,0.702,0.0,0.987,0.0,-0.028,0.493,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.6,0.8,-0.1,0.867,0.8,0.893,0.769,0.713,0.847,0.908,0.825,0.944,0.845,0.781,0.885,0.885,0.75,0.944,0.8,0.723,0.847
RBF,10,0.001,-1.7,2.9,0.3,0.876,0.633,0.973,0.711,0.681,0.803,0.808,0.45,0.967,0.575,0.526,0.708,0.769,0.375,0.944,0.5,0.409,0.66
RBF,10,0.0001,-1.8,1.8,-0.4,0.885,0.767,0.933,0.786,0.715,0.85,0.846,0.875,0.833,0.779,0.673,0.854,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,1e-05,-0.4,0.9,0.5,0.826,0.467,0.973,0.49,0.46,0.72,0.769,0.425,0.922,0.479,0.435,0.674,0.769,0.25,1.0,0.4,0.433,0.625
