Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.8,0.6,0.2,0.884,0.733,0.946,0.761,0.722,0.84,0.9,0.85,0.922,0.839,0.769,0.886,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.01,-1.6,2.4,0.0,0.875,0.667,0.959,0.714,0.682,0.813,0.823,0.8,0.833,0.733,0.608,0.817,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.001,-1.1,1.0,-0.2,0.817,0.5,0.947,0.568,0.551,0.723,0.815,0.525,0.944,0.625,0.583,0.735,0.808,0.5,0.944,0.615,0.52,0.722
RBF,1,0.0001,0.7,1.0,0.8,0.626,0.567,0.652,0.433,0.254,0.61,0.692,0.75,0.667,0.628,0.456,0.708,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,1.0,1.0,1.0,0.721,0.033,1.0,0.057,0.071,0.517,0.7,0.025,1.0,0.044,0.06,0.512,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-2.0,0.8,0.1,0.875,0.733,0.932,0.75,0.707,0.833,0.885,0.775,0.933,0.805,0.726,0.854,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,0.01,-2.5,3.0,0.4,0.875,0.633,0.973,0.723,0.69,0.803,0.823,0.75,0.856,0.72,0.598,0.803,0.808,0.75,0.833,0.706,0.566,0.792
RBF,5,0.001,-1.7,2.1,-0.4,0.788,0.7,0.824,0.644,0.531,0.762,0.823,0.875,0.8,0.747,0.638,0.838,0.885,1.0,0.833,0.842,0.778,0.917
RBF,5,0.0001,-0.6,1.0,0.3,0.769,0.4,0.92,0.393,0.366,0.66,0.731,0.35,0.9,0.37,0.385,0.625,0.731,0.125,1.0,0.222,0.3,0.562
RBF,5,1e-05,-0.1,1.0,0.9,0.635,0.533,0.68,0.394,0.241,0.607,0.669,0.65,0.678,0.501,0.339,0.664,0.808,0.375,1.0,0.545,0.542,0.688
RBF,10,0.1,-2.0,0.8,0.1,0.875,0.733,0.932,0.75,0.707,0.833,0.885,0.775,0.933,0.805,0.726,0.854,0.885,0.75,0.944,0.8,0.723,0.847
RBF,10,0.01,-2.6,3.7,0.3,0.874,0.667,0.959,0.731,0.686,0.813,0.838,0.775,0.867,0.744,0.633,0.821,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,0.001,-2.0,3.0,0.2,0.865,0.6,0.973,0.668,0.658,0.787,0.8,0.6,0.889,0.648,0.513,0.744,0.769,0.5,0.889,0.571,0.426,0.694
RBF,10,0.0001,-1.1,1.1,-0.2,0.826,0.5,0.96,0.577,0.565,0.73,0.815,0.5,0.956,0.611,0.56,0.728,0.769,0.5,0.889,0.571,0.426,0.694
RBF,10,1e-05,-0.1,1.0,0.8,0.635,0.533,0.68,0.394,0.241,0.607,0.669,0.65,0.678,0.501,0.339,0.664,0.808,0.375,1.0,0.545,0.542,0.688
