Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.3,0.4,-0.0,0.866,0.8,0.892,0.765,0.695,0.846,0.892,0.9,0.889,0.838,0.764,0.894,0.885,1.0,0.833,0.842,0.778,0.917
RBF,1,0.01,-1.4,1.6,0.2,0.866,0.6,0.973,0.689,0.657,0.787,0.892,0.7,0.978,0.794,0.745,0.839,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,0.001,-1.2,1.1,-0.2,0.885,0.6,1.0,0.719,0.707,0.8,0.846,0.6,0.956,0.703,0.631,0.778,0.885,0.75,0.944,0.8,0.723,0.847
RBF,1,0.0001,0.6,1.0,0.8,0.835,0.467,0.987,0.508,0.484,0.727,0.792,0.375,0.978,0.493,0.491,0.676,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,1.0,1.0,1.0,0.711,0.0,1.0,0.0,0.0,0.5,0.708,0.05,1.0,0.089,0.12,0.525,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.3,0.4,-0.1,0.847,0.8,0.866,0.743,0.663,0.833,0.915,1.0,0.878,0.88,0.83,0.939,0.885,1.0,0.833,0.842,0.778,0.917
RBF,5,0.01,-1.8,2.2,0.2,0.856,0.6,0.96,0.676,0.638,0.78,0.846,0.7,0.911,0.735,0.634,0.806,0.846,0.75,0.889,0.75,0.639,0.819
RBF,5,0.001,-1.7,2.5,-0.2,0.874,0.7,0.945,0.745,0.688,0.822,0.808,0.8,0.811,0.719,0.582,0.806,0.808,0.875,0.778,0.737,0.61,0.826
RBF,5,0.0001,-1.0,0.9,-0.1,0.836,0.567,0.947,0.606,0.604,0.757,0.808,0.6,0.9,0.64,0.579,0.75,0.808,0.375,1.0,0.545,0.542,0.688
RBF,5,1e-05,-0.1,1.0,0.9,0.835,0.467,0.987,0.508,0.484,0.727,0.785,0.35,0.978,0.448,0.431,0.664,0.731,0.125,1.0,0.222,0.3,0.562
RBF,10,0.1,-1.3,0.4,-0.1,0.847,0.8,0.866,0.743,0.663,0.833,0.915,1.0,0.878,0.88,0.83,0.939,0.885,1.0,0.833,0.842,0.778,0.917
RBF,10,0.01,-2.1,2.6,0.3,0.827,0.6,0.919,0.636,0.569,0.76,0.831,0.65,0.911,0.7,0.589,0.781,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.001,-2.0,3.3,0.2,0.875,0.567,1.0,0.692,0.683,0.783,0.862,0.725,0.922,0.762,0.672,0.824,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.0001,-1.3,1.1,-0.3,0.885,0.633,0.987,0.726,0.707,0.81,0.846,0.675,0.922,0.729,0.629,0.799,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,1e-05,-0.2,1.0,0.8,0.835,0.467,0.987,0.508,0.484,0.727,0.785,0.35,0.978,0.448,0.431,0.664,0.731,0.125,1.0,0.222,0.3,0.562
