Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.5,-0.4,-0.5,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5
RBF,1,0.01,-1.4,0.7,0.2,0.895,0.767,0.947,0.762,0.737,0.857,0.923,0.875,0.944,0.875,0.819,0.91,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.001,-1.5,1.9,-0.4,0.905,0.833,0.933,0.826,0.776,0.883,0.854,0.875,0.844,0.787,0.686,0.86,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.0001,-0.2,0.9,0.3,0.731,0.6,0.787,0.565,0.484,0.693,0.762,0.75,0.767,0.687,0.577,0.758,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.308,0.967,0.041,0.446,0.021,0.504,0.354,1.0,0.067,0.489,0.096,0.533,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.5,-0.4,-0.5,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5
RBF,5,0.01,-1.4,0.6,0.1,0.886,0.767,0.933,0.751,0.721,0.85,0.923,0.875,0.944,0.875,0.819,0.91,0.923,0.875,0.944,0.875,0.819,0.91
RBF,5,0.001,-1.5,2.4,-0.2,0.885,0.733,0.947,0.766,0.719,0.84,0.908,0.85,0.933,0.85,0.784,0.892,0.923,0.875,0.944,0.875,0.819,0.91
RBF,5,0.0001,-1.4,1.2,-0.3,0.894,0.7,0.973,0.787,0.739,0.837,0.892,0.85,0.911,0.829,0.753,0.881,0.885,0.875,0.889,0.824,0.741,0.882
RBF,5,1e-05,-0.2,0.9,0.7,0.835,0.5,0.973,0.512,0.483,0.737,0.785,0.425,0.944,0.492,0.455,0.685,0.808,0.375,1.0,0.545,0.542,0.688
RBF,10,0.1,-0.5,-0.4,-0.5,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5
RBF,10,0.01,-1.4,0.6,0.1,0.886,0.767,0.933,0.751,0.721,0.85,0.923,0.875,0.944,0.875,0.819,0.91,0.923,0.875,0.944,0.875,0.819,0.91
RBF,10,0.001,-1.7,2.8,0.3,0.876,0.667,0.96,0.718,0.681,0.813,0.815,0.475,0.967,0.604,0.548,0.721,0.808,0.5,0.944,0.615,0.52,0.722
RBF,10,0.0001,-1.8,1.9,-0.3,0.894,0.733,0.96,0.793,0.744,0.847,0.892,0.875,0.9,0.835,0.759,0.888,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,1e-05,-0.4,0.9,0.4,0.835,0.5,0.973,0.512,0.483,0.737,0.792,0.45,0.944,0.536,0.515,0.697,0.808,0.375,1.0,0.545,0.542,0.688
