Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,-0.1,-0.3,0.799,0.867,0.771,0.729,0.629,0.819,0.808,1.0,0.722,0.763,0.667,0.861,0.769,1.0,0.667,0.727,0.617,0.833
RBF,1,0.01,-1.4,1.4,-0.2,0.885,0.767,0.932,0.77,0.731,0.85,0.869,0.875,0.867,0.806,0.715,0.871,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.001,-1.3,1.3,-0.4,0.904,0.767,0.959,0.815,0.765,0.863,0.846,0.75,0.889,0.75,0.639,0.819,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,0.0001,0.4,1.0,0.6,0.741,0.6,0.8,0.588,0.503,0.7,0.708,0.6,0.756,0.577,0.434,0.678,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,1.0,0.721,0.033,1.0,0.057,0.071,0.517,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.0,-0.1,-0.3,0.828,0.867,0.811,0.748,0.659,0.839,0.831,1.0,0.756,0.786,0.701,0.878,0.808,1.0,0.722,0.762,0.667,0.861
RBF,5,0.01,-1.8,1.6,-0.1,0.857,0.7,0.92,0.709,0.67,0.81,0.885,0.8,0.922,0.808,0.727,0.861,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,0.001,-1.6,2.7,-0.1,0.894,0.633,1.0,0.732,0.729,0.817,0.854,0.725,0.911,0.753,0.653,0.818,0.808,0.75,0.833,0.706,0.566,0.792
RBF,5,0.0001,-1.1,1.1,-0.3,0.914,0.733,0.987,0.808,0.788,0.86,0.831,0.575,0.944,0.667,0.605,0.76,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,1e-05,-0.1,1.0,0.8,0.721,0.533,0.8,0.488,0.401,0.667,0.685,0.525,0.756,0.467,0.326,0.64,0.808,0.375,1.0,0.545,0.542,0.688
RBF,10,0.1,-1.0,-0.1,-0.3,0.828,0.867,0.811,0.748,0.659,0.839,0.831,1.0,0.756,0.786,0.701,0.878,0.808,1.0,0.722,0.762,0.667,0.861
RBF,10,0.01,-2.1,1.7,-0.4,0.838,0.833,0.839,0.745,0.664,0.836,0.838,0.85,0.833,0.767,0.655,0.842,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,0.001,-1.8,3.5,0.0,0.856,0.567,0.973,0.666,0.636,0.77,0.815,0.7,0.867,0.7,0.571,0.783,0.769,0.75,0.778,0.667,0.501,0.764
RBF,10,0.0001,-1.4,1.4,-0.3,0.913,0.7,1.0,0.802,0.786,0.85,0.846,0.7,0.911,0.736,0.633,0.806,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,1e-05,-0.3,1.0,0.6,0.721,0.533,0.8,0.488,0.401,0.667,0.685,0.525,0.756,0.467,0.326,0.64,0.808,0.375,1.0,0.545,0.542,0.688
