Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-3.9,2.2,-0.5,0.757,0.535,0.825,0.51,0.358,0.68,0.694,0.4,0.787,0.382,0.182,0.593,0.734,0.368,0.85,0.4,0.232,0.609
poly,1,2,0.1,1,-2.6,2.1,0.2,0.796,0.207,0.975,0.308,0.315,0.591,0.759,0.137,0.957,0.214,0.162,0.547,0.772,0.158,0.967,0.25,0.219,0.562
poly,1,2,0.1,2,-2.6,2.4,0.0,0.792,0.276,0.95,0.367,0.313,0.613,0.762,0.221,0.933,0.304,0.209,0.577,0.734,0.211,0.9,0.276,0.142,0.555
poly,1,2,0.1,3,-2.5,2.5,0.1,0.799,0.262,0.962,0.365,0.326,0.612,0.759,0.179,0.943,0.259,0.179,0.561,0.722,0.158,0.9,0.214,0.078,0.529
poly,1,2,0.1,4,-2.5,2.6,0.2,0.802,0.262,0.967,0.369,0.336,0.614,0.757,0.158,0.947,0.228,0.146,0.552,0.747,0.105,0.95,0.167,0.097,0.528
poly,1,2,0.01,0,-2.2,1.5,-0.4,0.773,0.313,0.912,0.383,0.276,0.613,0.739,0.284,0.883,0.334,0.188,0.584,0.734,0.316,0.867,0.364,0.204,0.591
poly,1,2,0.01,1,-2.9,1.9,0.7,0.802,0.178,0.992,0.289,0.339,0.585,0.77,0.063,0.993,0.114,0.157,0.528,0.772,0.105,0.983,0.182,0.198,0.544
poly,1,2,0.01,2,-3.9,2.4,0.3,0.786,0.3,0.933,0.388,0.297,0.617,0.737,0.158,0.92,0.224,0.117,0.539,0.747,0.158,0.933,0.231,0.137,0.546
poly,1,2,0.01,3,-4.9,3.0,0.1,0.779,0.41,0.892,0.451,0.325,0.651,0.704,0.2,0.863,0.246,0.078,0.532,0.709,0.158,0.883,0.207,0.053,0.521
poly,1,2,0.01,4,-5.6,3.7,0.2,0.776,0.368,0.9,0.421,0.301,0.634,0.719,0.232,0.873,0.285,0.127,0.552,0.734,0.211,0.9,0.276,0.142,0.555
