Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-4.7,3.7,-0.5,0.722,0.47,0.8,0.436,0.267,0.635,0.744,0.568,0.8,0.512,0.346,0.684,0.734,0.526,0.8,0.488,0.311,0.663
poly,1,2,0.1,1,-3.1,3.0,-0.2,0.773,0.318,0.912,0.385,0.282,0.615,0.775,0.4,0.893,0.456,0.326,0.647,0.797,0.421,0.917,0.5,0.389,0.669
poly,1,2,0.1,2,-3.1,2.6,-0.9,0.61,0.794,0.554,0.486,0.298,0.674,0.605,0.863,0.523,0.515,0.335,0.693,0.608,0.895,0.517,0.523,0.357,0.706
poly,1,2,0.1,3,-3.1,2.6,-0.7,0.7,0.603,0.729,0.483,0.295,0.666,0.689,0.747,0.67,0.536,0.361,0.709,0.684,0.842,0.633,0.561,0.407,0.738
poly,1,2,0.1,4,-3.2,2.6,-0.6,0.716,0.576,0.758,0.486,0.304,0.667,0.706,0.663,0.72,0.522,0.34,0.692,0.709,0.737,0.7,0.549,0.38,0.718
poly,1,2,0.01,0,-1.7,2.0,-0.6,0.751,0.464,0.838,0.47,0.31,0.651,0.77,0.579,0.83,0.54,0.392,0.704,0.734,0.579,0.783,0.512,0.337,0.681
poly,1,2,0.01,1,-3.0,1.9,0.6,0.802,0.219,0.979,0.334,0.326,0.599,0.767,0.084,0.983,0.146,0.176,0.534,0.759,0.053,0.983,0.095,0.098,0.518
poly,1,2,0.01,2,-4.3,2.4,0.7,0.796,0.247,0.962,0.354,0.307,0.605,0.752,0.084,0.963,0.14,0.111,0.524,0.747,0.105,0.95,0.167,0.097,0.528
poly,1,2,0.01,3,-4.9,3.0,1.0,0.796,0.207,0.975,0.319,0.304,0.591,0.754,0.063,0.973,0.104,0.059,0.518,0.747,0.053,0.967,0.091,0.043,0.51
poly,1,2,0.01,4,-5.7,3.4,1.0,0.792,0.221,0.967,0.329,0.298,0.594,0.742,0.084,0.95,0.136,0.072,0.517,0.759,0.105,0.967,0.174,0.14,0.536
poly,1,2,0.001,0,-1.0,0.0,-0.7,0.792,0.125,0.996,0.215,0.287,0.56,0.797,0.158,1.0,0.271,0.351,0.579,0.81,0.211,1.0,0.348,0.41,0.605
poly,1,2,0.001,1,-2.2,2.1,-0.2,0.782,0.462,0.879,0.497,0.364,0.671,0.742,0.337,0.87,0.386,0.234,0.603,0.722,0.316,0.85,0.353,0.181,0.583
poly,1,2,0.001,2,-2.6,2.2,0.5,0.808,0.231,0.983,0.356,0.354,0.607,0.78,0.126,0.987,0.213,0.237,0.556,0.785,0.158,0.983,0.261,0.275,0.571
poly,1,2,0.001,3,-3.0,2.3,0.7,0.805,0.218,0.983,0.337,0.342,0.601,0.775,0.084,0.993,0.148,0.202,0.539,0.772,0.105,0.983,0.182,0.198,0.544
poly,1,2,0.001,4,-3.4,2.7,0.0,0.76,0.462,0.85,0.464,0.313,0.656,0.739,0.326,0.87,0.377,0.222,0.598,0.772,0.368,0.9,0.438,0.309,0.634
poly,1,3,0.1,0,-3.7,4.2,-0.5,0.795,0.385,0.921,0.459,0.36,0.653,0.754,0.295,0.9,0.366,0.237,0.597,0.759,0.316,0.9,0.387,0.257,0.608
poly,1,3,0.1,1,-2.0,3.1,-0.5,0.799,0.44,0.908,0.499,0.388,0.674,0.754,0.379,0.873,0.419,0.274,0.626,0.747,0.421,0.85,0.444,0.282,0.636
poly,1,3,0.1,2,-2.1,2.7,-0.4,0.799,0.4,0.921,0.471,0.38,0.66,0.754,0.337,0.887,0.396,0.255,0.612,0.747,0.421,0.85,0.444,0.282,0.636
poly,1,3,0.1,3,-2.3,2.5,-0.3,0.789,0.36,0.921,0.431,0.342,0.64,0.749,0.274,0.9,0.34,0.209,0.587,0.772,0.421,0.883,0.471,0.332,0.652
poly,1,3,0.1,4,-2.4,2.3,-0.4,0.773,0.4,0.888,0.447,0.319,0.644,0.754,0.421,0.86,0.451,0.297,0.641,0.747,0.474,0.833,0.474,0.307,0.654
poly,1,3,0.01,0,-1.3,1.8,-0.8,0.779,0.45,0.879,0.49,0.356,0.665,0.709,0.368,0.817,0.38,0.19,0.593,0.709,0.421,0.8,0.41,0.217,0.611
poly,1,3,0.01,1,-2.9,2.0,0.4,0.799,0.22,0.975,0.331,0.316,0.598,0.744,0.074,0.957,0.12,0.054,0.515,0.734,0.053,0.95,0.087,0.005,0.501
poly,1,3,0.01,2,-5.2,2.3,-0.9,0.629,0.684,0.612,0.463,0.254,0.648,0.6,0.695,0.57,0.455,0.227,0.632,0.582,0.737,0.533,0.459,0.231,0.635
poly,1,3,0.01,3,-6.6,3.5,-0.7,0.687,0.574,0.721,0.458,0.262,0.648,0.663,0.6,0.683,0.461,0.249,0.642,0.62,0.632,0.617,0.444,0.214,0.624
poly,1,3,0.01,4,-7.6,4.5,-0.6,0.716,0.52,0.775,0.453,0.27,0.648,0.668,0.495,0.723,0.417,0.199,0.609,0.646,0.579,0.667,0.44,0.215,0.623
poly,1,3,0.001,0,-0.6,0.3,-0.6,0.454,0.656,0.392,0.316,0.098,0.524,0.451,0.632,0.393,0.349,-0.016,0.512,0.759,0.0,1.0,0.0,0.0,0.5
poly,1,3,0.001,1,-2.2,2.0,0.4,0.811,0.231,0.988,0.36,0.37,0.609,0.775,0.095,0.99,0.165,0.215,0.542,0.785,0.158,0.983,0.261,0.275,0.571
poly,1,3,0.001,2,-3.5,2.1,0.0,0.757,0.462,0.846,0.461,0.308,0.654,0.724,0.305,0.857,0.35,0.184,0.581,0.772,0.368,0.9,0.438,0.309,0.634
poly,1,3,0.001,3,-4.2,2.9,1.0,0.799,0.246,0.967,0.357,0.326,0.606,0.777,0.116,0.987,0.193,0.216,0.551,0.759,0.053,0.983,0.095,0.098,0.518
poly,1,3,0.001,4,-5.6,3.8,1.1,0.792,0.246,0.958,0.346,0.299,0.602,0.765,0.116,0.97,0.185,0.157,0.543,0.759,0.053,0.983,0.095,0.098,0.518
poly,5,2,0.1,0,-4.7,3.7,-0.5,0.722,0.47,0.8,0.436,0.267,0.635,0.744,0.568,0.8,0.512,0.346,0.684,0.734,0.526,0.8,0.488,0.311,0.663
poly,5,2,0.1,1,-3.1,3.0,-0.2,0.773,0.318,0.912,0.385,0.282,0.615,0.775,0.4,0.893,0.456,0.326,0.647,0.797,0.421,0.917,0.5,0.389,0.669
poly,5,2,0.1,2,-3.1,2.6,-0.9,0.61,0.794,0.554,0.486,0.298,0.674,0.605,0.863,0.523,0.515,0.335,0.693,0.608,0.895,0.517,0.523,0.357,0.706
poly,5,2,0.1,3,-3.1,2.6,-0.7,0.7,0.603,0.729,0.483,0.295,0.666,0.689,0.747,0.67,0.536,0.361,0.709,0.684,0.842,0.633,0.561,0.407,0.738
poly,5,2,0.1,4,-3.2,2.6,-0.6,0.716,0.576,0.758,0.486,0.304,0.667,0.706,0.663,0.72,0.522,0.34,0.692,0.709,0.737,0.7,0.549,0.38,0.718
poly,5,2,0.01,0,-4.2,1.9,-0.2,0.763,0.302,0.904,0.375,0.262,0.603,0.765,0.305,0.91,0.38,0.259,0.608,0.785,0.316,0.933,0.414,0.32,0.625
poly,5,2,0.01,1,-5.0,2.4,-0.9,0.639,0.737,0.608,0.489,0.294,0.673,0.595,0.684,0.567,0.448,0.215,0.625,0.595,0.737,0.55,0.467,0.245,0.643
poly,5,2,0.01,2,-7.3,3.3,-0.5,0.709,0.519,0.767,0.456,0.266,0.643,0.684,0.537,0.73,0.447,0.241,0.633,0.658,0.474,0.717,0.4,0.173,0.595
poly,5,2,0.01,3,-8.6,4.1,1.2,0.786,0.208,0.962,0.311,0.275,0.585,0.754,0.105,0.96,0.171,0.137,0.533,0.747,0.105,0.95,0.167,0.097,0.528
poly,5,2,0.01,4,-9.6,5.1,-0.5,0.722,0.507,0.788,0.457,0.276,0.647,0.673,0.495,0.73,0.419,0.205,0.612,0.684,0.526,0.733,0.444,0.236,0.63
poly,5,2,0.001,0,-1.0,1.3,-0.7,0.792,0.246,0.958,0.356,0.314,0.602,0.813,0.337,0.963,0.461,0.414,0.65,0.823,0.368,0.967,0.5,0.451,0.668
poly,5,2,0.001,1,-3.4,2.4,0.0,0.763,0.462,0.854,0.466,0.319,0.658,0.739,0.305,0.877,0.362,0.212,0.591,0.797,0.368,0.933,0.467,0.373,0.651
poly,5,2,0.001,2,-4.0,2.5,0.8,0.795,0.259,0.958,0.369,0.323,0.609,0.782,0.147,0.983,0.239,0.254,0.565,0.759,0.053,0.983,0.095,0.098,0.518
poly,5,2,0.001,3,-4.6,3.2,1.0,0.805,0.272,0.967,0.382,0.348,0.62,0.777,0.116,0.987,0.193,0.216,0.551,0.759,0.053,0.983,0.095,0.098,0.518
poly,5,2,0.001,4,-5.3,3.7,1.2,0.795,0.246,0.962,0.351,0.309,0.604,0.77,0.095,0.983,0.164,0.18,0.539,0.759,0.053,0.983,0.095,0.098,0.518
poly,5,3,0.1,0,-3.7,4.2,-0.5,0.795,0.385,0.921,0.459,0.36,0.653,0.754,0.295,0.9,0.366,0.237,0.597,0.759,0.316,0.9,0.387,0.257,0.608
poly,5,3,0.1,1,-2.0,3.1,-0.5,0.799,0.44,0.908,0.499,0.388,0.674,0.754,0.379,0.873,0.419,0.274,0.626,0.747,0.421,0.85,0.444,0.282,0.636
poly,5,3,0.1,2,-2.1,2.7,-0.4,0.799,0.4,0.921,0.471,0.38,0.66,0.754,0.337,0.887,0.396,0.255,0.612,0.747,0.421,0.85,0.444,0.282,0.636
poly,5,3,0.1,3,-2.3,2.5,-0.3,0.789,0.36,0.921,0.431,0.342,0.64,0.749,0.274,0.9,0.34,0.209,0.587,0.772,0.421,0.883,0.471,0.332,0.652
poly,5,3,0.1,4,-2.4,2.3,-0.4,0.773,0.4,0.888,0.447,0.319,0.644,0.754,0.421,0.86,0.451,0.297,0.641,0.747,0.474,0.833,0.474,0.307,0.654
poly,5,3,0.01,0,-2.1,3.4,-0.5,0.808,0.342,0.95,0.442,0.377,0.646,0.752,0.274,0.903,0.344,0.217,0.589,0.747,0.368,0.867,0.412,0.256,0.618
poly,5,3,0.01,1,-3.5,2.0,-0.6,0.712,0.563,0.758,0.476,0.292,0.661,0.694,0.6,0.723,0.488,0.291,0.662,0.696,0.737,0.683,0.538,0.364,0.71
poly,5,3,0.01,2,-5.4,2.9,-0.6,0.719,0.533,0.775,0.465,0.283,0.654,0.701,0.579,0.74,0.483,0.289,0.659,0.684,0.632,0.7,0.49,0.292,0.666
poly,5,3,0.01,3,-6.6,3.8,-0.6,0.719,0.533,0.775,0.467,0.284,0.654,0.684,0.526,0.733,0.446,0.238,0.63,0.658,0.579,0.683,0.449,0.231,0.631
