Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-21.4,12.0,1.0,0.764,0.194,0.938,0.265,0.171,0.566,0.742,0.158,0.927,0.223,0.12,0.542,0.747,0.211,0.917,0.286,0.171,0.564
poly,1,2,0.1,1,-17.2,10.9,1.1,0.792,0.235,0.962,0.328,0.269,0.599,0.737,0.189,0.91,0.255,0.134,0.55,0.722,0.158,0.9,0.214,0.078,0.529
poly,1,2,0.1,2,-16.0,11.4,1.6,0.796,0.193,0.979,0.291,0.271,0.586,0.744,0.147,0.933,0.215,0.119,0.54,0.722,0.105,0.917,0.154,0.033,0.511
poly,1,2,0.1,3,-15.4,11.6,0.9,0.796,0.249,0.962,0.34,0.281,0.606,0.722,0.189,0.89,0.245,0.1,0.54,0.709,0.211,0.867,0.258,0.092,0.539
poly,1,2,0.1,4,-15.1,11.8,1.1,0.799,0.235,0.971,0.334,0.291,0.603,0.729,0.189,0.9,0.25,0.116,0.545,0.722,0.158,0.9,0.214,0.078,0.529
poly,1,2,0.01,0,-1.3,2.0,-0.8,0.776,0.37,0.9,0.439,0.314,0.635,0.759,0.337,0.893,0.391,0.258,0.615,0.772,0.368,0.9,0.438,0.309,0.634
poly,1,2,0.01,1,-2.4,3.8,0.3,0.802,0.384,0.929,0.465,0.374,0.656,0.749,0.263,0.903,0.333,0.206,0.583,0.734,0.316,0.867,0.364,0.204,0.591
poly,1,2,0.01,2,-2.9,4.9,0.4,0.808,0.357,0.946,0.452,0.387,0.651,0.762,0.263,0.92,0.345,0.237,0.592,0.722,0.263,0.867,0.312,0.15,0.565
poly,1,2,0.01,3,-3.1,5.3,0.5,0.818,0.357,0.958,0.462,0.423,0.658,0.767,0.242,0.933,0.33,0.242,0.588,0.759,0.263,0.917,0.345,0.231,0.59
poly,1,2,0.01,4,-3.2,6.6,0.5,0.808,0.33,0.954,0.432,0.387,0.642,0.759,0.253,0.92,0.33,0.225,0.586,0.747,0.263,0.9,0.333,0.201,0.582
poly,1,2,0.001,0,0.4,0.9,0.4,0.451,0.614,0.4,0.254,0.047,0.507,0.448,0.611,0.397,0.252,0.02,0.504,0.759,0.0,1.0,0.0,0.0,0.5
poly,1,2,0.001,1,-1.4,1.4,0.0,0.812,0.247,0.983,0.378,0.386,0.615,0.785,0.137,0.99,0.227,0.27,0.563,0.785,0.105,1.0,0.19,0.286,0.553
poly,1,2,0.001,2,-1.7,1.8,0.2,0.808,0.247,0.979,0.375,0.376,0.613,0.782,0.137,0.987,0.223,0.255,0.562,0.797,0.211,0.983,0.333,0.34,0.597
poly,1,2,0.001,3,-1.9,2.2,0.3,0.812,0.274,0.975,0.403,0.393,0.625,0.78,0.189,0.967,0.288,0.267,0.578,0.759,0.211,0.933,0.296,0.204,0.572
poly,1,2,0.001,4,-2.1,2.4,0.4,0.812,0.302,0.967,0.425,0.396,0.634,0.765,0.2,0.943,0.288,0.212,0.572,0.747,0.211,0.917,0.286,0.171,0.564
poly,1,3,0.1,0,-12.5,18.8,-0.3,0.825,0.441,0.942,0.539,0.456,0.691,0.719,0.358,0.833,0.378,0.201,0.596,0.734,0.316,0.867,0.364,0.204,0.591
poly,1,3,0.1,1,-30.7,15.6,0.6,0.796,0.307,0.946,0.385,0.302,0.626,0.729,0.242,0.883,0.298,0.149,0.563,0.734,0.263,0.883,0.323,0.174,0.573
poly,1,3,0.1,2,-38.5,30.3,0.6,0.789,0.362,0.921,0.424,0.322,0.641,0.709,0.221,0.863,0.264,0.097,0.542,0.696,0.263,0.833,0.294,0.105,0.548
poly,1,3,0.1,3,-43.9,36.8,0.7,0.773,0.348,0.904,0.398,0.281,0.626,0.714,0.274,0.853,0.313,0.143,0.564,0.709,0.263,0.85,0.303,0.127,0.557
poly,1,3,0.1,4,-50.7,37.6,0.8,0.777,0.334,0.912,0.386,0.274,0.623,0.709,0.263,0.85,0.301,0.127,0.557,0.696,0.263,0.833,0.294,0.105,0.548
poly,1,3,0.01,0,-1.1,3.1,-0.9,0.795,0.273,0.954,0.381,0.323,0.614,0.765,0.168,0.953,0.255,0.2,0.561,0.759,0.158,0.95,0.24,0.174,0.554
poly,1,3,0.01,1,-2.6,3.9,0.0,0.783,0.426,0.892,0.458,0.341,0.659,0.711,0.305,0.84,0.334,0.155,0.573,0.722,0.316,0.85,0.353,0.181,0.583
poly,1,3,0.01,2,-3.2,7.5,1.4,0.799,0.165,0.992,0.264,0.291,0.578,0.752,0.053,0.973,0.081,0.036,0.513,0.747,0.0,0.983,0.0,-0.064,0.492
poly,1,3,0.01,3,-6.1,8.5,-0.0,0.76,0.466,0.85,0.453,0.316,0.658,0.714,0.442,0.8,0.426,0.237,0.621,0.646,0.368,0.733,0.333,0.096,0.551
poly,1,3,0.01,4,-8.9,9.0,1.4,0.802,0.206,0.983,0.31,0.301,0.595,0.744,0.095,0.95,0.141,0.061,0.522,0.747,0.105,0.95,0.167,0.097,0.528
poly,1,3,0.001,0,0.7,0.9,0.7,0.233,1.0,0.0,0.378,0.0,0.5,0.241,1.0,0.0,0.388,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
